rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
35,592626,Joc Pederson,TEX,SEA,2026-07-25T23:15:00Z,Pre-Game,1,Bryan Woo,693433,R,56.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",48.4,41.2,41.1,88.7,80.0,89.2,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 7.6% barrel, 16.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.97,47.18,91.62,101.7654,0.4371,0.1922,0.343,72.42,23.19,41.08,28.84,14.6,0.2128,7.63,42.43,89.45,0.3793,0.1492,28.62,None,72,Globe Life Field,
36,607043,Brandon Nimmo,TEX,SEA,2026-07-25T23:15:00Z,Pre-Game,4,Bryan Woo,693433,R,56.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",52.8,41.2,41.1,90.4,80.0,55.9,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,1,Contact streak: 10/27 over last 7 games,"platoon edge; pitcher baseline 7.6% barrel, 16.2 HR allowed",EV profile; pitcher fly-ball pressure modest,11.18,51.25,92.18,102.2895,0.4827,0.2027,0.3581,72.44,27.76,31.84,26.68,14.5,0.1663,7.63,42.43,89.45,0.3793,0.1492,28.62,None,72,Globe Life Field,
37,666176,Jo Adell,LAA,SF,2026-07-25T20:05:00Z,Warmup,6,Robbie Ray,592662,L,55.6,Longshot,Watch List,"Strong Barrel, Platoon Edge",51.3,50.7,42.8,76.2,78.0,47.5,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.4% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.21,45.31,90.23,102.565,0.4734,0.2127,0.3377,77.39,71.79,37.93,27.21,21.6,0.1839,9.39,40.29,89.74,0.4116,0.1786,35.48,Varies,66,Oracle Park,
38,664034,Ty France,SD,MIA,2026-07-25T20:10:00Z,Pre-Game,4,Eury Pérez,691587,R,55.6,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",48.0,51.0,35.0,94.9,50.0,90.2,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,31,4,Hot streak: 4 HR in last 7 games,"same-side matchup; pitcher baseline 11.2% barrel, 12.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.92,48.68,91.6,101.6159,0.446,0.194,0.3322,71.7,18.27,36.71,23.99,13.3,0.2206,11.17,41.6,88.89,0.387,0.1784,31.22,None,72,loanDepot park,
39,666018,Jonathan Aranda,TB,CLE,2026-07-25T22:10:00Z,Pre-Game,2,Tanner Bibee,676440,R,54.9,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",48.7,45.8,41.1,100.0,80.0,8.8,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,0,"Last 7 games: 5/28, 0 HR","platoon edge; pitcher baseline 8.6% barrel, 22.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.87,47.71,91.6,101.3042,0.4674,0.1974,0.3645,70.08,12.02,30.54,30.2,14.0,0.1618,8.59,39.33,89.27,0.4186,0.1702,27.76,None,72,Tropicana Field,
40,682998,Corbin Carroll,AZ,WSH,2026-07-25T20:05:00Z,Warmup,1,Foster Griffin,656492,L,54.8,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",57.0,41.2,38.2,93.2,50.0,56.2,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.5% barrel, 17.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.03,48.22,91.68,102.5088,0.4751,0.2201,0.3545,75.26,54.91,45.48,30.25,19.8,0.2519,9.5,37.2,87.5,0.403,0.16,24.4,In From RF,82,Nationals Park,
41,676475,Alec Burleson,STL,CIN,2026-07-25T23:15:00Z,Scheduled,3,Hunter Greene,668881,R,54.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",52.5,50.1,22.1,92.1,80.0,38.9,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,29,0,Contact streak: 11/29 over last 7 games,"platoon edge; pitcher baseline 8.7% barrel, 6.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.76,46.5,91.49,101.7488,0.5151,0.2256,0.3702,73.1,31.51,43.68,27.82,15.9,0.1788,8.72,43.74,91.03,0.4203,0.1864,32.25,,,Busch Stadium,
42,682928,CJ Abrams,WSH,AZ,2026-07-25T20:05:00Z,Warmup,4,Mitch Bratt,683352,L,54.4,Longshot,Watch List,"Premium Lineup Spot, Hot Hitter/Streak",41.9,50.5,38.2,94.9,50.0,100.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,13,30,4,Hot streak: 4 HR in last 7 games,"same-side matchup; pitcher baseline 10.8% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.84,41.3,89.47,100.1369,0.4451,0.1896,0.337,72.75,26.97,43.87,29.29,22.5,0.232,10.8,37.8,87.9,0.451,0.206,35.1,In From RF,82,Nationals Park,
43,668904,Royce Lewis,MIN,ATH,2026-07-25T23:10:00Z,Pre-Game,5,Brady Basso,669620,L,54.4,Longshot,Watch List,"Strong Barrel, Good Environment, Platoon Edge",41.2,45.7,71.1,86.4,78.0,1.6,Yes,No,5,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,0,"Last 7 games: 3/23, 0 HR","platoon edge; pitcher baseline 9.5% barrel, 0.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.15,41.07,89.31,100.5207,0.3867,0.1614,0.3019,74.44,47.99,46.58,31.83,10.9,0.1622,9.53,48.72,90.71,0.4089,0.1343,22.12,Out To RF,94,Target Field,
44,606466,Ketel Marte,AZ,WSH,2026-07-25T20:05:00Z,Warmup,4,Foster Griffin,656492,L,54.3,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",51.6,39.4,38.2,94.9,75.0,41.7,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,1,"Last 7 games: 8/29, 1 HR","switch hitter; pitcher baseline 9.5% barrel, 17.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.33,45.04,90.94,102.6766,0.5018,0.2126,0.369,74.67,45.29,50.31,27.64,21.0,0.2102,9.5,37.2,87.5,0.403,0.16,24.4,In From RF,82,Nationals Park,
45,668930,Brice Turang,MIL,COL,2026-07-25T23:10:00Z,Pre-Game,3,Ryan Feltner,663372,R,54.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",40.4,49.0,41.1,92.1,80.0,56.2,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.1% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.56,45.02,90.82,100.6688,0.4423,0.1838,0.3455,70.25,12.57,27.09,24.76,15.9,0.1827,9.07,39.27,88.74,0.4624,0.208,28.6,None,72,American Family Field,
46,678554,Curtis Mead,WSH,AZ,2026-07-25T20:05:00Z,Warmup,2,Mitch Bratt,683352,L,54.0,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",37.3,50.5,38.2,100.0,78.0,56.6,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,24,1,Contact streak: 9/24 over last 7 games,"platoon edge; pitcher baseline 10.8% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.12,40.19,87.92,99.8361,0.4284,0.1761,0.338,72.81,30.2,43.19,30.86,12.8,0.2007,10.8,37.8,87.9,0.451,0.206,35.1,In From RF,82,Nationals Park,
47,669003,Garrett Mitchell,MIL,COL,2026-07-25T23:10:00Z,Pre-Game,5,Ryan Feltner,663372,R,53.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",48.4,49.0,41.1,81.9,80.0,24.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,0,"Last 7 games: 7/25, 0 HR","platoon edge; pitcher baseline 9.1% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.67,46.89,91.94,103.3858,0.4208,0.1694,0.3328,77.01,75.9,33.79,18.67,5.6,0.1496,9.07,39.27,88.74,0.4624,0.208,28.6,None,72,American Family Field,
48,671218,Heliot Ramos,SF,LAA,2026-07-25T20:05:00Z,Warmup,2,Ryan Johnson,696270,R,53.7,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",54.7,39.4,42.8,100.0,50.0,26.2,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,29,1,"Last 7 games: 5/29, 1 HR","same-side matchup; pitcher baseline 8.1% barrel, 8.2 HR allowed",EV profile; pitcher allows elevated contact,13.7,49.64,92.29,103.2343,0.4618,0.2002,0.3305,72.74,30.35,35.62,23.16,12.6,0.1713,8.08,35.86,87.26,0.4248,0.1784,33.46,Varies,66,Oracle Park,
49,607208,Trea Turner,PHI,NYY,2026-07-25T22:05:00Z,Pre-Game,1,Ryan Weathers,677960,L,53.7,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",29.0,52.1,48.8,93.2,78.0,85.2,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 10.0% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.43,41.54,89.02,99.4893,0.3834,0.1323,0.3028,71.55,19.06,33.77,25.83,14.3,0.1467,10.02,42.27,89.74,0.4383,0.1883,26.95,In From RF,81,Citizens Bank Park,
50,686611,Dylan Crews,WSH,AZ,2026-07-25T20:05:00Z,Warmup,5,Mitch Bratt,683352,L,53.5,Longshot,Watch List,Platoon Edge,41.8,50.5,38.2,86.4,78.0,54.7,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.8% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.59,41.43,90.33,101.4893,0.4196,0.1811,0.3203,73.65,34.41,33.45,29.24,8.6,0.1503,10.8,37.8,87.9,0.451,0.206,35.1,In From RF,82,Nationals Park,
51,575929,Willson Contreras,BOS,TOR,2026-07-25T20:10:00Z,Pre-Game,4,Dylan Cease,656302,R,53.3,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",60.6,21.4,43.7,94.9,50.0,77.4,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,23,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.4% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.39,47.25,90.53,103.1642,0.5125,0.245,0.3804,76.77,69.03,44.98,28.42,21.4,0.2404,6.36,34.35,86.8,0.3149,0.1128,22.81,In From RF,76,Fenway Park,
52,664761,Alec Bohm,PHI,NYY,2026-07-25T22:05:00Z,Pre-Game,4,Ryan Weathers,677960,L,53.3,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",30.0,52.1,48.8,94.9,78.0,65.2,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.0% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.71,43.74,90.66,100.3112,0.3892,0.1341,0.3093,71.0,12.6,28.84,21.32,12.4,0.1395,10.02,42.27,89.74,0.4383,0.1883,26.95,In From RF,81,Citizens Bank Park,
53,694192,Jackson Chourio,MIL,COL,2026-07-25T23:10:00Z,Pre-Game,2,Ryan Feltner,663372,R,53.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",51.0,49.0,41.1,95.5,50.0,12.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,0,"Last 7 games: 5/25, 0 HR","same-side matchup; pitcher baseline 9.1% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.01,45.03,91.4,102.1291,0.4526,0.2021,0.3252,74.46,45.95,32.76,28.15,15.4,0.1951,9.07,39.27,88.74,0.4624,0.208,28.6,None,72,American Family Field,
54,641343,Jake Bauers,MIL,COL,2026-07-25T23:10:00Z,Pre-Game,7,Ryan Feltner,663372,R,53.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",59.6,49.0,41.1,59.8,80.0,0.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,22,0,"Last 7 games: 2/22, 0 HR","platoon edge; pitcher baseline 9.1% barrel, 11.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,13.49,50.92,92.33,103.2557,0.4584,0.2146,0.354,76.71,71.26,39.71,30.33,14.7,0.2053,9.07,39.27,88.74,0.4624,0.208,28.6,None,72,American Family Field,
55,663616,Trevor Larnach,MIN,ATH,2026-07-25T23:10:00Z,Pre-Game,1,Brady Basso,669620,L,53.0,Longshot,Watch List,"Good Environment, Premium Lineup Spot, Hot Hitter/Streak",30.2,45.7,71.1,93.2,50.0,77.4,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,23,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.5% barrel, 0.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.62,38.0,88.24,99.3597,0.4107,0.1481,0.3348,71.92,20.47,41.78,24.68,10.7,0.1624,9.53,48.72,90.71,0.4089,0.1343,22.12,Out To RF,94,Target Field,
56,695657,Colson Montgomery,CWS,HOU,2026-07-25T23:10:00Z,Pre-Game,4,Hunter Brown,686613,R,52.9,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",55.0,20.0,53.1,94.9,80.0,29.2,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","platoon edge; pitcher baseline 5.9% barrel, 8.6 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.73,43.38,89.05,101.9475,0.459,0.2353,0.327,76.51,68.27,49.3,35.12,23.1,0.2585,5.9,36.4,85.61,0.3306,0.1248,21.41,R To L,78,Rate Field,
57,694671,Wyatt Langford,TEX,SEA,2026-07-25T23:15:00Z,Pre-Game,2,Bryan Woo,693433,R,52.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",44.5,41.2,41.1,95.5,50.0,85.2,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 7.6% barrel, 16.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.78,40.91,89.72,100.798,0.4466,0.1988,0.3292,72.89,27.11,40.23,30.74,15.0,0.2229,7.63,42.43,89.45,0.3793,0.1492,28.62,None,72,Globe Life Field,
58,672960,Kazuma Okamoto,TOR,BOS,2026-07-25T20:10:00Z,Pre-Game,3,Sonny Gray,543243,R,52.8,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",55.7,37.0,43.7,96.6,50.0,18.3,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,24,1,"Last 7 games: 2/24, 1 HR","same-side matchup; pitcher baseline 7.9% barrel, 15.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.2,46.7,91.1,102.1961,0.431,0.22,0.318,73.3,36.2,50.8,33.8,23.0,0.224,7.91,37.83,88.97,0.3866,0.1432,23.27,In From RF,76,Fenway Park,
59,687515,Colby Thomas,ATH,MIN,2026-07-25T23:10:00Z,Pre-Game,5,Mike Paredes,702474,R,52.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Good Environment",44.0,48.7,71.1,81.9,50.0,0.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,13,0,"Last 7 games: 1/13, 0 HR","same-side matchup; pitcher baseline 6.8% barrel, 6.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,10.78,40.06,90.03,100.9427,0.379,0.1865,0.2661,75.29,54.59,37.32,35.68,4.6,0.1598,6.8,50.8,91.5,0.446,0.167,29.7,Out To RF,94,Target Field,
60,687093,Vaughn Grissom,LAA,SF,2026-07-25T20:05:00Z,Warmup,3,Robbie Ray,592662,L,52.5,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",33.6,50.7,42.8,96.6,78.0,44.8,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,1,"Last 7 games: 8/27, 1 HR","platoon edge; pitcher baseline 9.4% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.2,41.7,89.1,99.7925,0.423,0.157,0.335,71.8,21.9,40.0,26.7,6.0,0.146,9.39,40.29,89.74,0.4116,0.1786,35.48,Varies,66,Oracle Park,
61,691023,Jordan Walker,STL,CIN,2026-07-25T23:15:00Z,Scheduled,4,Hunter Greene,668881,R,52.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",58.5,50.1,22.1,90.4,50.0,14.1,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","same-side matchup; pitcher baseline 8.7% barrel, 6.6 HR allowed",EV profile; pitcher allows elevated contact,13.07,50.0,93.28,105.2101,0.4603,0.1998,0.3389,78.87,83.12,38.03,23.07,17.2,0.1855,8.72,43.74,91.03,0.4203,0.1864,32.25,,,Busch Stadium,
62,624585,Jorge Soler,LAA,SF,2026-07-25T20:05:00Z,Warmup,4,Robbie Ray,592662,L,52.2,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",40.4,50.7,42.8,94.9,78.0,0.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,26,0,"Last 7 games: 3/26, 0 HR","platoon edge; pitcher baseline 9.4% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.75,42.35,88.72,101.6811,0.3716,0.1648,0.2954,74.7,48.69,50.49,24.4,11.3,0.1685,9.39,40.29,89.74,0.4116,0.1786,35.48,Varies,66,Oracle Park,
63,670042,Luke Raley,SEA,TEX,2026-07-25T23:15:00Z,Pre-Game,7,Nathan Eovaldi,543135,R,52.2,Longshot,Watch List,"Strong Barrel, Platoon Edge",54.8,41.7,41.1,64.3,80.0,35.6,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,17,1,"Last 7 games: 4/17, 1 HR","platoon edge; pitcher baseline 8.2% barrel, 18.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.52,46.22,90.41,102.0825,0.4532,0.2127,0.3344,74.85,51.46,46.43,27.35,11.7,0.1881,8.24,40.11,88.74,0.3965,0.1607,25.32,None,72,Globe Life Field,
64,677594,Julio Rodríguez,SEA,TEX,2026-07-25T23:15:00Z,Pre-Game,2,Nathan Eovaldi,543135,R,52.1,Longshot,Watch List,Premium Lineup Spot,47.5,41.7,41.1,100.0,50.0,34.4,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,1,"Last 7 games: 5/22, 1 HR","same-side matchup; pitcher baseline 8.2% barrel, 18.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.38,45.34,90.68,103.0209,0.4748,0.2013,0.3475,76.54,66.35,37.02,25.14,20.1,0.1783,8.24,40.11,88.74,0.3965,0.1607,25.32,None,72,Globe Life Field,
65,677800,Wilyer Abreu,BOS,TOR,2026-07-25T20:10:00Z,Pre-Game,3,Dylan Cease,656302,R,51.9,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",52.8,21.4,43.7,96.6,80.0,41.7,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.4% barrel, 11.2 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.58,43.08,90.1,101.2536,0.4736,0.2194,0.3427,73.89,38.45,37.06,37.66,17.1,0.1982,6.36,34.35,86.8,0.3149,0.1128,22.81,In From RF,76,Fenway Park,
66,683748,Victor Mesa Jr.,TB,CLE,2026-07-25T22:10:00Z,Pre-Game,6,Tanner Bibee,676440,R,51.7,Longshot,Watch List,"Strong Barrel, Platoon Edge, Hot Hitter/Streak",39.5,45.8,41.1,76.2,80.0,72.7,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 8.6% barrel, 22.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.04,40.03,89.07,100.0965,0.415,0.1774,0.327,73.68,33.67,44.58,27.54,5.9,0.2169,8.59,39.33,89.27,0.4186,0.1702,27.76,None,72,Tropicana Field,
67,592885,Christian Yelich,MIL,COL,2026-07-25T23:10:00Z,Pre-Game,1,Ryan Feltner,663372,R,51.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",37.4,49.0,41.1,88.7,80.0,36.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,1,"Last 7 games: 7/29, 1 HR","platoon edge; pitcher baseline 9.1% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.11,43.46,89.5,101.0399,0.3998,0.1681,0.3132,73.26,32.1,34.73,20.49,13.6,0.1635,9.07,39.27,88.74,0.4624,0.208,28.6,None,72,American Family Field,
68,669477,Casey Schmitt,SF,LAA,2026-07-25T20:05:00Z,Warmup,5,Ryan Johnson,696270,R,51.1,Longshot,Watch List,Strong Barrel,49.6,39.4,42.8,86.4,50.0,45.5,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.1% barrel, 8.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.52,44.36,89.71,100.7519,0.4927,0.2136,0.3483,72.26,25.57,41.55,33.29,18.3,0.2011,8.08,35.86,87.26,0.4248,0.1784,33.46,Varies,66,Oracle Park,
69,682829,Elly De La Cruz,CIN,STL,2026-07-25T23:15:00Z,Scheduled,1,Andre Pallante,669467,R,51.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",57.3,27.2,22.1,88.7,75.0,63.1,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 6.2% barrel, 13.3 HR allowed",EV profile; pitcher fly-ball pressure modest,13.31,49.8,93.17,104.2417,0.4688,0.1996,0.3535,75.13,51.65,36.01,25.87,18.5,0.2096,6.25,36.12,88.08,0.3824,0.137,18.24,,,Busch Stadium,
