rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
197,669242,Tommy Edman,LAD,AZ,2026-08-09T00:10:00Z,Scheduled,8,Brandon Pfaadt,694297,R,37.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",26.4,42.4,28.2,47.9,75.0,23.4,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,1,"Last 7 games: 4/26, 1 HR","switch hitter; pitcher baseline 9.0% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.11,39.13,88.79,100.041,0.4061,0.1223,0.3343,70.52,12.11,44.7,24.96,6.0,0.1479,9.01,39.29,89.54,0.4198,0.1666,22.29,,,Chase Field,
198,663538,Nico Hoerner,CHC,KC,2026-08-08T23:10:00Z,Scheduled,6,Seth Lugo,607625,R,37.6,Longshot,Watch List,Projected Lineup,8.6,56.8,23.2,71.7,50.0,61.5,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.5% barrel, 18.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.56,28.97,86.14,96.2621,0.3784,0.0836,0.3227,68.33,1.83,33.64,21.98,7.0,0.1005,9.49,44.01,90.21,0.4716,0.2009,29.88,,,Kauffman Stadium,
199,650402,Gleyber Torres,DET,SF,2026-08-08T23:15:00Z,Scheduled,2,Landen Roupp,694738,R,37.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",26.6,20.5,19.3,95.5,50.0,54.9,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 5.7% barrel, 9.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.85,34.87,87.41,97.7525,0.399,0.1475,0.3406,68.63,5.61,24.24,28.22,9.7,0.1324,5.68,31.74,87.07,0.3562,0.1204,21.12,,,Oracle Park,
200,805300,Jakob Marsee,MIA,LAA,2026-08-08T20:10:00Z,Pre-Game,1,Walbert Ureña,700712,R,37.0,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",19.6,13.8,35.0,93.2,80.0,35.6,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,14,0,Contact streak: 5/14 over last 7 games,"platoon edge; pitcher baseline 4.9% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.95,35.87,87.57,98.4706,0.3524,0.1162,0.3155,70.5,6.07,41.02,24.1,5.7,0.1279,4.9,33.2,86.9,0.294,0.095,22.0,None,72,loanDepot park,
201,665877,Jose Fermin,STL,COL,2026-08-08T23:15:00Z,Scheduled,7,Kyle Freeland,607536,L,37.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",10.6,60.0,22.1,59.8,78.0,8.1,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,0,"Last 7 games: 4/23, 0 HR","platoon edge; pitcher baseline 10.3% barrel, 21.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.54,30.87,86.68,96.6213,0.3488,0.0941,0.3026,68.07,3.09,48.53,25.5,3.8,0.1228,10.31,44.29,90.54,0.4807,0.1973,29.43,,,Busch Stadium,
202,671976,Tristan Peters,CWS,CLE,2026-08-08T23:15:00Z,Scheduled,7,Gavin Williams,668909,R,36.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",10.9,56.6,27.6,59.8,80.0,0.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,18,0,"Last 7 games: 2/18, 0 HR","platoon edge; pitcher baseline 10.8% barrel, 21.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.36,33.0,87.01,97.7343,0.3117,0.0945,0.2537,69.16,5.39,41.7,18.41,4.2,0.1022,10.75,47.52,90.54,0.4071,0.1768,25.79,,,Rate Field,
203,672640,Otto Lopez,MIA,LAA,2026-08-08T20:10:00Z,Pre-Game,4,Walbert Ureña,700712,R,36.8,Longshot,Watch List,Premium Lineup Spot,30.7,13.8,35.0,94.9,50.0,7.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,30,0,"Last 7 games: 5/30, 0 HR","same-side matchup; pitcher baseline 4.9% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.54,40.47,88.99,100.3143,0.4298,0.1496,0.3272,71.84,23.65,32.23,22.22,10.8,0.1444,4.9,33.2,86.9,0.294,0.095,22.0,None,72,loanDepot park,
204,680977,Brendan Donovan,SEA,TB,2026-08-09T01:50:00Z,Scheduled,7,Griffin Jax,643377,R,36.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",18.5,42.9,25.4,59.8,80.0,21.1,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,0,"Last 7 games: 6/23, 0 HR","platoon edge; pitcher baseline 9.3% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.44,33.2,86.41,97.1531,0.3853,0.1284,0.3327,68.74,1.93,39.56,23.98,5.1,0.1532,9.33,41.02,88.92,0.4,0.1555,23.72,,,T-Mobile Park,
205,694203,Denzer Guzman,LAA,MIA,2026-08-08T20:10:00Z,Pre-Game,7,Sandy Alcantara,645261,R,36.7,Longshot,Watch List,Projected Lineup,26.4,34.7,35.0,59.8,50.0,30.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,15,1,"Last 7 games: 3/15, 1 HR","same-side matchup; pitcher baseline 6.5% barrel, 18.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.42,37.02,87.13,98.3061,0.337,0.1204,0.2623,73.36,32.61,43.89,25.38,4.1,0.1411,6.5,38.56,89.02,0.3919,0.1365,23.82,None,72,loanDepot park,
206,701852,Drew Cavanaugh,SF,DET,2026-08-08T23:15:00Z,Scheduled,5,Jackson Jobe,695549,R,36.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",7.4,47.4,19.3,81.9,80.0,26.1,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,17,0,"Last 7 games: 5/17, 0 HR","platoon edge; pitcher baseline 8.7% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.0,21.4,84.7,97.2441,0.32,0.095,0.309,69.4,5.0,19.0,19.0,0.0,0.018,8.7,43.3,89.1,0.438,0.196,28.0,,,Oracle Park,
207,665966,Carlos Narvaez,BAL,TEX,2026-08-08T23:15:00Z,Scheduled,9,Jacob deGrom,594798,R,36.7,Longshot,Watch List,Projected Lineup,32.0,49.3,27.6,40.2,50.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,16,0,"Last 7 games: 1/16, 0 HR","same-side matchup; pitcher baseline 8.8% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.42,38.65,91.17,100.2022,0.339,0.1333,0.2762,72.02,19.67,32.51,30.73,6.6,0.1122,8.81,44.14,90.45,0.3959,0.1651,29.53,,,Globe Life Field,
208,702222,Justin Crawford,PHI,TOR,2026-08-08T22:05:00Z,Scheduled,9,Max Scherzer,453286,R,36.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",9.3,55.5,34.3,40.2,80.0,43.8,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,17,0,Contact streak: 7/17 over last 7 games,"platoon edge; pitcher baseline 11.3% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.2,33.6,86.8,97.8464,0.315,0.061,0.28,69.0,5.1,27.3,16.6,2.0,0.083,11.35,38.48,88.65,0.4722,0.2146,29.12,,,Citizens Bank Park,
209,543760,Marcus Semien,NYM,PIT,2026-08-08T22:40:00Z,Scheduled,7,Bubba Chandler,696149,R,36.6,Longshot,Watch List,Projected Lineup,27.1,34.5,24.3,59.8,50.0,57.8,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.0% barrel, 7.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.22,35.84,87.18,97.7547,0.4006,0.1544,0.3124,68.57,2.99,46.42,32.0,14.3,0.1466,6.95,38.32,89.29,0.3814,0.1518,25.95,,,PNC Park,
210,687551,Drew Gilbert,SF,DET,2026-08-08T23:15:00Z,Scheduled,6,Jackson Jobe,695549,R,36.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",12.5,47.4,19.3,71.7,80.0,19.5,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,16,0,"Last 7 games: 4/16, 0 HR","platoon edge; pitcher baseline 8.7% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.29,34.05,86.18,97.5823,0.3451,0.102,0.2973,70.52,10.13,39.79,18.5,3.7,0.1257,8.7,43.3,89.1,0.438,0.196,28.0,,,Oracle Park,
211,805367,Chase Meidroth,CWS,CLE,2026-08-08T23:15:00Z,Scheduled,8,Gavin Williams,668909,R,36.5,Longshot,Watch List,Projected Lineup,13.8,56.6,27.6,47.9,50.0,60.7,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.8% barrel, 21.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.84,35.61,88.13,97.5187,0.3358,0.0961,0.2972,67.19,1.32,38.12,19.63,9.2,0.1118,10.75,47.52,90.54,0.4071,0.1768,25.79,,,Rate Field,
212,686555,Isaac Collins,KC,CHC,2026-08-08T23:10:00Z,Scheduled,6,Clay Holmes,605280,R,36.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",23.8,30.2,23.2,71.7,75.0,19.5,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,0,"Last 7 games: 6/24, 0 HR","switch hitter; pitcher baseline 5.8% barrel, 6.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.39,40.09,88.52,100.0184,0.338,0.1018,0.3094,73.33,30.34,40.19,26.44,6.9,0.1354,5.75,43.49,89.77,0.3744,0.1255,20.86,,,Kauffman Stadium,
213,673237,Yainer Diaz,HOU,SD,2026-08-08T23:15:00Z,Scheduled,8,Michael King,650633,R,36.4,Longshot,Watch List,Projected Lineup,28.7,41.4,22.6,47.9,50.0,48.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,1,Contact streak: 8/25 over last 7 games,"same-side matchup; pitcher baseline 9.4% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.66,37.02,88.29,99.4925,0.4223,0.1557,0.3099,72.41,21.32,36.14,19.17,11.6,0.1533,9.44,34.74,87.59,0.4144,0.1737,27.33,,,Petco Park,
214,691373,Jhostynxon Garcia,PIT,NYM,2026-08-08T22:40:00Z,Scheduled,9,Robert Stock,476594,R,36.2,Longshot,Watch List,"Projected Lineup, Pitcher Vulnerable",13.4,75.2,24.3,40.2,50.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,18,0,"Last 7 games: 2/18, 0 HR","same-side matchup; pitcher baseline 13.0% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,2.24,37.61,86.41,97.4476,0.2913,0.0739,0.2663,74.72,46.99,39.85,11.27,0.0,0.0576,13.01,45.03,89.33,0.6059,0.2936,36.99,,,PNC Park,
215,680574,Matt McLain,CIN,WSH,2026-08-08T22:45:00Z,Scheduled,9,Andrew Alvarez,674841,L,36.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",34.1,22.0,28.2,40.2,78.0,54.4,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 4.4% barrel, 1.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.34,37.97,88.24,98.9642,0.3841,0.1602,0.3096,71.0,10.03,33.26,33.36,11.5,0.144,4.4,41.71,89.53,0.3486,0.1025,15.94,,,Nationals Park,
216,621493,Taylor Ward,SEA,TB,2026-08-09T01:50:00Z,Scheduled,8,Griffin Jax,643377,R,36.0,Longshot,Watch List,Projected Lineup,31.7,42.9,25.4,47.9,50.0,3.4,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,21,0,"Last 7 games: 3/21, 0 HR","same-side matchup; pitcher baseline 9.3% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.89,39.83,89.33,99.4594,0.3947,0.1525,0.3386,68.73,4.09,33.59,29.45,15.7,0.142,9.33,41.02,88.92,0.4,0.1555,23.72,,,T-Mobile Park,
217,686765,Nick Sogard,BOS,ATH,2026-08-08T20:10:00Z,Pre-Game,7,Gage Jump,695611,L,35.9,Longshot,Watch List,"Good Environment, Platoon Edge",2.3,31.6,74.7,64.3,75.0,10.8,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,0,"Last 7 games: 5/26, 0 HR","switch hitter; pitcher baseline 5.5% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.68,22.52,82.99,93.8304,0.3134,0.068,0.3062,68.64,4.24,40.27,22.2,0.0,0.0784,5.5,42.0,90.0,0.383,0.131,26.0,Out To RF,88,Fenway Park,
218,665926,Andres Gimenez,TOR,PHI,2026-08-08T22:05:00Z,Scheduled,8,Aaron Nola,605400,R,35.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",7.4,50.6,34.3,47.9,80.0,43.2,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,1,"Last 7 games: 6/21, 1 HR","platoon edge; pitcher baseline 9.7% barrel, 25.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.42,24.83,86.02,95.8799,0.3344,0.0971,0.28,68.46,5.0,38.52,23.16,7.7,0.1184,9.73,42.04,88.91,0.4268,0.1801,27.95,,,Citizens Bank Park,
219,514888,Jose Altuve,HOU,SD,2026-08-08T23:15:00Z,Scheduled,6,Michael King,650633,R,35.8,Longshot,Watch List,Projected Lineup,15.6,41.4,22.6,71.7,50.0,55.9,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,1,Contact streak: 10/27 over last 7 games,"same-side matchup; pitcher baseline 9.4% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.64,31.88,85.52,97.1676,0.3525,0.1225,0.2867,69.07,9.64,45.78,22.44,16.9,0.1623,9.44,34.74,87.59,0.4144,0.1737,27.33,,,Petco Park,
220,668885,Austin Martin,MIN,MIL,2026-08-08T23:10:00Z,Scheduled,1,Robert Gasser,688107,L,35.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",10.8,35.6,27.6,88.7,78.0,0.8,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,16,0,"Last 7 games: 2/16, 0 HR","platoon edge; pitcher baseline 7.9% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.26,31.6,86.83,97.2205,0.3421,0.0925,0.3198,68.83,3.92,40.09,21.68,1.7,0.0802,7.88,35.79,88.27,0.3897,0.1614,27.17,,,American Family Field,
221,671289,Tyler Freeman,COL,STL,2026-08-08T23:15:00Z,Scheduled,8,Matthew Liberatore,669461,L,35.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",15.6,52.6,22.1,47.9,78.0,10.1,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,16,0,"Last 7 games: 3/16, 0 HR","platoon edge; pitcher baseline 9.2% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.54,37.18,88.35,98.6815,0.3572,0.088,0.3138,70.74,13.38,33.53,20.17,2.7,0.0709,9.2,41.94,90.46,0.4489,0.1815,28.31,,,Busch Stadium,
222,682622,Noelvi Marte,CIN,WSH,2026-08-08T22:45:00Z,Scheduled,6,Andrew Alvarez,674841,L,35.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",23.5,22.0,28.2,71.7,78.0,18.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","platoon edge; pitcher baseline 4.4% barrel, 1.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.58,32.8,88.36,99.4124,0.348,0.1331,0.2641,72.5,29.05,44.85,22.04,8.4,0.1542,4.4,41.71,89.53,0.3486,0.1025,15.94,,,Nationals Park,
223,687529,Grant McCray,SF,DET,2026-08-08T23:15:00Z,Scheduled,8,Jackson Jobe,695549,R,35.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",21.4,47.4,19.3,47.9,80.0,0.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,13,0,"Last 7 games: 0/13, 0 HR","platoon edge; pitcher baseline 8.7% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.71,19.11,85.0,96.0541,0.3133,0.1344,0.2816,72.15,24.36,37.42,24.43,0.7,0.0973,8.7,43.3,89.1,0.438,0.196,28.0,,,Oracle Park,
224,807712,Luke Keaschall,MIN,MIL,2026-08-08T23:10:00Z,Scheduled,7,Robert Gasser,688107,L,35.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",11.1,35.6,27.6,59.8,78.0,66.7,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.9% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.87,29.38,85.15,96.6361,0.3535,0.109,0.3107,68.64,7.87,38.96,26.62,5.4,0.1108,7.88,35.79,88.27,0.3897,0.1614,27.17,,,American Family Field,
225,677649,Ezequiel Duran,TEX,BAL,2026-08-08T23:15:00Z,Scheduled,7,Kyle Bradish,680694,R,34.8,Longshot,Watch List,Projected Lineup,20.2,35.4,27.6,59.8,50.0,52.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,1,Contact streak: 9/26 over last 7 games,"same-side matchup; pitcher baseline 8.5% barrel, 10.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.33,34.33,87.68,98.6932,0.3587,0.1167,0.2904,72.34,24.38,35.31,20.88,9.1,0.1488,8.52,37.99,88.61,0.3662,0.1401,22.87,,,Globe Life Field,
226,680757,Steven Kwan,CLE,CWS,2026-08-08T23:15:00Z,Scheduled,1,Anthony Kay,641743,L,34.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",2.5,39.0,27.6,88.7,50.0,63.3,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,14,28,1,Contact streak: 14/28 over last 7 games,"same-side matchup; pitcher baseline 8.6% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.78,12.16,84.38,92.5143,0.3478,0.072,0.3219,62.87,0.38,27.74,23.51,4.7,0.0768,8.6,39.5,88.4,0.406,0.143,21.9,,,Rate Field,
227,683953,Travis Bazzana,CLE,CWS,2026-08-08T23:15:00Z,Scheduled,7,Anthony Kay,641743,L,34.3,Longshot,Watch List,Projected Lineup,20.8,39.0,27.6,59.8,50.0,20.9,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,0,"Last 7 games: 7/27, 0 HR","same-side matchup; pitcher baseline 8.6% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.3,37.2,88.4,98.5835,0.345,0.121,0.3,69.7,12.4,39.5,28.8,9.0,0.147,8.6,39.5,88.4,0.406,0.143,21.9,,,Rate Field,
228,663647,Ke'Bryan Hayes,CIN,WSH,2026-08-08T22:45:00Z,Scheduled,8,Andrew Alvarez,674841,L,34.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",30.3,22.0,28.2,47.9,78.0,19.1,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,16,1,"Last 7 games: 2/16, 1 HR","platoon edge; pitcher baseline 4.4% barrel, 1.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.05,39.77,90.07,99.8361,0.3812,0.1355,0.2974,70.89,8.13,29.69,25.89,4.3,0.0906,4.4,41.71,89.53,0.3486,0.1025,15.94,,,Nationals Park,
229,806068,Colt Emerson,SEA,TB,2026-08-09T01:50:00Z,Scheduled,9,Griffin Jax,643377,R,34.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",15.8,42.9,25.4,40.2,80.0,39.5,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,1,"Last 7 games: 6/23, 1 HR","platoon edge; pitcher baseline 9.3% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.1,30.9,86.7,97.0761,0.311,0.11,0.256,72.5,26.0,41.2,22.8,8.0,0.154,9.33,41.02,88.92,0.4,0.1555,23.72,,,T-Mobile Park,
230,650859,Luis Rengifo,SD,HOU,2026-08-08T23:15:00Z,Scheduled,6,Peter Lambert,663567,R,34.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",16.3,31.6,22.6,71.7,75.0,16.6,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,0,"Last 7 games: 6/26, 0 HR","switch hitter; pitcher baseline 6.5% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.37,34.52,87.73,98.023,0.3533,0.0975,0.3048,70.83,15.28,37.67,16.96,4.1,0.076,6.5,37.7,88.9,0.343,0.14,33.6,,,Petco Park,
231,680716,Jonathan Ornelas,ATH,BOS,2026-08-08T20:10:00Z,Pre-Game,9,Jake Bennett,687562,L,33.9,Longshot,Watch List,"Projected Lineup, Good Environment, Platoon Edge",12.1,23.1,74.7,40.2,78.0,9.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,5,2,11,0,"Last 5 games: 2/11, 0 HR","platoon edge; pitcher baseline 5.1% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,37.99,86.24,97.2612,0.1539,0.0169,0.1773,72.58,32.13,47.01,0.0,0.0,0.0,5.1,36.3,87.8,0.358,0.131,24.7,Out To RF,88,Fenway Park,
