rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
35,668709,JJ Bleday,CIN,SD,2026-09-02T16:40:00Z,In Progress,4,Casey Mize,663554,R,56.0,Longshot,Watch List,"Good Environment, Premium Lineup Spot, Platoon Edge",37.6,42.2,83.3,94.9,80.0,9.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,0,"Last 7 games: 4/22, 0 HR","platoon edge; pitcher baseline 8.4% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.27,39.4,88.56,99.8252,0.4038,0.1739,0.3257,73.07,27.65,45.81,32.92,18.9,0.2018,8.43,38.93,89.3,0.3875,0.156,31.02,Out To LF,94,Great American Ball Park,
36,686948,Drake Baldwin,ATL,WSH,2026-09-02T17:05:00Z,Delayed,1,Brad Lord,695418,R,55.6,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",56.2,30.9,46.2,93.2,80.0,48.5,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,1,Contact streak: 9/28 over last 7 games,"platoon edge; pitcher baseline 6.5% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.19,51.0,91.77,102.3687,0.4905,0.2143,0.3635,75.37,56.93,32.36,25.25,21.1,0.1824,6.47,38.86,87.73,0.3957,0.1495,19.83,In From RF,88,Nationals Park,
37,663457,Lars Nootbaar,AZ,PHI,2026-09-02T19:40:00Z,Pre-Game,1,Andrew Painter,691725,R,55.3,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",48.8,39.6,41.7,93.2,80.0,63.7,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,20,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.2% barrel, 17.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.41,49.58,91.58,101.6834,0.4315,0.19,0.3359,73.33,36.8,38.21,28.97,8.1,0.1396,8.2,36.1,87.3,0.424,0.17,26.9,None,72,Chase Field,
38,695600,Carter Jensen,KC,MIA,2026-09-02T23:40:00Z,Scheduled,1,Eury Pérez,691587,R,55.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",56.0,43.4,23.2,88.7,80.0,64.8,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.2% barrel, 13.4 HR allowed",lift-pull EV profile; pitcher allows elevated contact,13.52,48.43,92.39,102.7742,0.4454,0.2025,0.3385,74.1,38.87,40.3,30.77,14.2,0.2066,9.21,41.18,88.96,0.3639,0.1574,30.59,,,Kauffman Stadium,
39,694673,Abimelec Ortiz,WSH,ATL,2026-09-02T17:05:00Z,Delayed,2,Grant Holmes,656550,R,54.9,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",43.4,50.4,46.2,100.0,80.0,8.1,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,0,"Last 7 games: 4/23, 0 HR","platoon edge; pitcher baseline 9.0% barrel, 18.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.0,38.8,89.9,99.6413,0.433,0.204,0.302,75.5,58.7,43.3,34.3,5.0,0.2,8.98,42.81,90.8,0.4224,0.1726,26.55,In From RF,88,Nationals Park,
40,665019,Kody Clemens,MIN,DET,2026-09-02T23:40:00Z,Scheduled,3,Drew Anderson,623454,R,54.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",54.7,37.9,27.1,92.1,80.0,69.6,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 8.2% barrel, 13.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,12.28,47.46,92.2,101.6021,0.4685,0.2174,0.3366,72.06,14.49,46.29,33.81,22.5,0.2301,8.2,38.0,89.7,0.367,0.143,25.2,,,Target Field,
41,700250,Ben Rice,NYY,LAA,2026-09-03T01:38:00Z,Scheduled,2,Reid Detmers,672282,L,54.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",64.3,38.9,28.2,95.5,50.0,43.2,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,1,"Last 7 games: 8/28, 1 HR","same-side matchup; pitcher baseline 7.8% barrel, 13.7 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,14.84,50.92,92.46,102.5217,0.5201,0.252,0.3777,72.98,28.29,45.66,30.81,32.3,0.2601,7.85,39.44,90.03,0.3637,0.1411,27.85,,,Angel Stadium,
42,593428,Xander Bogaerts,SD,CIN,2026-09-02T16:40:00Z,In Progress,5,Brandon Williamson,682227,L,54.6,Longshot,Watch List,"Good Environment, Platoon Edge",29.1,53.7,83.3,86.4,78.0,10.6,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,21,0,"Last 7 games: 4/21, 0 HR","platoon edge; pitcher baseline 10.5% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.34,40.88,89.14,100.0986,0.3864,0.1355,0.3235,72.38,28.01,43.17,23.83,11.0,0.1119,10.5,41.9,88.1,0.486,0.211,32.6,Out To LF,94,Great American Ball Park,
43,695491,Joshua Baez,STL,LAD,2026-09-03T02:10:00Z,Scheduled,5,Yoshinobu Yamamoto,808967,R,54.6,Longshot,Watch List,"Projected Lineup, Elite Power, Strong Barrel",77.3,26.2,27.6,81.9,50.0,54.4,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.1% barrel, 15.4 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,17.1,54.3,93.6,102.6814,0.488,0.287,0.317,77.8,75.9,40.0,42.9,6.0,0.351,6.12,37.32,87.95,0.3292,0.1179,23.08,,,UNIQLO Field at Dodger Stadium,
44,665833,Oneil Cruz,PIT,SF,2026-09-02T22:40:00Z,Scheduled,5,Landen Roupp,694738,R,54.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",73.1,23.5,24.3,81.9,80.0,48.7,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,31,1,Contact streak: 10/31 over last 7 games,"platoon edge; pitcher baseline 6.2% barrel, 11.0 HR allowed",EV profile; pitcher fly-ball pressure modest,17.58,56.25,95.52,106.8918,0.4719,0.2294,0.3471,78.38,76.52,40.02,24.29,17.9,0.2053,6.24,31.74,86.93,0.3653,0.1281,22.87,,,PNC Park,
45,682985,Riley Greene,DET,MIN,2026-09-02T23:40:00Z,Scheduled,4,Dean Kremer,665152,R,54.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",59.7,44.2,27.1,90.4,80.0,1.6,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,0,"Last 7 games: 3/23, 0 HR","platoon edge; pitcher baseline 8.1% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,15.28,47.25,90.25,102.4885,0.4791,0.2298,0.3516,75.6,58.01,38.98,33.17,22.0,0.1937,8.14,36.08,87.96,0.4363,0.1938,32.25,,,Target Field,
46,683748,Victor Mesa,TB,NYM,2026-09-02T22:40:00Z,Scheduled,6,Justin Hagenman,663795,R,54.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",44.1,66.6,27.6,71.7,80.0,41.2,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,1,"Last 7 games: 6/22, 1 HR","platoon edge; pitcher baseline 12.3% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.46,40.66,89.98,100.1162,0.4255,0.1914,0.3235,73.65,32.39,42.27,33.49,7.3,0.2057,12.3,50.7,92.1,0.464,0.209,30.1,,,Tropicana Field,
47,686527,Dominic Canzone,SEA,BOS,2026-09-02T20:10:00Z,Pre-Game,2,Patrick Sandoval,663776,L,53.9,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",55.5,33.1,42.7,100.0,50.0,53.7,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,30,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.4% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.96,46.48,91.46,102.6109,0.5008,0.2255,0.362,74.08,41.92,40.25,26.16,18.0,0.216,7.4,33.8,87.0,0.44,0.167,24.3,In From RF,72,Fenway Park,
48,671739,Michael Harris II,ATL,WSH,2026-09-02T17:05:00Z,Delayed,5,Brad Lord,695418,R,53.6,Longshot,Watch List,"Strong Barrel, Platoon Edge, Hot Hitter/Streak",46.5,30.9,46.2,86.4,80.0,93.3,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,24,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 6.5% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.36,47.04,90.41,103.2451,0.4695,0.1865,0.3353,74.79,47.4,36.29,22.28,22.8,0.195,6.47,38.86,87.73,0.3957,0.1495,19.83,In From RF,88,Nationals Park,
49,650490,Yandy Diaz,TB,NYM,2026-09-02T22:40:00Z,Scheduled,1,Justin Hagenman,663795,R,53.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",41.9,66.6,27.6,88.7,50.0,54.9,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 12.3% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.67,49.35,91.53,103.2778,0.4537,0.1684,0.3547,73.5,37.58,23.53,19.65,22.2,0.1715,12.3,50.7,92.1,0.464,0.209,30.1,,,Tropicana Field,
50,695734,Daylen Lile,WSH,ATL,2026-09-02T17:05:00Z,Delayed,6,Grant Holmes,656550,R,53.5,Longshot,Watch List,"Platoon Edge, Hot Hitter/Streak",35.2,50.4,46.2,76.2,80.0,100.0,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,20,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 9.0% barrel, 18.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.86,38.7,88.76,99.0489,0.4448,0.1712,0.3347,70.71,9.57,41.22,33.11,16.7,0.1892,8.98,42.81,90.8,0.4224,0.1726,26.55,In From RF,88,Nationals Park,
51,681715,Heriberto Hernandez,MIA,KC,2026-09-02T23:40:00Z,Scheduled,1,Noah Cameron,702070,L,53.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",54.7,38.6,23.2,88.7,78.0,65.8,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 7.4% barrel, 15.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.96,46.94,90.9,101.7317,0.4686,0.2222,0.3466,74.14,44.97,47.24,29.92,18.4,0.2133,7.42,37.89,88.53,0.4089,0.1611,26.38,,,Kauffman Stadium,
52,694192,Jackson Chourio,MIL,CHC,2026-09-02T23:40:00Z,Scheduled,1,David Peterson,656849,L,53.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",50.8,35.8,29.8,88.7,78.0,83.9,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,32,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 6.4% barrel, 12.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.94,46.01,91.12,101.9597,0.4533,0.2007,0.3266,74.25,44.31,30.73,28.64,20.3,0.1937,6.4,42.64,89.55,0.4105,0.1391,19.15,,,Wrigley Field,
53,660670,Ronald Acuña Jr.,ATL,WSH,2026-09-02T17:05:00Z,Delayed,2,Brad Lord,695418,R,53.4,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",57.6,30.9,46.2,100.0,50.0,32.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,0,Contact streak: 8/24 over last 7 games,"same-side matchup; pitcher baseline 6.5% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.6,47.32,90.95,102.9813,0.4853,0.2307,0.3697,76.12,63.3,36.37,27.53,15.4,0.1846,6.47,38.86,87.73,0.3957,0.1495,19.83,In From RF,88,Nationals Park,
54,681393,Connor Norby,COL,BAL,2026-09-02T19:10:00Z,Pre-Game,2,Trevor Rogers,669432,L,53.4,Longshot,Watch List,"Good Environment, Premium Lineup Spot, Platoon Edge",28.3,37.7,80.2,100.0,78.0,39.2,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,1,"Last 7 games: 7/27, 1 HR","platoon edge; pitcher baseline 7.3% barrel, 13.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.65,36.75,87.46,98.1011,0.3631,0.1466,0.2986,70.21,8.27,41.26,34.86,6.6,0.1338,7.32,41.12,88.93,0.3907,0.151,24.46,Out To LF,85,Coors Field,
55,665953,Andrés Chaparro,WSH,ATL,2026-09-02T17:05:00Z,Delayed,5,Grant Holmes,656550,R,53.3,Longshot,Watch List,Strong Barrel,46.2,50.4,46.2,86.4,50.0,48.1,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,22,1,"Last 7 games: 7/22, 1 HR","same-side matchup; pitcher baseline 9.0% barrel, 18.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.99,43.47,88.52,101.0182,0.4188,0.1967,0.3252,74.21,43.7,49.99,25.88,6.6,0.2027,8.98,42.81,90.8,0.4224,0.1726,26.55,In From RF,88,Nationals Park,
56,681508,Mickey Gasper,BOS,SEA,2026-09-02T20:10:00Z,Pre-Game,2,Bryce Miller,682243,R,52.2,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",31.8,39.9,42.7,100.0,75.0,100.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,16,4,Hot streak: 4 HR in last 7 games,"switch hitter; pitcher baseline 8.0% barrel, 17.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.53,36.03,88.64,98.7465,0.3999,0.1629,0.3284,71.65,12.98,41.01,31.9,5.5,0.1769,8.0,37.61,88.97,0.3933,0.1617,32.14,In From RF,72,Fenway Park,
57,699013,Esmerlyn Valdez,PIT,SF,2026-09-02T22:40:00Z,Scheduled,4,Landen Roupp,694738,R,52.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",70.2,23.5,24.3,90.4,50.0,53.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.2% barrel, 11.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,20.0,48.8,91.8,102.6161,0.441,0.241,0.332,74.9,52.0,36.8,40.8,16.0,0.284,6.24,31.74,86.93,0.3653,0.1281,22.87,,,PNC Park,
58,682928,CJ Abrams,WSH,ATL,2026-09-02T17:05:00Z,Delayed,4,Grant Holmes,656550,R,52.0,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",38.0,50.4,46.2,94.9,80.0,0.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","platoon edge; pitcher baseline 9.0% barrel, 18.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.07,40.25,89.26,99.804,0.4185,0.1735,0.3237,72.82,27.61,43.52,28.8,26.0,0.2187,8.98,42.81,90.8,0.4224,0.1726,26.55,In From RF,88,Nationals Park,
59,680869,Zack Gelof,ATH,TEX,2026-09-02T18:35:00Z,Warmup,2,Cody Bradford,674003,L,51.6,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",36.0,50.1,42.1,100.0,78.0,7.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,0,"Last 7 games: 4/24, 0 HR","platoon edge; pitcher baseline 9.7% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.14,43.35,88.59,99.6146,0.3606,0.1606,0.2764,73.22,27.85,38.69,27.66,10.4,0.161,9.7,39.4,90.4,0.466,0.18,33.0,None,74,Globe Life Field,
60,669065,Kyle Stowers,MIA,KC,2026-09-02T23:40:00Z,Scheduled,5,Noah Cameron,702070,L,51.6,Longshot,Watch List,"Projected Lineup, Strong Barrel",62.8,38.6,23.2,81.9,50.0,43.2,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,1,"Last 7 games: 6/21, 1 HR","same-side matchup; pitcher baseline 7.4% barrel, 15.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.41,54.66,91.94,103.3549,0.4691,0.2265,0.3442,75.28,54.95,45.92,31.85,19.4,0.2294,7.42,37.89,88.53,0.4089,0.1611,26.38,,,Kauffman Stadium,
61,691718,Pete Crow-Armstrong,CHC,MIL,2026-09-02T23:40:00Z,Scheduled,1,Jacob Misiorowski,694819,R,51.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",56.3,18.6,29.8,88.7,80.0,83.9,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,32,5,Hot streak: 5 HR in last 7 games,"platoon edge; pitcher baseline 4.9% barrel, 11.5 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.03,46.57,89.99,101.6139,0.4883,0.2358,0.3532,74.24,44.46,50.02,35.78,35.9,0.2725,4.89,34.63,87.67,0.2782,0.1003,26.41,,,Wrigley Field,
62,545361,Mike Trout,LAA,NYY,2026-09-03T01:38:00Z,Scheduled,2,Cam Schlittler,693645,R,51.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",60.7,35.0,28.2,95.5,50.0,15.3,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,0,"Last 7 games: 6/27, 0 HR","same-side matchup; pitcher baseline 7.9% barrel, 12.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.94,46.85,90.2,102.9463,0.4859,0.239,0.3727,74.63,47.91,36.44,32.61,21.8,0.1916,7.92,39.71,88.51,0.3497,0.1337,26.74,,,Angel Stadium,
63,686611,Dylan Crews,WSH,ATL,2026-09-02T17:05:00Z,Delayed,3,Grant Holmes,656550,R,51.2,Longshot,Watch List,Premium Lineup Spot,39.6,50.4,46.2,96.6,50.0,20.9,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,0,"Last 7 games: 7/27, 0 HR","same-side matchup; pitcher baseline 9.0% barrel, 18.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.45,41.64,90.05,100.9541,0.4028,0.1678,0.3091,73.9,38.21,34.01,27.49,10.0,0.1419,8.98,42.81,90.8,0.4224,0.1726,26.55,In From RF,88,Nationals Park,
64,677951,Bobby Witt,KC,MIA,2026-09-02T23:40:00Z,Scheduled,2,Eury Pérez,691587,R,51.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",56.3,43.4,23.2,95.5,50.0,14.1,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","same-side matchup; pitcher baseline 9.2% barrel, 13.4 HR allowed",EV profile; pitcher allows elevated contact,11.94,50.25,92.6,103.5485,0.5094,0.2108,0.3769,73.95,42.37,30.24,27.06,18.1,0.178,9.21,41.18,88.96,0.3639,0.1574,30.59,,,Kauffman Stadium,
65,641343,Jake Bauers,MIL,CHC,2026-09-02T23:40:00Z,Scheduled,4,David Peterson,656849,L,51.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",60.2,35.8,29.8,90.4,50.0,21.5,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,19,0,"Last 7 games: 5/19, 0 HR","same-side matchup; pitcher baseline 6.4% barrel, 12.4 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,13.63,50.85,92.19,103.0546,0.4689,0.2181,0.3673,76.57,69.79,41.18,30.54,18.2,0.2046,6.4,42.64,89.55,0.4105,0.1391,19.15,,,Wrigley Field,
66,608369,Corey Seager,TEX,ATH,2026-09-02T18:35:00Z,Warmup,2,Jacob Lopez,682052,L,50.9,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",61.9,22.4,42.1,100.0,50.0,6.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","same-side matchup; pitcher baseline 5.8% barrel, 15.0 HR allowed",lift-pull EV profile; pitcher allows elevated contact,14.95,50.38,92.2,102.7474,0.5011,0.242,0.3664,71.73,14.81,41.27,30.92,15.4,0.1936,5.83,30.89,84.94,0.3431,0.1352,33.39,None,74,Globe Life Field,
67,671732,Lawrence Butler,ATH,TEX,2026-09-02T18:35:00Z,Warmup,3,Cody Bradford,674003,L,50.7,Longshot,Watch List,Premium Lineup Spot,35.9,50.1,42.1,96.6,50.0,50.3,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,1,Contact streak: 8/24 over last 7 games,"same-side matchup; pitcher baseline 9.7% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.22,45.87,89.87,101.9544,0.3828,0.1458,0.3162,73.63,37.88,34.54,21.72,14.7,0.1497,9.7,39.4,90.4,0.466,0.18,33.0,None,74,Globe Life Field,
68,671218,Heliot Ramos,NYY,LAA,2026-09-03T01:38:00Z,Scheduled,5,Reid Detmers,672282,L,50.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",50.4,38.9,28.2,81.9,78.0,40.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,15,1,"Last 7 games: 4/15, 1 HR","platoon edge; pitcher baseline 7.8% barrel, 13.7 HR allowed",EV profile; pitcher fly-ball pressure modest,12.37,49.08,92.15,102.9662,0.4345,0.1827,0.3242,72.99,32.12,33.17,23.23,13.3,0.151,7.85,39.44,90.03,0.3637,0.1411,27.85,,,Angel Stadium,
69,672960,Kazuma Okamoto,TOR,CLE,2026-09-02T22:40:00Z,Scheduled,5,Joey Cantillo,676282,L,50.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",51.8,35.1,27.6,81.9,78.0,48.7,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.5% barrel, 13.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.3,43.6,90.5,101.3506,0.432,0.215,0.319,73.1,34.6,50.9,33.6,28.0,0.215,7.48,39.7,88.45,0.3651,0.1361,26.67,,,Progressive Field,
