rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
187,686217,Sal Frelick,MIL,PHI,2026-09-24T22:05:00Z,Pre-Game,8,Andrew Painter,691725,R,33.1,Longshot,Watch List,Platoon Edge,5.7,40.3,44.3,52.4,80.0,7.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,18,0,"Last 7 games: 3/18, 0 HR","platoon edge; pitcher baseline 8.3% barrel, 21.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.54,27.4,85.71,96.3363,0.3278,0.0833,0.285,68.24,3.83,39.81,21.25,6.4,0.096,8.3,35.5,87.6,0.421,0.169,26.1,In From CF,64,Citizens Bank Park,
188,641680,Jonah Heim,ATH,HOU,2026-09-25T01:40:00Z,Scheduled,8,Peter Lambert,663567,R,32.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",21.4,31.3,30.9,47.9,75.0,0.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,22,0,"Last 7 games: 2/22, 0 HR","switch hitter; pitcher baseline 6.8% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.03,32.89,87.54,97.6188,0.3551,0.1326,0.2809,69.84,9.52,40.0,27.27,12.4,0.1505,6.8,35.8,88.2,0.357,0.139,32.5,,,Sutter Health Park,
189,695681,Christian Moore,LAA,SEA,2026-09-25T01:40:00Z,Scheduled,9,Bryan Woo,693433,R,32.7,Longshot,Watch List,Projected Lineup,25.3,41.6,25.4,40.2,50.0,9.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,0,"Last 7 games: 4/22, 0 HR","same-side matchup; pitcher baseline 7.6% barrel, 20.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.6,38.19,88.55,99.7653,0.3002,0.1112,0.2463,72.07,25.01,25.24,27.01,2.8,0.0978,7.63,42.5,89.31,0.3807,0.1492,27.36,,,T-Mobile Park,
190,686555,Isaac Collins,KC,CWS,2026-09-24T18:10:00Z,In Progress,9,David Sandlin,689818,R,31.9,Longshot,Watch List,Platoon Edge,21.0,30.8,30.2,44.8,75.0,0.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,16,0,"Last 7 games: 1/16, 0 HR","switch hitter; pitcher baseline 8.2% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.97,39.04,88.31,99.7461,0.3198,0.0927,0.3024,73.26,29.99,39.7,25.11,6.9,0.1221,8.2,33.7,86.9,0.39,0.153,24.5,In From RF,72,Kauffman Stadium,
191,702222,Justin Crawford,PHI,MIL,2026-09-24T22:05:00Z,Pre-Game,9,Shane Drohan,675660,L,31.6,Longshot,Watch List,No major boost,10.7,40.2,44.3,44.8,50.0,19.5,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,20,0,"Last 7 games: 5/20, 0 HR","same-side matchup; pitcher baseline 8.8% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.8,35.3,87.0,98.1112,0.326,0.069,0.284,69.2,6.1,29.2,16.3,3.0,0.092,8.8,38.3,88.6,0.378,0.147,29.5,In From CF,64,Citizens Bank Park,
192,664728,Kyle Isbel,KC,CWS,2026-09-24T18:10:00Z,In Progress,8,David Sandlin,689818,R,31.1,Longshot,Watch List,Platoon Edge,11.7,31.5,30.2,52.4,80.0,12.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,15,0,"Last 7 games: 3/15, 0 HR","platoon edge; pitcher baseline 8.2% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.37,33.51,88.15,98.7898,0.2963,0.0756,0.2524,71.1,12.71,33.51,19.71,5.4,0.1008,8.2,33.7,86.9,0.39,0.153,24.5,In From RF,72,Kauffman Stadium,
193,680757,Steven Kwan,CLE,BOS,2026-09-24T22:45:00Z,Pre-Game,1,Ranger Suarez,624133,L,30.7,Longshot,Watch List,Premium Lineup Spot,2.7,20.1,38.2,93.2,50.0,33.9,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,0,Contact streak: 9/26 over last 7 games,"same-side matchup; pitcher baseline 5.4% barrel, 10.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.85,13.07,84.45,92.7494,0.3499,0.0734,0.3219,62.73,0.31,27.95,23.65,5.4,0.0754,5.43,32.78,86.71,0.3538,0.1131,23.47,In From CF,59,Fenway Park,
194,670764,Taylor Walls,TB,NYY,2026-09-24T23:05:00Z,Pre-Game,9,Cam Schlittler,693645,R,30.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",5.5,32.3,50.2,40.2,75.0,15.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,0,"Last 7 games: 4/18, 0 HR","switch hitter; pitcher baseline 7.6% barrel, 13.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.22,23.18,85.95,95.5007,0.274,0.0773,0.254,68.35,2.06,38.68,28.49,2.6,0.0801,7.64,38.94,88.58,0.3441,0.1309,26.04,In From LF,64,Yankee Stadium,
195,677587,Brayan Rocchio,CLE,BOS,2026-09-24T22:45:00Z,Pre-Game,9,Ranger Suarez,624133,L,29.5,Longshot,Watch List,Platoon Edge,13.7,19.0,38.2,44.8,75.0,34.2,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,0,Contact streak: 8/23 over last 7 games,"switch hitter; pitcher baseline 5.4% barrel, 10.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.02,31.65,87.3,97.2349,0.3524,0.106,0.295,69.86,6.59,43.57,25.16,10.6,0.1224,5.43,32.78,86.71,0.3538,0.1131,23.47,In From CF,59,Fenway Park,
196,643396,Isiah Kiner-Falefa,BOS,CLE,2026-09-24T22:45:00Z,Pre-Game,9,Daniel Espino,682982,R,27.7,Longshot,Watch List,No major boost,2.2,43.5,38.2,44.8,50.0,0.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,15,0,"Last 7 games: 0/15, 0 HR","same-side matchup; pitcher baseline 13.3% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,2.03,26.45,83.27,95.2075,0.3166,0.0632,0.2858,67.9,3.09,38.57,14.53,2.0,0.072,13.3,36.7,85.0,0.352,0.15,36.7,In From CF,59,Fenway Park,
197,675961,Alika Williams,ATH,HOU,2026-09-25T01:40:00Z,Scheduled,9,Peter Lambert,663567,R,26.8,Longshot,Watch List,Projected Lineup,6.7,32.9,30.9,40.2,50.0,37.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,19,0,Contact streak: 7/19 over last 7 games,"same-side matchup; pitcher baseline 6.8% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,1.2,32.7,84.7,97.0521,0.299,0.082,0.248,69.1,3.1,43.8,23.1,4.0,0.158,6.8,35.8,88.2,0.357,0.139,32.5,,,Sutter Health Park,
198,669392,Samad Taylor,SD,LAD,2026-09-25T02:10:00Z,Scheduled,9,Tyler Glasnow,607192,R,26.6,Longshot,Watch List,Projected Lineup,1.7,36.0,27.6,40.2,50.0,63.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,20,1,Contact streak: 10/20 over last 7 games,"same-side matchup; pitcher baseline 8.3% barrel, 7.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.66,19.92,82.35,93.8594,0.3035,0.0668,0.2754,68.81,3.85,30.39,16.56,1.4,0.07,8.35,38.66,89.67,0.3317,0.135,28.71,,,UNIQLO Field at Dodger Stadium,
