rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
137,676439,Hunter Feduccia,LAD,CHC,2026-08-05T18:20:00Z,Warmup,9,Shota Imanaga,684007,L,44.7,Longshot,Watch List,No major boost,30.3,51.5,69.8,44.8,50.0,22.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,15,0,"Last 7 games: 4/15, 0 HR","same-side matchup; pitcher baseline 10.1% barrel, 26.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.39,37.14,89.56,98.9805,0.3433,0.1269,0.2932,70.64,12.21,32.03,26.89,1.4,0.0913,10.13,37.62,88.88,0.4235,0.1905,33.48,Out To CF,80,Wrigley Field,
138,664983,Jake McCarthy,COL,TB,2026-08-05T19:10:00Z,Pre-Game,1,Nick Martinez,607259,R,44.6,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",13.7,36.4,61.7,93.2,80.0,37.8,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,32,1,"Last 7 games: 8/32, 1 HR","platoon edge; pitcher baseline 7.3% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.95,26.48,84.91,96.5386,0.3859,0.1294,0.3007,70.61,10.74,37.73,21.38,8.9,0.1823,7.28,33.17,87.32,0.4345,0.1628,28.54,Varies,77,Coors Field,
139,592663,J.T. Realmuto,PHI,WSH,2026-08-05T22:40:00Z,Scheduled,8,Jake Irvin,663623,R,44.6,Longshot,Watch List,Projected Lineup,32.6,68.5,34.3,47.9,50.0,20.8,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,1,"Last 7 games: 3/22, 1 HR","same-side matchup; pitcher baseline 12.8% barrel, 17.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.28,42.7,89.93,100.1761,0.4005,0.144,0.323,72.91,32.71,41.04,26.29,9.2,0.1319,12.84,46.26,89.84,0.4875,0.2288,30.84,,,Citizens Bank Park,
140,664774,LaMonte Wade Jr.,HOU,TOR,2026-08-05T18:10:00Z,Warmup,7,Jameson Taillon,592791,R,44.5,Longshot,Watch List,Platoon Edge,13.2,69.6,41.6,64.3,80.0,19.5,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,16,0,"Last 7 games: 4/16, 0 HR","platoon edge; pitcher baseline 13.4% barrel, 24.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.29,31.45,86.06,97.6962,0.2867,0.0999,0.281,71.05,9.2,38.82,27.82,2.0,0.1213,13.42,38.72,88.72,0.5045,0.253,37.8,None,73,Daikin Park,
141,666176,Jo Adell,CLE,NYM,2026-08-05T22:40:00Z,Scheduled,5,Christian Scott,681035,R,44.4,Longshot,Watch List,"Projected Lineup, Strong Barrel",52.8,25.6,27.6,81.9,50.0,14.6,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,0,"Last 7 games: 5/23, 0 HR","same-side matchup; pitcher baseline 6.3% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.35,46.08,90.44,102.7213,0.4783,0.2183,0.3398,77.39,71.48,37.58,27.7,22.3,0.1846,6.3,34.3,87.6,0.353,0.131,26.9,,,Progressive Field,
142,680776,Jarren Duran,BOS,CWS,2026-08-05T23:10:00Z,Scheduled,8,Sean Burke,680732,R,44.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",38.6,42.7,28.7,47.9,80.0,64.8,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.6% barrel, 16.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.05,40.71,90.12,101.8422,0.3932,0.155,0.3071,74.98,50.03,38.76,22.44,15.3,0.1615,8.61,38.08,89.11,0.3891,0.1599,30.91,,,Fenway Park,
143,682626,Francisco Alvarez,NYM,CLE,2026-08-05T22:40:00Z,Scheduled,9,Tanner Bibee,676440,R,44.3,Longshot,Watch List,"Projected Lineup, Strong Barrel",57.2,43.8,27.6,40.2,50.0,12.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,0,"Last 7 games: 4/20, 0 HR","same-side matchup; pitcher baseline 8.3% barrel, 22.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.46,47.65,91.07,102.9149,0.4573,0.2171,0.3393,74.18,43.58,39.64,25.03,11.7,0.1847,8.31,38.63,89.13,0.4137,0.1646,27.27,,,Progressive Field,
144,682848,Endy Rodriguez,PIT,MIL,2026-08-05T23:40:00Z,Scheduled,6,Kyle Harrison,690986,L,44.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",40.2,32.5,27.6,71.7,75.0,44.8,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,1,"Last 7 games: 8/27, 1 HR","switch hitter; pitcher baseline 6.6% barrel, 8.2 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,8.62,45.68,92.27,100.4766,0.3733,0.1414,0.3155,72.27,22.62,45.65,32.31,4.2,0.1554,6.59,38.43,89.65,0.3663,0.1364,28.93,,,American Family Field,
145,683002,Gunnar Henderson,BAL,LAA,2026-08-05T22:35:00Z,Scheduled,3,Reid Detmers,672282,L,44.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",36.9,39.1,32.1,92.1,50.0,6.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","same-side matchup; pitcher baseline 8.1% barrel, 12.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.48,45.98,90.28,101.3309,0.3942,0.1476,0.3144,74.67,47.17,41.01,24.01,17.7,0.1724,8.06,39.58,89.96,0.3637,0.1411,28.13,,,Oriole Park at Camden Yards,
146,666182,Bo Bichette,NYM,CLE,2026-08-05T22:40:00Z,Scheduled,3,Tanner Bibee,676440,R,44.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",32.4,43.8,27.6,92.1,50.0,27.1,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,1,"Last 7 games: 5/28, 1 HR","same-side matchup; pitcher baseline 8.3% barrel, 22.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.78,43.41,89.95,101.1263,0.4303,0.1475,0.3306,69.8,13.37,26.7,22.95,13.1,0.1314,8.31,38.63,89.13,0.4137,0.1646,27.27,,,Progressive Field,
147,800050,Chase DeLauter,CLE,NYM,2026-08-05T22:40:00Z,Scheduled,3,Christian Scott,681035,R,44.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",36.0,25.6,27.6,92.1,80.0,36.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,1,"Last 7 games: 6/25, 1 HR","platoon edge; pitcher baseline 6.3% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.6,45.7,91.3,101.5957,0.435,0.158,0.348,71.4,18.4,37.7,19.7,12.0,0.165,6.3,34.3,87.6,0.353,0.131,26.9,,,Progressive Field,
148,500743,Miguel Rojas,LAD,CHC,2026-08-05T18:20:00Z,Warmup,8,Shota Imanaga,684007,L,44.0,Longshot,Watch List,Platoon Edge,19.5,51.5,69.8,52.4,78.0,8.5,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,0,"Last 7 games: 3/17, 0 HR","platoon edge; pitcher baseline 10.1% barrel, 26.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.57,34.77,87.32,97.9569,0.3888,0.116,0.3084,68.94,5.7,36.57,22.26,4.2,0.1266,10.13,37.62,88.88,0.4235,0.1905,33.48,Out To CF,80,Wrigley Field,
149,686681,Michael Massey,KC,MIN,2026-08-05T23:40:00Z,Scheduled,5,Dean Kremer,665152,R,43.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",28.3,46.8,23.2,81.9,80.0,24.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,1,"Last 7 games: 4/25, 1 HR","platoon edge; pitcher baseline 8.7% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.33,38.46,89.18,98.7126,0.3817,0.1416,0.2867,71.5,12.47,48.24,32.76,6.5,0.1299,8.7,34.96,87.26,0.462,0.2114,35.47,,,Kauffman Stadium,
150,553993,Eugenio Suarez,CIN,ATH,2026-08-05T22:40:00Z,Scheduled,4,Jacob Lopez,682052,L,43.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",40.0,20.9,39.3,90.4,78.0,0.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","platoon edge; pitcher baseline 5.1% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.78,38.43,89.08,100.104,0.3685,0.1743,0.2801,71.88,20.9,48.45,33.2,24.5,0.2189,5.13,31.59,85.85,0.3424,0.1268,32.06,,,Great American Ball Park,
151,650402,Gleyber Torres,DET,SEA,2026-08-06T01:40:00Z,Scheduled,2,Bryan Woo,693433,R,43.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Hot Hitter/Streak",26.4,40.5,25.4,95.5,50.0,74.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 7.4% barrel, 16.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.71,35.01,87.27,97.7525,0.4018,0.1489,0.3434,68.63,5.68,24.73,28.08,9.7,0.138,7.42,42.29,89.38,0.3807,0.1478,28.06,,,T-Mobile Park,
152,807799,Masataka Yoshida,BOS,CWS,2026-08-05T23:10:00Z,Scheduled,5,Sean Burke,680732,R,43.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",23.0,42.7,28.7,81.9,80.0,54.9,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,22,1,Contact streak: 8/22 over last 7 games,"platoon edge; pitcher baseline 8.6% barrel, 16.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.36,39.8,88.87,99.2826,0.3847,0.115,0.3224,71.62,18.39,43.5,21.74,4.7,0.1248,8.61,38.08,89.11,0.3891,0.1599,30.91,,,Fenway Park,
153,702284,Cole Young,SEA,DET,2026-08-06T01:40:00Z,Scheduled,1,Drew Anderson,623454,R,43.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",26.1,34.9,25.4,88.7,80.0,63.3,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,28,1,Contact streak: 12/28 over last 7 games,"platoon edge; pitcher baseline 7.7% barrel, 9.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.32,36.7,88.51,99.1502,0.4047,0.1401,0.3243,71.51,21.79,42.54,27.22,11.0,0.1346,7.7,39.4,90.4,0.342,0.132,23.5,,,T-Mobile Park,
154,663494,Bryan Torres,STL,NYY,2026-08-05T23:05:00Z,Scheduled,5,Will Warren,701542,R,43.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",19.6,46.0,38.2,81.9,80.0,32.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,15,0,Contact streak: 5/15 over last 7 games,"platoon edge; pitcher baseline 8.2% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.6,31.5,87.3,96.5226,0.401,0.148,0.31,66.0,1.2,49.3,24.7,4.0,0.185,8.24,42.85,90.58,0.4183,0.1589,23.68,,,Yankee Stadium,
155,703607,Henry Bolte,ATH,CIN,2026-08-05T22:40:00Z,Scheduled,9,Rhett Lowder,695076,R,43.1,Longshot,Watch List,Projected Lineup,35.7,50.5,39.3,40.2,50.0,63.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,19,1,Contact streak: 9/19 over last 7 games,"same-side matchup; pitcher baseline 9.4% barrel, 10.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.1,49.0,90.7,104.1879,0.353,0.123,0.303,77.1,74.3,31.4,17.9,4.0,0.091,9.4,39.0,90.8,0.453,0.186,28.4,,,Great American Ball Park,
156,678218,Brandon Valenzuela,TOR,HOU,2026-08-05T18:10:00Z,Warmup,5,Hunter Brown,686613,R,42.9,Longshot,Watch List,Platoon Edge,31.9,23.1,41.6,86.4,75.0,34.4,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,1,"Last 7 games: 5/22, 1 HR","switch hitter; pitcher baseline 6.5% barrel, 9.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.3,37.6,88.1,99.2044,0.406,0.154,0.324,72.6,22.2,42.1,26.3,8.0,0.163,6.46,36.33,86.59,0.3355,0.1304,23.16,None,73,Daikin Park,
157,666126,Carlos Cortes,ATH,CIN,2026-08-05T22:40:00Z,Scheduled,8,Rhett Lowder,695076,R,42.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",33.3,50.5,39.3,47.9,80.0,0.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,13,0,"Last 7 games: 0/13, 0 HR","platoon edge; pitcher baseline 9.4% barrel, 10.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.87,40.85,89.87,99.9945,0.4129,0.1532,0.321,70.76,14.9,31.04,23.36,6.1,0.1759,9.4,39.0,90.8,0.453,0.186,28.4,,,Great American Ball Park,
158,670764,Taylor Walls,TB,COL,2026-08-05T19:10:00Z,Pre-Game,8,Tomoyuki Sugano,608372,R,42.8,Longshot,Watch List,"Pitcher Vulnerable, Platoon Edge",5.4,73.1,61.7,52.4,75.0,3.4,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,21,0,"Last 7 games: 3/21, 0 HR","switch hitter; pitcher baseline 13.3% barrel, 24.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.71,23.11,85.81,95.3479,0.2691,0.0759,0.2519,68.42,2.41,37.49,28.91,1.2,0.0773,13.27,43.16,90.7,0.5576,0.2497,29.86,Varies,77,Coors Field,
159,668709,JJ Bleday,CIN,ATH,2026-08-05T22:40:00Z,Scheduled,3,Jacob Lopez,682052,L,42.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",40.9,20.9,39.3,92.1,50.0,20.8,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,1,"Last 7 games: 3/22, 1 HR","same-side matchup; pitcher baseline 5.1% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.9,40.66,88.7,100.0126,0.4241,0.1872,0.3376,73.21,29.4,46.16,32.85,17.5,0.2221,5.13,31.59,85.85,0.3424,0.1268,32.06,,,Great American Ball Park,
160,672640,Otto Lopez,MIA,ATL,2026-08-05T23:15:00Z,Scheduled,1,Bryce Elder,693821,R,42.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",31.6,42.3,30.9,88.7,50.0,13.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,0,"Last 7 games: 6/29, 0 HR","same-side matchup; pitcher baseline 6.8% barrel, 20.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.68,40.96,89.13,100.4647,0.4354,0.1524,0.3314,71.77,23.37,32.51,22.08,10.8,0.1479,6.82,41.91,90.14,0.4116,0.1582,26.01,,,Truist Park,
161,518595,Travis d'Arnaud,LAA,BAL,2026-08-05T22:35:00Z,Scheduled,8,Trevor Rogers,669432,L,42.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",41.0,35.8,32.1,47.9,78.0,40.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,15,1,"Last 7 games: 4/15, 1 HR","platoon edge; pitcher baseline 6.8% barrel, 8.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.34,33.28,87.78,98.063,0.3936,0.1911,0.297,70.94,13.46,28.2,31.79,2.5,0.111,6.83,42.03,89.28,0.3872,0.1433,24.81,,,Oriole Park at Camden Yards,
162,605170,Victor Caratini,MIN,KC,2026-08-05T23:40:00Z,Scheduled,5,Noah Cameron,702070,L,42.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",31.2,41.3,23.2,81.9,75.0,15.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,0,"Last 7 games: 4/18, 0 HR","switch hitter; pitcher baseline 8.3% barrel, 15.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.0,39.79,89.26,99.0408,0.3998,0.1546,0.3227,71.46,16.22,37.92,24.53,8.5,0.124,8.26,38.31,88.81,0.431,0.173,25.96,,,Kauffman Stadium,
163,643446,Jeff McNeil,ATH,CIN,2026-08-05T22:40:00Z,Scheduled,5,Rhett Lowder,695076,R,42.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",12.2,50.5,39.3,81.9,80.0,38.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,24,0,Contact streak: 9/24 over last 7 games,"platoon edge; pitcher baseline 9.4% barrel, 10.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.3,32.34,86.64,96.6961,0.3698,0.0978,0.3132,69.02,5.09,43.21,23.33,6.4,0.1064,9.4,39.0,90.8,0.453,0.186,28.4,,,Great American Ball Park,
164,663993,Nathaniel Lowe,CLE,NYM,2026-08-05T22:40:00Z,Scheduled,6,Christian Scott,681035,R,42.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",39.5,25.6,27.6,71.7,80.0,38.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,24,0,Contact streak: 9/24 over last 7 games,"platoon edge; pitcher baseline 6.3% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.89,42.41,89.42,101.3042,0.4339,0.1744,0.3359,74.0,38.87,36.29,25.99,13.8,0.1943,6.3,34.3,87.6,0.353,0.131,26.9,,,Progressive Field,
165,681198,TJ Rumfield,COL,TB,2026-08-05T19:10:00Z,Pre-Game,5,Nick Martinez,607259,R,42.4,Longshot,Watch List,Platoon Edge,12.6,36.4,61.7,86.4,80.0,19.5,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,0,"Last 7 games: 7/28, 0 HR","platoon edge; pitcher baseline 7.3% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.9,27.8,83.7,96.1739,0.379,0.125,0.32,68.7,8.3,42.6,27.5,13.0,0.17,7.28,33.17,87.32,0.4345,0.1628,28.54,Varies,77,Coors Field,
166,642350,Jose Siri,LAA,BAL,2026-08-05T22:35:00Z,Scheduled,7,Trevor Rogers,669432,L,42.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",41.0,35.8,32.1,59.8,78.0,0.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,10,0,"Last 7 games: 1/10, 0 HR","platoon edge; pitcher baseline 6.8% barrel, 8.8 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.21,36.94,86.58,99.2004,0.3676,0.1784,0.2778,73.22,35.36,31.27,41.29,3.5,0.1453,6.83,42.03,89.28,0.3872,0.1433,24.81,,,Oriole Park at Camden Yards,
167,803011,Sam Antonacci,CWS,BOS,2026-08-05T23:10:00Z,Scheduled,1,Sonny Gray,543243,R,42.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",24.7,37.6,28.7,88.7,80.0,19.1,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,1,"Last 7 games: 3/24, 1 HR","platoon edge; pitcher baseline 7.7% barrel, 15.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.4,36.6,87.7,98.2663,0.416,0.134,0.35,70.1,8.8,34.2,22.2,8.0,0.131,7.7,39.16,89.25,0.3936,0.1404,22.22,,,Fenway Park,
168,678662,Ezequiel Tovar,COL,TB,2026-08-05T19:10:00Z,Pre-Game,8,Nick Martinez,607259,R,42.0,Longshot,Watch List,No major boost,29.2,36.4,61.7,52.4,50.0,50.3,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,21,1,Contact streak: 7/21 over last 7 games,"same-side matchup; pitcher baseline 7.3% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.27,35.61,88.07,99.0053,0.3871,0.1534,0.2875,71.95,20.96,37.19,29.57,9.0,0.1344,7.28,33.17,87.32,0.4345,0.1628,28.54,Varies,77,Coors Field,
169,808982,Jung Hoo Lee,SF,TEX,2026-08-05T18:35:00Z,Pre-Game,2,Cody Bradford,674003,L,41.9,Longshot,Watch List,"Premium Lineup Spot, Hot Hitter/Streak",11.0,41.2,42.1,100.0,50.0,70.4,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,29,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.86,29.9,86.96,96.631,0.3836,0.0954,0.3168,68.3,3.05,39.02,21.68,8.0,0.1452,,,,,,,None,74,Globe Life Field,
170,694203,Denzer Guzman,LAA,BAL,2026-08-05T22:35:00Z,Scheduled,5,Trevor Rogers,669432,L,41.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",26.4,35.8,32.1,81.9,78.0,25.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,18,1,"Last 7 games: 3/18, 1 HR","platoon edge; pitcher baseline 6.8% barrel, 8.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.42,37.02,87.13,98.3061,0.337,0.1204,0.2623,73.36,32.61,43.89,25.38,4.1,0.1411,6.83,42.03,89.28,0.3872,0.1433,24.81,,,Oriole Park at Camden Yards,
171,681297,Colton Cowser,BAL,LAA,2026-08-05T22:35:00Z,Scheduled,7,Reid Detmers,672282,L,41.7,Longshot,Watch List,"Projected Lineup, Strong Barrel",41.9,39.1,32.1,59.8,50.0,16.6,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,13,0,"Last 7 games: 3/13, 0 HR","same-side matchup; pitcher baseline 8.1% barrel, 12.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.16,39.28,88.1,100.3216,0.3991,0.1953,0.3077,74.37,44.22,38.03,32.71,10.4,0.14,8.06,39.58,89.96,0.3637,0.1411,28.13,,,Oriole Park at Camden Yards,
