rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
128,680700,Richie Palacios,TB,ATH,2026-09-17T17:10:00Z,Pre-Game,8,Jeffrey Springs,605488,L,37.8,Longshot,Watch List,No major boost,16.2,46.5,41.1,52.4,50.0,66.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,19,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.9% barrel, 31.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.71,33.74,87.45,97.2021,0.3709,0.1032,0.3243,68.84,3.8,36.32,21.4,7.3,0.1358,8.94,35.69,87.74,0.4429,0.1918,32.02,None,72,Tropicana Field,
129,668670,Jake Rogers,CWS,DET,2026-09-17T23:40:00Z,Scheduled,7,Framber Valdez,664285,L,37.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",29.1,34.5,27.6,59.8,78.0,0.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,12,0,"Last 7 games: 1/12, 0 HR","platoon edge; pitcher baseline 5.9% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.41,37.82,88.45,98.1269,0.3077,0.127,0.2705,70.64,4.86,46.53,31.52,3.7,0.1341,5.93,43.22,90.17,0.384,0.129,18.04,,,Rate Field,
130,695720,Tommy White,ATH,TB,2026-09-17T17:10:00Z,Pre-Game,6,Drew Rasmussen,656876,R,37.0,Longshot,Watch List,No major boost,19.2,29.6,41.1,76.2,50.0,44.5,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,17,1,"Last 7 games: 5/17, 1 HR","same-side matchup; pitcher baseline 6.1% barrel, 15.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.2,31.7,85.7,97.0519,0.389,0.121,0.296,69.2,13.0,28.8,23.0,3.0,0.084,6.09,37.35,88.99,0.3575,0.1257,23.17,None,72,Tropicana Field,
131,669016,Brandon Marsh,PHI,NYM,2026-09-17T23:15:00Z,Scheduled,8,Nolan McLean,690997,R,36.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",36.2,30.2,24.8,47.9,80.0,0.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,18,0,"Last 7 games: 2/18, 0 HR","platoon edge; pitcher baseline 7.2% barrel, 13.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.19,43.95,89.77,99.9963,0.4117,0.1564,0.3104,71.54,15.65,38.33,26.24,15.2,0.1525,7.16,38.22,88.38,0.3478,0.1246,21.35,,,Citi Field,
132,677649,Ezequiel Duran,TEX,BOS,2026-09-18T00:05:00Z,Scheduled,5,Sonny Gray,543243,R,36.8,Longshot,Watch List,Projected Lineup,20.9,38.6,27.6,81.9,50.0,10.8,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,0,"Last 7 games: 5/26, 0 HR","same-side matchup; pitcher baseline 7.7% barrel, 18.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.05,36.43,87.89,99.1046,0.3531,0.116,0.2883,72.34,24.73,35.31,21.79,11.9,0.139,7.7,39.37,89.18,0.3936,0.1439,22.85,,,Globe Life Field,
133,681082,Bryson Stott,PHI,NYM,2026-09-17T23:15:00Z,Scheduled,6,Nolan McLean,690997,R,36.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",24.7,30.2,24.8,71.7,80.0,2.5,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,0,"Last 7 games: 3/22, 0 HR","platoon edge; pitcher baseline 7.2% barrel, 13.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.66,34.75,88.72,98.2707,0.3965,0.1376,0.3228,69.72,6.61,34.45,27.66,10.9,0.1375,7.16,38.22,88.38,0.3478,0.1246,21.35,,,Citi Field,
134,686797,Brooks Lee,MIN,LAA,2026-09-18T01:38:00Z,Scheduled,2,Walbert Ureña,700712,R,36.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",21.6,19.5,28.2,95.5,75.0,7.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,0,"Last 7 games: 4/24, 0 HR","switch hitter; pitcher baseline 5.6% barrel, 9.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.68,35.49,88.25,97.722,0.3558,0.1274,0.2792,69.92,8.49,41.64,29.98,20.9,0.1662,5.6,36.4,87.3,0.317,0.109,22.5,,,Angel Stadium,
135,592663,J.T. Realmuto,PHI,NYM,2026-09-17T23:15:00Z,Scheduled,7,Nolan McLean,690997,R,36.4,Longshot,Watch List,Projected Lineup,32.6,30.2,24.8,59.8,50.0,34.9,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,1,"Last 7 games: 6/26, 1 HR","same-side matchup; pitcher baseline 7.2% barrel, 13.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.63,42.0,89.79,100.1198,0.4012,0.1454,0.3209,72.77,30.61,42.3,25.87,11.3,0.1312,7.16,38.22,88.38,0.3478,0.1246,21.35,,,Citi Field,
136,668904,Royce Lewis,MIN,LAA,2026-09-18T01:38:00Z,Scheduled,7,Walbert Ureña,700712,R,35.5,Longshot,Watch List,"Projected Lineup, Strong Barrel",40.9,20.4,28.2,59.8,50.0,0.8,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,0,"Last 7 games: 3/24, 0 HR","same-side matchup; pitcher baseline 5.6% barrel, 9.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.38,40.51,89.8,100.5994,0.4014,0.1621,0.3068,74.72,50.03,46.37,31.13,13.7,0.1559,5.6,36.4,87.3,0.317,0.109,22.5,,,Angel Stadium,
137,664774,LaMonte Wade,HOU,KC,2026-09-17T23:15:00Z,Scheduled,9,Seth Lugo,607625,R,35.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",15.6,52.8,27.6,40.2,80.0,12.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,10,0,"Last 7 games: 2/10, 0 HR","platoon edge; pitcher baseline 8.7% barrel, 21.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.94,32.85,87.39,97.9109,0.3,0.1062,0.2747,70.84,7.66,39.59,29.36,2.7,0.1122,8.72,43.38,90.0,0.459,0.1883,28.76,,,Daikin Park,
138,807726,John Peck,DET,CWS,2026-09-17T23:40:00Z,Scheduled,9,Erick Fedde,607200,R,35.4,Longshot,Watch List,Projected Lineup,27.0,48.1,27.6,40.2,50.0,13.6,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,0,"Last 7 games: 4/19, 0 HR","same-side matchup; pitcher baseline 8.1% barrel, 21.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.7,34.4,87.4,97.545,0.36,0.128,0.332,72.3,18.0,25.0,12.5,0.0,0.024,8.11,40.78,89.08,0.4477,0.186,29.4,,,Rate Field,
139,553869,Elias Diaz,TEX,BOS,2026-09-18T00:05:00Z,Scheduled,9,Sonny Gray,543243,R,35.4,Longshot,Watch List,Projected Lineup,31.5,38.6,27.6,40.2,50.0,29.4,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,19,0,"Last 7 games: 6/19, 0 HR","same-side matchup; pitcher baseline 7.7% barrel, 18.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.44,39.89,88.33,100.5935,0.3508,0.1362,0.2673,74.34,44.07,37.72,26.4,7.6,0.1543,7.7,39.37,89.18,0.3936,0.1439,22.85,,,Globe Life Field,
140,650333,Luis Arraez,PHI,NYM,2026-09-17T23:15:00Z,Scheduled,4,Nolan McLean,690997,R,34.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",6.9,30.2,24.8,90.4,80.0,28.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,0,"Last 7 games: 8/26, 0 HR","platoon edge; pitcher baseline 7.2% barrel, 13.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.17,18.1,86.24,93.8724,0.3714,0.0851,0.3051,62.92,0.19,30.24,28.31,6.6,0.1098,7.16,38.22,88.38,0.3478,0.1246,21.35,,,Citi Field,
141,695681,Christian Moore,LAA,MIN,2026-09-18T01:38:00Z,Scheduled,8,Taj Bradley,671737,R,34.5,Longshot,Watch List,Projected Lineup,22.9,48.1,28.2,47.9,50.0,0.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,26,0,"Last 7 games: 2/26, 0 HR","same-side matchup; pitcher baseline 8.7% barrel, 21.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.25,36.23,88.27,99.4375,0.2876,0.1035,0.24,71.86,23.68,26.22,26.94,2.8,0.1048,8.73,43.61,90.39,0.3885,0.1592,29.12,,,Angel Stadium,
142,641680,Jonah Heim,ATH,TB,2026-09-17T17:10:00Z,Pre-Game,8,Drew Rasmussen,656876,R,34.4,Longshot,Watch List,Platoon Edge,22.5,28.0,41.1,52.4,75.0,0.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","switch hitter; pitcher baseline 6.1% barrel, 15.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.31,32.68,87.75,97.7188,0.36,0.1354,0.2837,69.84,9.45,40.14,28.04,12.4,0.1533,6.09,37.35,88.99,0.3575,0.1257,23.17,None,72,Tropicana Field,
143,802415,Chandler Simpson,TB,ATH,2026-09-17T17:10:00Z,Pre-Game,6,Jeffrey Springs,605488,L,34.4,Longshot,Watch List,No major boost,0.3,46.5,41.1,76.2,50.0,36.0,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,25,0,Contact streak: 9/25 over last 7 games,"same-side matchup; pitcher baseline 8.9% barrel, 31.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,0.0,14.57,83.74,92.8276,0.3094,0.0382,0.2746,64.73,0.44,28.2,12.3,0.0,0.0514,8.94,35.69,87.74,0.4429,0.1918,32.02,None,72,Tropicana Field,
144,694497,Evan Carter,TEX,BOS,2026-09-18T00:05:00Z,Scheduled,8,Sonny Gray,543243,R,34.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",20.5,38.6,27.6,47.9,80.0,0.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,12,0,"Last 7 games: 1/12, 0 HR","platoon edge; pitcher baseline 7.7% barrel, 18.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.41,35.37,87.47,98.7043,0.3306,0.119,0.2877,71.02,18.0,39.54,27.63,7.8,0.1317,7.7,39.37,89.18,0.3936,0.1439,22.85,,,Globe Life Field,
145,686555,Isaac Collins,KC,HOU,2026-09-17T23:15:00Z,Scheduled,9,,,,33.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",21.7,40.2,27.6,40.2,75.0,8.5,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,0,"Last 7 games: 3/17, 0 HR","switch hitter; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.97,39.46,88.45,99.826,0.3247,0.0948,0.3052,73.33,30.34,39.91,25.18,6.9,0.1242,,,,,,,,,Daikin Park,
