rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
129,682928,CJ Abrams,WSH,CHC,2026-08-12T22:45:00Z,Scheduled,4,David Peterson,656849,L,46.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",41.0,37.4,28.2,90.4,50.0,47.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,32,1,"Last 7 games: 10/32, 1 HR","same-side matchup; pitcher baseline 6.7% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.63,41.44,89.4,100.0606,0.4416,0.1854,0.3356,72.75,27.82,43.45,28.52,26.0,0.2355,6.68,42.85,89.76,0.4182,0.1454,19.71,,,Nationals Park,
130,665161,Jeremy Peña,HOU,SF,2026-08-12T19:45:00Z,Pre-Game,1,Adrian Houser,605288,R,46.0,Longshot,Watch List,Premium Lineup Spot,30.3,46.6,48.3,93.2,50.0,0.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,30,0,"Last 7 games: 1/30, 0 HR","same-side matchup; pitcher baseline 8.1% barrel, 13.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.17,41.71,88.48,100.1105,0.4292,0.1473,0.3389,72.23,14.27,45.92,23.24,14.2,0.18,8.13,43.47,90.06,0.4395,0.1743,23.95,Out To LF,64,Oracle Park,
131,669720,Austin Hays,SD,MIL,2026-08-12T20:10:00Z,Pre-Game,6,Dustin May,669160,R,45.8,Longshot,Watch List,No major boost,26.9,42.2,59.6,76.2,50.0,54.9,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,22,1,Contact streak: 8/22 over last 7 games,"same-side matchup; pitcher baseline 7.5% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.07,42.6,87.12,99.2468,0.4016,0.1172,0.3049,72.6,24.07,56.87,16.26,5.9,0.1562,7.52,45.34,90.25,0.3992,0.1476,24.52,Out To RF,74,Petco Park,
132,695670,Harry Ford,WSH,CHC,2026-08-12T22:45:00Z,Scheduled,5,David Peterson,656849,L,45.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",37.7,37.4,28.2,81.9,78.0,31.9,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,1,"Last 7 games: 4/19, 1 HR","platoon edge; pitcher baseline 6.7% barrel, 11.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,15.27,33.13,85.92,97.3119,0.3168,0.171,0.2583,69.27,4.23,33.4,43.49,1.4,0.1799,6.68,42.85,89.76,0.4182,0.1454,19.71,,,Nationals Park,
133,683357,Owen Caissie,MIA,PIT,2026-08-12T22:40:00Z,Scheduled,6,Carmen Mlodzinski,669387,R,45.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",45.8,40.8,21.5,71.7,80.0,1.6,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,0,"Last 7 games: 3/23, 0 HR","platoon edge; pitcher baseline 7.1% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.21,37.57,89.96,100.3102,0.3796,0.1748,0.281,74.81,54.02,30.83,30.83,8.7,0.1855,7.08,44.72,90.48,0.4216,0.1448,23.67,,,loanDepot park,
134,608324,Alex Bregman,CHC,WSH,2026-08-12T22:45:00Z,Scheduled,4,Jackson Kent,800600,L,45.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",25.3,41.2,28.2,90.4,78.0,67.1,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,31,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.06,39.71,88.77,98.3528,0.3815,0.1348,0.3188,70.16,4.94,47.0,26.18,14.5,0.1526,,,,,,,,,Nationals Park,
135,689414,Liam Hicks,TB,ATH,2026-08-12T19:05:00Z,Pre-Game,4,Jack Perkins,678022,R,45.4,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",8.2,42.9,67.4,94.9,80.0,36.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,1,"Last 7 games: 5/21, 1 HR","platoon edge; pitcher baseline 9.7% barrel, 11.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.74,27.98,84.74,96.1901,0.3465,0.0997,0.3122,68.03,3.72,42.24,24.57,12.3,0.1382,9.67,37.56,88.01,0.3832,0.1566,34.52,Out To CF,81,Sutter Health Park,
136,702284,Cole Young,SEA,NYY,2026-08-12T23:05:00Z,Scheduled,1,Will Warren,701542,R,45.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",25.5,47.2,38.2,88.7,80.0,6.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","platoon edge; pitcher baseline 8.4% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.18,36.91,88.51,99.1055,0.3984,0.1366,0.3201,71.51,21.65,41.98,27.01,11.0,0.1283,8.45,43.27,90.72,0.4225,0.1603,23.47,,,Yankee Stadium,
137,682848,Endy Rodriguez,PIT,MIA,2026-08-12T22:40:00Z,Scheduled,7,Janson Junk,676083,R,45.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",39.9,43.3,21.5,59.8,75.0,62.4,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 7.9% barrel, 10.8 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,8.2,46.17,92.34,100.3363,0.3691,0.14,0.3113,72.34,22.69,46.21,33.36,4.9,0.1631,7.87,43.17,90.69,0.4257,0.1641,23.43,,,loanDepot park,
138,681624,Andy Pages,LAD,KC,2026-08-13T02:10:00Z,Scheduled,2,Daniel Lynch IV,663738,L,44.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",36.5,25.7,27.6,95.5,78.0,40.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,1,"Last 7 games: 7/26, 1 HR","platoon edge; pitcher baseline 5.9% barrel, 3.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.98,41.05,88.95,99.8521,0.4343,0.1693,0.3314,72.78,26.33,37.97,28.72,21.4,0.1862,5.93,36.76,87.9,0.3685,0.1305,24.51,,,UNIQLO Field at Dodger Stadium,
139,699625,Jimmy Crooks,STL,PHI,2026-08-12T18:15:00Z,Pre-Game,9,Zack Wheeler,554430,R,44.6,Longshot,Watch List,"Good Environment, Platoon Edge",40.5,23.9,70.6,44.8,80.0,30.3,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,1,"Last 7 games: 5/25, 1 HR","platoon edge; pitcher baseline 6.4% barrel, 15.5 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,8.22,44.76,90.86,100.5287,0.3687,0.1697,0.2699,71.59,16.47,34.55,39.69,3.1,0.1376,6.36,34.66,86.91,0.3151,0.1156,25.95,Out To CF,93,Busch Stadium,
140,800050,Chase DeLauter,CLE,DET,2026-08-12T22:40:00Z,Scheduled,3,Framber Valdez,664285,L,44.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",36.7,35.3,27.6,92.1,50.0,48.5,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,1,Contact streak: 9/28 over last 7 games,"same-side matchup; pitcher baseline 6.3% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.8,46.6,91.3,101.6636,0.436,0.159,0.35,71.3,17.8,38.2,19.4,13.0,0.162,6.28,43.99,90.1,0.3833,0.1325,19.23,,,Comerica Park,
141,694208,Moises Ballesteros,LAA,TEX,2026-08-13T02:10:00Z,Scheduled,6,Cal Quantrill,615698,R,44.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",35.0,48.5,28.2,71.7,80.0,0.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","platoon edge; pitcher baseline 9.5% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.38,43.03,90.01,100.9769,0.3972,0.1485,0.3172,72.92,36.09,33.94,19.53,4.8,0.1438,9.49,37.16,88.86,0.4547,0.1926,29.78,,,Angel Stadium,
142,803011,Sam Antonacci,CWS,CIN,2026-08-12T23:40:00Z,Scheduled,1,Rhett Lowder,695076,R,44.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",23.2,50.6,27.6,88.7,80.0,19.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,20,0,"Last 7 games: 5/20, 0 HR","platoon edge; pitcher baseline 9.5% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.1,35.7,87.6,98.076,0.411,0.13,0.349,70.1,8.6,34.2,21.7,8.0,0.131,9.5,38.2,90.5,0.457,0.19,28.3,,,Rate Field,
143,678545,Osleivis Basabe,SF,HOU,2026-08-12T19:45:00Z,Pre-Game,7,Bryan King,687911,L,44.4,Longshot,Watch List,"Strong Barrel, Platoon Edge",40.2,24.9,48.3,64.3,78.0,39.2,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,1,"Last 7 games: 7/27, 1 HR","platoon edge; pitcher baseline 5.9% barrel, 7.9 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.1,32.4,87.3,99.307,0.439,0.176,0.304,73.3,27.0,41.2,41.2,3.0,0.256,5.87,36.73,87.56,0.372,0.1294,20.12,Out To LF,64,Oracle Park,
144,805999,A.J. Ewing,NYM,ATL,2026-08-12T23:15:00Z,Scheduled,1,Tyler Mahle,641816,R,44.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",32.6,37.0,30.9,88.7,80.0,9.8,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,0,"Last 7 games: 5/27, 0 HR","platoon edge; pitcher baseline 7.3% barrel, 11.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.5,43.7,89.7,100.5384,0.4,0.142,0.321,70.3,11.1,32.9,24.9,7.0,0.134,7.3,36.89,89.48,0.3948,0.1502,27.68,,,Truist Park,
145,664774,LaMonte Wade Jr.,HOU,SF,2026-08-12T19:45:00Z,Pre-Game,5,Adrian Houser,605288,R,44.3,Longshot,Watch List,Platoon Edge,13.2,46.6,48.3,86.4,80.0,45.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,12,0,Contact streak: 6/12 over last 7 games,"platoon edge; pitcher baseline 8.1% barrel, 13.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.8,31.66,86.97,97.8287,0.2937,0.0985,0.2838,70.91,8.43,38.12,26.28,2.0,0.1192,8.13,43.47,90.06,0.4395,0.1743,23.95,Out To LF,64,Oracle Park,
146,805808,Kevin McGonigle,DET,CLE,2026-08-12T22:40:00Z,Scheduled,3,Foster Griffin,656492,L,44.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",30.9,42.9,27.6,92.1,50.0,45.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,30,1,"Last 7 games: 9/30, 1 HR","same-side matchup; pitcher baseline 9.2% barrel, 21.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,6.7,36.4,87.9,98.1562,0.424,0.161,0.351,71.2,16.8,37.6,35.8,12.0,0.143,9.2,37.6,87.9,0.411,0.161,25.8,,,Comerica Park,
147,670623,Isaac Paredes,HOU,SF,2026-08-12T19:45:00Z,Pre-Game,3,Adrian Houser,605288,R,44.2,Longshot,Watch List,Premium Lineup Spot,18.8,46.6,48.3,96.6,50.0,30.0,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,0,Contact streak: 8/25 over last 7 games,"same-side matchup; pitcher baseline 8.1% barrel, 13.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.67,30.52,86.63,96.9947,0.3758,0.132,0.3214,67.81,7.64,51.79,31.08,16.5,0.1753,8.13,43.47,90.06,0.4395,0.1743,23.95,Out To LF,64,Oracle Park,
148,682626,Francisco Alvarez,NYM,ATL,2026-08-12T23:15:00Z,Scheduled,9,Tyler Mahle,641816,R,44.2,Longshot,Watch List,"Projected Lineup, Strong Barrel",56.5,37.0,30.9,40.2,50.0,37.8,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,1,"Last 7 games: 6/24, 1 HR","same-side matchup; pitcher baseline 7.3% barrel, 11.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.39,47.3,91.0,102.796,0.4545,0.2143,0.3407,74.11,42.6,39.78,24.89,12.4,0.1854,7.3,36.89,89.48,0.3948,0.1502,27.68,,,Truist Park,
149,665750,Leody Taveras,BAL,MIN,2026-08-12T17:40:00Z,In Progress,7,Zebby Matthews,805673,R,44.1,Longshot,Watch List,Platoon Edge,18.9,54.7,44.1,64.3,75.0,47.7,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,19,1,"Last 7 games: 6/19, 1 HR","switch hitter; pitcher baseline 11.6% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.21,32.19,87.94,98.8577,0.3237,0.1138,0.2663,72.32,23.9,33.37,24.03,5.1,0.1228,11.58,40.06,90.11,0.4463,0.1872,27.66,In From CF,86,Target Field,
150,656775,Cedric Mullins,TB,ATH,2026-08-12T19:05:00Z,Pre-Game,7,Jack Perkins,678022,R,43.9,Longshot,Watch List,Platoon Edge,18.9,42.9,67.4,64.3,80.0,21.5,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,19,0,"Last 7 games: 5/19, 0 HR","platoon edge; pitcher baseline 9.7% barrel, 11.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.45,32.61,88.17,97.7912,0.3073,0.1208,0.261,70.82,8.59,45.39,31.52,14.2,0.1568,9.67,37.56,88.01,0.3832,0.1566,34.52,Out To CF,81,Sutter Health Park,
151,665489,Vladimir Guerrero,TOR,BOS,2026-08-12T23:07:00Z,Scheduled,2,Ranger Suarez,624133,L,43.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",39.9,18.0,30.4,95.5,78.0,27.1,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,1,"Last 7 games: 5/28, 1 HR","platoon edge; pitcher baseline 5.1% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.56,45.66,90.67,103.0591,0.4318,0.1451,0.349,76.35,63.82,36.23,19.03,11.8,0.119,5.08,33.06,86.64,0.3496,0.1089,22.56,,,Rogers Centre,
152,672960,Kazuma Okamoto,TOR,BOS,2026-08-12T23:07:00Z,Scheduled,5,Ranger Suarez,624133,L,43.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",48.5,18.0,30.4,81.9,78.0,7.9,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,29,0,"Last 7 games: 5/29, 0 HR","platoon edge; pitcher baseline 5.1% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.5,43.8,90.3,101.4731,0.408,0.199,0.304,73.2,35.8,50.5,33.1,24.0,0.204,5.08,33.06,86.64,0.3496,0.1089,22.56,,,Rogers Centre,
153,694374,Tim Tawa,AZ,COL,2026-08-12T19:40:00Z,Pre-Game,8,Ryan Feltner,663372,R,43.7,Longshot,Watch List,No major boost,35.2,48.0,41.7,52.4,50.0,50.3,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,1,Contact streak: 9/27 over last 7 games,"same-side matchup; pitcher baseline 9.1% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.97,43.29,89.9,100.6038,0.3736,0.1473,0.2921,73.87,36.7,41.36,25.49,6.3,0.1481,9.14,38.71,88.32,0.4512,0.2003,28.95,None,72,Chase Field,
154,608070,Jose Ramirez,CLE,DET,2026-08-12T22:40:00Z,Scheduled,2,Framber Valdez,664285,L,43.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",30.7,33.9,27.6,95.5,75.0,21.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,19,0,"Last 7 games: 5/19, 0 HR","switch hitter; pitcher baseline 6.3% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.81,40.36,89.18,99.6868,0.4327,0.1508,0.3469,70.27,13.61,50.62,30.11,16.0,0.1696,6.28,43.99,90.1,0.3833,0.1325,19.23,,,Comerica Park,
155,691777,Max Muncy,ATH,TB,2026-08-12T19:05:00Z,Pre-Game,7,Drew Rasmussen,656876,R,43.5,Longshot,Watch List,Strong Barrel,37.7,29.4,67.4,64.3,50.0,8.5,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,0,"Last 7 games: 3/17, 0 HR","same-side matchup; pitcher baseline 6.6% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.73,42.48,89.55,101.3116,0.353,0.1465,0.2761,74.01,45.26,42.89,24.68,6.2,0.1587,6.58,36.09,88.71,0.3561,0.1271,22.96,Out To CF,81,Sutter Health Park,
156,806146,George Lombard,NYY,SEA,2026-08-12T23:05:00Z,Scheduled,7,Bryce Miller,682243,R,43.5,Longshot,Watch List,"Projected Lineup, Strong Barrel",39.1,37.3,38.2,59.8,50.0,61.5,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,6,6,21,2,Hot streak: 2 HR in last 6 games,"same-side matchup; pitcher baseline 7.5% barrel, 14.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,14.3,40.0,86.5,99.0799,0.437,0.154,0.359,72.2,25.5,33.3,20.0,2.0,0.285,7.51,36.14,88.62,0.3804,0.1533,31.93,,,Yankee Stadium,
157,571448,Nolan Arenado,AZ,COL,2026-08-12T19:40:00Z,Pre-Game,6,Ryan Feltner,663372,R,43.4,Longshot,Watch List,Hot Hitter/Streak,20.2,48.0,41.7,76.2,50.0,75.9,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 9.1% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.24,32.81,85.68,97.1117,0.366,0.1276,0.2981,71.26,15.47,44.55,27.86,16.2,0.1778,9.14,38.71,88.32,0.4512,0.2003,28.95,None,72,Chase Field,
158,676356,Jonny DeLuca,TB,ATH,2026-08-12T19:05:00Z,Pre-Game,6,Jack Perkins,678022,R,43.3,Longshot,Watch List,No major boost,12.9,42.9,67.4,76.2,50.0,68.7,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.7% barrel, 11.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.91,30.75,85.11,97.3394,0.3535,0.104,0.2775,72.96,30.97,45.53,22.27,5.6,0.1594,9.67,37.56,88.01,0.3832,0.1566,34.52,Out To CF,81,Sutter Health Park,
159,681393,Connor Norby,COL,AZ,2026-08-12T19:40:00Z,Pre-Game,8,Merrill Kelly,518876,R,43.3,Longshot,Watch List,No major boost,28.9,65.4,41.7,52.4,50.0,0.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,18,0,"Last 7 games: 2/18, 0 HR","same-side matchup; pitcher baseline 11.7% barrel, 23.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,8.14,36.75,87.39,97.8006,0.3498,0.1508,0.2888,70.14,7.36,41.05,35.42,5.2,0.1247,11.68,43.99,90.2,0.5115,0.2265,26.29,None,72,Chase Field,
160,650402,Gleyber Torres,DET,CLE,2026-08-12T22:40:00Z,Scheduled,1,Foster Griffin,656492,L,43.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",24.7,42.9,27.6,88.7,78.0,26.2,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,29,1,"Last 7 games: 5/29, 1 HR","platoon edge; pitcher baseline 9.2% barrel, 21.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.57,33.75,87.13,97.5616,0.3899,0.144,0.3343,68.63,5.47,25.08,27.66,9.7,0.1275,9.2,37.6,87.9,0.411,0.161,25.8,,,Comerica Park,
161,672695,Geraldo Perdomo,AZ,COL,2026-08-12T19:40:00Z,Pre-Game,1,Ryan Feltner,663372,R,43.1,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",14.3,46.5,41.7,93.2,75.0,22.4,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,0,"Last 7 games: 7/26, 0 HR","switch hitter; pitcher baseline 9.1% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.17,30.5,87.32,96.6626,0.3666,0.1089,0.3357,67.36,2.08,43.59,26.5,12.3,0.1426,9.14,38.71,88.32,0.4512,0.2003,28.95,None,72,Chase Field,
162,666182,Bo Bichette,NYM,ATL,2026-08-12T23:15:00Z,Scheduled,3,Tyler Mahle,641816,R,42.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",31.0,37.0,30.9,92.1,50.0,35.6,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,28,0,Contact streak: 10/28 over last 7 games,"same-side matchup; pitcher baseline 7.3% barrel, 11.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.5,42.85,89.81,100.9935,0.4254,0.144,0.3299,69.73,13.23,27.05,22.6,13.1,0.1307,7.3,36.89,89.48,0.3948,0.1502,27.68,,,Truist Park,
163,686797,Brooks Lee,MIN,BAL,2026-08-12T17:40:00Z,In Progress,5,Shane Baz,669358,R,42.8,Longshot,Watch List,Platoon Edge,18.4,38.8,44.1,86.4,75.0,39.2,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,1,"Last 7 games: 7/27, 1 HR","switch hitter; pitcher baseline 7.5% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.33,33.81,87.97,97.4482,0.3418,0.1155,0.2764,69.92,8.42,42.48,28.02,16.7,0.1655,7.47,41.36,89.98,0.3951,0.1483,24.94,In From CF,86,Target Field,
