rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
35,679529,Spencer Torkelson,DET,ATH,2026-07-09T22:40:00Z,Pre-Game,3,José Suarez,660761,L,54.8,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",53.1,17.2,66.1,96.6,78.0,53.3,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 3.2% barrel, 2.4 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,14.34,44.89,90.13,100.5995,0.4294,0.2069,0.3284,73.0,24.79,48.05,35.76,19.8,0.2083,3.24,37.23,88.42,0.345,0.0964,21.72,Out To LF,77,Comerica Park,
36,664761,Alec Bohm,PHI,CIN,2026-07-09T23:10:00Z,Pre-Game,5,Brady Singer,663903,R,54.4,Longshot,Watch List,Good Environment,27.9,58.6,79.8,86.4,50.0,52.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.7% barrel, 19.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.43,41.99,90.24,100.0432,0.385,0.1306,0.3086,70.93,12.81,27.93,21.46,11.0,0.1381,10.73,40.77,90.86,0.4608,0.1982,28.96,Out To LF,87,Great American Ball Park,
37,641933,Tyler O'Neill,BAL,CHC,2026-07-09T17:35:00Z,Game Over,5,David Peterson,656849,L,54.3,Longshot,Watch List,"Strong Barrel, Platoon Edge, Hot Hitter/Streak",47.4,37.5,44.6,86.4,78.0,77.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,15,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 6.6% barrel, 8.9 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,11.32,41.41,89.43,100.4433,0.4341,0.2121,0.3285,72.67,23.68,49.57,39.56,6.2,0.1594,6.61,43.34,90.25,0.4196,0.1426,18.94,In From CF,83,Oriole Park at Camden Yards,
38,663853,Romy Gonzalez,BOS,CWS,2026-07-09T18:10:00Z,In Progress,4,Anthony Kay,641743,L,54.3,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",34.9,40.3,66.6,94.9,78.0,56.6,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,24,1,Contact streak: 9/24 over last 7 games,"platoon edge; pitcher baseline 8.8% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.7,44.42,88.47,101.09,0.4457,0.1655,0.3377,72.34,21.18,25.08,18.08,3.4,0.2144,8.8,39.1,88.8,0.42,0.152,21.4,Out To LF,80,Rate Field,
39,669003,Garrett Mitchell,MIL,STL,2026-07-09T23:45:00Z,Pre-Game,6,Andre Pallante,669467,R,54.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",53.1,28.5,65.6,71.7,80.0,56.6,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,24,1,Contact streak: 9/24 over last 7 games,"platoon edge; pitcher baseline 6.3% barrel, 12.6 HR allowed",EV profile; pitcher fly-ball pressure modest,13.0,48.78,92.29,103.8871,0.4355,0.1848,0.3391,76.94,75.13,34.21,19.65,5.6,0.1587,6.32,36.19,87.87,0.3824,0.1384,18.73,Out To RF,91,Busch Stadium,
40,677800,Wilyer Abreu,BOS,CWS,2026-07-09T18:10:00Z,In Progress,3,Anthony Kay,641743,L,54.2,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",48.5,40.3,66.6,96.6,50.0,9.8,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,0,"Last 7 games: 5/27, 0 HR","same-side matchup; pitcher baseline 8.8% barrel, 11.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,11.39,41.82,90.17,100.8865,0.4505,0.2019,0.3322,73.89,38.24,37.97,37.17,13.6,0.1807,8.8,39.1,88.8,0.42,0.152,21.4,Out To LF,80,Rate Field,
41,681082,Bryson Stott,PHI,CIN,2026-07-09T23:10:00Z,Pre-Game,6,Brady Singer,663903,R,54.2,Longshot,Watch List,"Good Environment, Platoon Edge",27.6,58.6,79.8,76.2,80.0,24.9,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,0,"Last 7 games: 8/28, 0 HR","platoon edge; pitcher baseline 10.7% barrel, 19.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.57,36.15,88.65,98.61,0.4007,0.1453,0.3165,69.82,6.26,34.73,29.13,8.8,0.141,10.73,40.77,90.86,0.4608,0.1982,28.96,Out To LF,87,Great American Ball Park,
42,687515,Colby Thomas,ATH,DET,2026-07-09T22:40:00Z,Pre-Game,7,Framber Valdez,664285,L,53.9,Longshot,Watch List,"Strong Barrel, Platoon Edge",48.4,38.0,66.1,64.3,78.0,58.1,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,19,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.8% barrel, 12.2 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,11.62,41.04,91.01,101.2195,0.3937,0.1991,0.271,75.22,52.21,39.14,36.66,4.6,0.1745,6.84,43.36,90.17,0.3952,0.1444,20.84,Out To LF,77,Comerica Park,
43,663728,Cal Raleigh,SEA,MIA,2026-07-09T22:40:00Z,Pre-Game,4,Janson Junk,676083,R,53.8,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",52.1,40.7,35.0,94.9,75.0,30.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,1,"Last 7 games: 5/25, 1 HR","switch hitter; pitcher baseline 7.2% barrel, 8.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.9,38.05,89.2,100.2887,0.4182,0.2236,0.3129,74.85,51.48,53.73,44.67,24.3,0.2069,7.17,43.31,90.41,0.4236,0.1606,24.2,None,72,loanDepot park,
44,656811,Ryan O'Hearn,PIT,ATL,2026-07-09T16:35:00Z,Game Over,5,Bryce Elder,693821,R,53.4,Longshot,Watch List,"Platoon Edge, Hot Hitter/Streak",36.3,35.4,63.3,86.4,80.0,83.6,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 5.6% barrel, 15.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.53,43.69,89.54,99.6037,0.4288,0.1649,0.333,71.17,12.2,37.47,28.78,16.3,0.1896,5.63,40.65,90.0,0.3927,0.1428,25.94,Out To LF,82,PNC Park,
45,694192,Jackson Chourio,MIL,STL,2026-07-09T23:45:00Z,Pre-Game,2,Andre Pallante,669467,R,53.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",53.1,28.5,65.6,95.5,50.0,27.1,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,1,"Last 7 games: 5/28, 1 HR","same-side matchup; pitcher baseline 6.3% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.71,45.38,91.47,102.1784,0.4554,0.2084,0.3245,74.67,48.19,32.69,28.99,15.4,0.2119,6.32,36.19,87.87,0.3824,0.1384,18.73,Out To RF,91,Busch Stadium,
46,805811,Bryce Eldridge,SF,COL,2026-07-10T01:45:00Z,Scheduled,7,Ryan Feltner,663372,R,53.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",71.8,39.7,19.3,59.8,80.0,33.7,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,1,"Last 7 games: 6/27, 1 HR","platoon edge; pitcher baseline 7.5% barrel, 7.5 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,16.39,58.44,93.08,103.5513,0.5002,0.261,0.365,73.04,27.6,41.28,36.14,4.9,0.1532,7.46,38.85,88.74,0.4274,0.1772,27.34,,,Oracle Park,
47,681715,Heriberto Hernández,MIA,SEA,2026-07-09T22:40:00Z,Pre-Game,5,Bryce Miller,682243,R,53.2,Longshot,Watch List,"Strong Barrel, Hot Hitter/Streak",56.2,33.2,35.0,86.4,50.0,97.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,20,4,Hot streak: 4 HR in last 7 games,"same-side matchup; pitcher baseline 7.5% barrel, 10.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.21,49.39,91.74,102.0061,0.4945,0.2334,0.3599,74.45,47.83,45.21,31.18,11.4,0.2182,7.51,33.83,87.92,0.3643,0.1519,32.21,None,72,loanDepot park,
48,802139,JJ Wetherholt,STL,MIL,2026-07-09T23:45:00Z,Pre-Game,1,Logan Henderson,701656,R,53.0,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",39.1,32.1,65.6,93.2,80.0,46.9,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,1,"Last 7 games: 9/29, 1 HR","platoon edge; pitcher baseline 9.1% barrel, 2.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.2,45.3,89.9,99.4183,0.44,0.176,0.353,72.4,22.5,38.7,30.5,13.0,0.142,9.09,30.56,87.75,0.3562,0.1337,33.66,Out To RF,91,Busch Stadium,
49,679822,Justin Foscue,TEX,LAA,2026-07-10T00:05:00Z,Pre-Game,1,Reid Detmers,672282,L,53.0,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",45.8,33.3,41.1,93.2,78.0,73.9,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,19,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.3% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.75,52.07,90.55,100.0572,0.4295,0.1929,0.3108,70.89,9.45,43.21,33.48,4.2,0.2069,7.29,38.74,89.68,0.3469,0.1271,27.29,None,72,Globe Life Field,
50,643217,Andrew Benintendi,CWS,BOS,2026-07-09T18:10:00Z,In Progress,3,Patrick Sandoval,663776,L,52.9,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",41.8,41.2,66.6,96.6,50.0,22.9,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,0,"Last 7 games: 6/22, 0 HR","same-side matchup; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.54,45.09,88.91,99.0426,0.4349,0.1851,0.3249,69.54,4.01,52.13,31.71,13.0,0.1854,,,,,,,Out To LF,80,Rate Field,
51,694671,Wyatt Langford,TEX,LAA,2026-07-10T00:05:00Z,Pre-Game,2,Reid Detmers,672282,L,52.9,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",39.7,33.3,41.1,100.0,78.0,92.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,30,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 7.3% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.8,39.72,89.51,100.8216,0.4186,0.1785,0.3159,72.89,26.62,39.81,29.34,12.2,0.2124,7.29,38.74,89.68,0.3469,0.1271,27.29,None,72,Globe Life Field,
52,663457,Lars Nootbaar,STL,MIL,2026-07-09T23:45:00Z,Pre-Game,5,Logan Henderson,701656,R,52.8,Longshot,Watch List,Platoon Edge,48.2,32.1,65.6,86.4,80.0,1.6,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,0,"Last 7 games: 3/23, 0 HR","platoon edge; pitcher baseline 9.1% barrel, 2.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.85,50.98,91.72,101.9843,0.4399,0.1872,0.338,72.98,35.35,40.31,27.29,5.3,0.1417,9.09,30.56,87.75,0.3562,0.1337,33.66,Out To RF,91,Busch Stadium,
53,696100,Hunter Goodman,COL,SF,2026-07-10T01:45:00Z,Scheduled,3,Carson Whisenhunt,687931,L,52.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",60.1,31.9,19.3,92.1,78.0,48.1,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,22,1,"Last 7 games: 7/22, 1 HR","platoon edge; pitcher baseline 3.8% barrel, 1.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,15.7,45.92,91.01,102.8022,0.4688,0.2329,0.3275,75.03,50.89,48.77,31.71,28.2,0.2777,3.75,40.34,89.74,0.4295,0.1486,34.1,,,Oracle Park,
54,668715,Spencer Steer,CIN,PHI,2026-07-09T23:10:00Z,Pre-Game,4,Jesús Luzardo,666200,L,52.4,Longshot,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",40.5,19.4,79.8,94.9,78.0,43.2,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,1,"Last 7 games: 6/21, 1 HR","platoon edge; pitcher baseline 5.9% barrel, 11.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.52,36.91,88.91,99.0003,0.4275,0.1917,0.3266,70.97,6.89,46.45,29.81,16.1,0.1793,5.86,32.13,87.03,0.3284,0.1088,21.66,Out To LF,87,Great American Ball Park,
55,671218,Heliot Ramos,SF,COL,2026-07-10T01:45:00Z,Scheduled,1,Ryan Feltner,663372,R,52.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",56.0,39.7,19.3,88.7,50.0,92.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,30,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 7.5% barrel, 7.5 HR allowed",EV profile; pitcher fly-ball pressure modest,14.12,49.43,92.22,103.472,0.4758,0.2051,0.341,72.67,29.16,36.25,24.07,11.9,0.1902,7.46,38.85,88.74,0.4274,0.1772,27.34,,,Oracle Park,
56,663886,Tyler Stephenson,CIN,PHI,2026-07-09T23:10:00Z,Pre-Game,6,Jesús Luzardo,666200,L,52.3,Longshot,Watch List,"Strong Barrel, Good Environment, Platoon Edge",48.2,19.4,79.8,76.2,78.0,42.0,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,25,0,Contact streak: 10/25 over last 7 games,"platoon edge; pitcher baseline 5.9% barrel, 11.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.84,46.61,90.92,100.5,0.4235,0.1935,0.3249,70.8,9.1,36.87,33.01,8.1,0.148,5.86,32.13,87.03,0.3284,0.1088,21.66,Out To LF,87,Great American Ball Park,
57,657757,Gavin Sheets,SD,AZ,2026-07-10T01:40:00Z,Scheduled,5,Merrill Kelly,518876,R,52.3,Longshot,Watch List,"Projected Lineup, Pitcher Vulnerable, Platoon Edge",37.7,71.9,22.6,81.9,80.0,10.8,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,0,"Last 7 games: 5/26, 0 HR","platoon edge; pitcher baseline 12.9% barrel, 20.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.41,42.93,88.92,100.0127,0.425,0.1732,0.3337,74.45,47.84,39.89,22.86,15.5,0.2008,12.94,43.78,90.13,0.5451,0.2517,27.13,,,Petco Park,
58,687263,Zach Neto,LAA,TEX,2026-07-10T00:05:00Z,Pre-Game,1,Nathan Eovaldi,543135,R,51.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",50.7,39.3,41.1,88.7,50.0,48.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,1,Contact streak: 9/28 over last 7 games,"same-side matchup; pitcher baseline 7.9% barrel, 16.3 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.51,41.7,90.09,100.2578,0.4348,0.2195,0.3202,71.12,12.25,48.74,36.71,21.1,0.2247,7.89,38.99,88.6,0.3958,0.1586,25.18,None,72,Globe Life Field,
59,670042,Luke Raley,SEA,MIA,2026-07-09T22:40:00Z,Pre-Game,6,Janson Junk,676083,R,51.1,Longshot,Watch List,"Strong Barrel, Platoon Edge",54.2,41.6,35.0,76.2,80.0,1.6,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,0,"Last 7 games: 3/23, 0 HR","platoon edge; pitcher baseline 7.2% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.52,45.31,90.27,101.9314,0.4504,0.2134,0.3344,74.78,50.34,47.27,27.63,11.0,0.1972,7.17,43.31,90.41,0.4236,0.1606,24.2,None,72,loanDepot park,
60,668930,Brice Turang,MIL,STL,2026-07-09T23:45:00Z,Pre-Game,3,Andre Pallante,669467,R,51.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",38.1,28.5,65.6,92.1,80.0,33.6,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,32,0,Contact streak: 11/32 over last 7 games,"platoon edge; pitcher baseline 6.3% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.86,44.53,90.82,100.6447,0.4339,0.1768,0.3413,70.25,12.36,27.23,23.08,13.8,0.1757,6.32,36.19,87.87,0.3824,0.1384,18.73,Out To RF,91,Busch Stadium,
61,663586,Austin Riley,ATL,PIT,2026-07-09T16:35:00Z,Game Over,7,Mitch Keller,656605,R,50.9,Longshot,Watch List,Strong Barrel,48.3,43.5,63.3,64.3,50.0,29.2,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","same-side matchup; pitcher baseline 7.5% barrel, 14.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.77,44.74,90.97,102.2808,0.3992,0.1823,0.302,75.76,58.47,40.57,31.43,11.1,0.1393,7.45,42.54,89.47,0.4461,0.164,24.26,Out To LF,82,PNC Park,
62,592663,J.T. Realmuto,PHI,CIN,2026-07-09T23:10:00Z,Pre-Game,8,Brady Singer,663903,R,50.3,Longshot,Watch List,Good Environment,30.9,58.6,79.8,52.4,50.0,44.8,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.7% barrel, 19.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.42,40.18,89.37,99.4447,0.3865,0.1426,0.3125,72.77,30.71,39.78,28.25,8.5,0.134,10.73,40.77,90.86,0.4608,0.1982,28.96,Out To LF,87,Great American Ball Park,
63,607043,Brandon Nimmo,TEX,LAA,2026-07-10T00:05:00Z,Pre-Game,3,Reid Detmers,672282,L,50.3,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",54.9,33.3,41.1,96.6,50.0,0.8,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,0,"Last 7 games: 3/24, 0 HR","same-side matchup; pitcher baseline 7.3% barrel, 8.1 HR allowed",EV profile; pitcher fly-ball pressure modest,11.67,51.6,92.32,102.3496,0.4904,0.2111,0.3616,72.44,27.9,31.98,27.66,13.1,0.1579,7.29,38.74,89.68,0.3469,0.1271,27.29,None,72,Globe Life Field,
64,678882,Ceddanne Rafaela,BOS,CWS,2026-07-09T18:10:00Z,In Progress,2,Anthony Kay,641743,L,50.2,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",21.8,40.3,66.6,100.0,78.0,47.2,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,32,1,"Last 7 games: 10/32, 1 HR","platoon edge; pitcher baseline 8.8% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.33,34.78,86.83,97.877,0.3747,0.1299,0.2938,70.23,9.11,36.06,24.67,10.4,0.1594,8.8,39.1,88.8,0.42,0.152,21.4,Out To LF,80,Rate Field,
65,641680,Jonah Heim,ATH,DET,2026-07-09T22:40:00Z,Pre-Game,4,Framber Valdez,664285,L,50.1,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",25.4,36.7,66.1,94.9,75.0,59.1,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 6.8% barrel, 12.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.01,31.63,87.54,97.9399,0.3866,0.1571,0.2963,69.77,9.8,38.81,29.58,9.6,0.2058,6.84,43.36,90.17,0.3952,0.1444,20.84,Out To LF,77,Comerica Park,
66,671056,Iván Herrera,STL,MIL,2026-07-09T23:45:00Z,Pre-Game,2,Logan Henderson,701656,R,49.8,Longshot,Watch List,Premium Lineup Spot,36.3,32.1,65.6,100.0,50.0,36.3,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,1,"Last 7 games: 6/25, 1 HR","same-side matchup; pitcher baseline 9.1% barrel, 2.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.53,43.5,89.94,101.4312,0.4231,0.1621,0.3591,74.19,44.76,35.91,19.59,13.4,0.1576,9.09,30.56,87.75,0.3562,0.1337,33.66,Out To RF,91,Busch Stadium,
67,669394,Jake Burger,TEX,LAA,2026-07-10T00:05:00Z,Pre-Game,5,Reid Detmers,672282,L,49.6,Longshot,Watch List,"Strong Barrel, Platoon Edge",46.6,33.3,41.1,86.4,78.0,18.3,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,28,1,"Last 7 games: 3/28, 1 HR","platoon edge; pitcher baseline 7.3% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.82,47.03,90.19,102.6526,0.4234,0.1844,0.3121,75.09,54.83,41.6,27.2,15.3,0.1823,7.29,38.74,89.68,0.3469,0.1271,27.29,None,72,Globe Life Field,
68,668227,Randy Arozarena,SEA,MIA,2026-07-09T22:40:00Z,Pre-Game,2,Janson Junk,676083,R,49.5,Longshot,Watch List,Premium Lineup Spot,39.4,41.6,35.0,100.0,50.0,54.3,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,25,1,Contact streak: 9/25 over last 7 games,"same-side matchup; pitcher baseline 7.2% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.84,45.0,91.23,101.0308,0.4191,0.1662,0.3424,71.39,24.69,34.89,21.79,14.4,0.1691,7.17,43.31,90.41,0.4236,0.1606,24.2,None,72,loanDepot park,
69,621493,Taylor Ward,BAL,CHC,2026-07-09T17:35:00Z,Game Over,2,David Peterson,656849,L,49.3,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",33.2,37.5,44.6,100.0,78.0,32.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,0,Contact streak: 8/24 over last 7 games,"platoon edge; pitcher baseline 6.6% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.17,40.53,89.54,99.6267,0.4024,0.156,0.3414,68.59,4.33,32.54,29.94,14.3,0.1434,6.61,43.34,90.25,0.4196,0.1426,18.94,In From CF,83,Oriole Park at Camden Yards,
