rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
69,683002,Gunnar Henderson,BAL,CIN,2026-07-05T17:05:00Z,Pre-Game,1,Nick Lodolo,666157,L,53.3,Longshot,Watch List,"Good Environment, Premium Lineup Spot",38.2,44.5,76.8,93.2,50.0,19.5,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,0,"Last 7 games: 7/28, 0 HR","same-side matchup; pitcher baseline 8.0% barrel, 12.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.9,45.98,90.35,101.276,0.4005,0.1532,0.3179,74.67,47.38,41.64,24.15,16.3,0.178,7.99,39.17,89.78,0.4447,0.1757,26.75,Out To LF,83,Great American Ball Park,
70,575929,Willson Contreras,BOS,LAA,2026-07-06T01:30:00Z,Scheduled,4,Ryan Johnson,696270,R,53.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",58.7,37.9,28.2,90.4,50.0,68.7,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.4% barrel, 5.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,13.97,47.25,90.46,103.0569,0.5027,0.2366,0.3755,76.56,67.35,45.82,27.44,19.3,0.2327,7.38,38.45,88.45,0.4094,0.1595,33.25,,,Angel Stadium,
71,621020,Dansby Swanson,CHC,STL,2026-07-05T18:30:00Z,Pre-Game,8,Matthew Liberatore,669461,L,53.0,Longshot,Watch List,"Platoon Edge, Hot Hitter/Streak",41.9,59.3,42.8,52.4,78.0,83.2,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,5,Hot streak: 5 HR in last 7 games,"platoon edge; pitcher baseline 10.6% barrel, 17.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.46,43.95,90.08,100.0697,0.4126,0.1869,0.3149,71.32,8.64,45.87,32.48,18.4,0.2038,10.6,42.36,90.95,0.4769,0.1976,28.59,In From LF,70,Wrigley Field,
72,802139,JJ Wetherholt,STL,CHC,2026-07-05T18:30:00Z,Pre-Game,1,Javier Assad,665871,R,52.6,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",39.4,43.2,42.8,93.2,80.0,52.1,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,29,1,Contact streak: 10/29 over last 7 games,"platoon edge; pitcher baseline 6.7% barrel, 7.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.2,44.9,90.1,99.4898,0.441,0.177,0.355,72.5,22.7,38.7,30.8,13.0,0.149,6.65,47.12,89.9,0.4417,0.1663,25.94,In From LF,70,Wrigley Field,
73,691019,Kyle Teel,CWS,CLE,2026-07-05T18:00:00Z,Pre-Game,3,Tanner Bibee,676440,R,52.5,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",40.7,47.9,41.6,96.6,80.0,13.3,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,0,"Last 7 games: 5/24, 0 HR","platoon edge; pitcher baseline 8.9% barrel, 20.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.38,49.78,87.88,100.9213,0.3712,0.1335,0.3167,71.88,27.35,36.62,22.94,3.1,0.1191,8.87,40.94,89.41,0.4228,0.1737,27.27,In From RF,82,Progressive Field,
74,592518,Manny Machado,SD,LAD,2026-07-05T23:20:00Z,Scheduled,3,Emmet Sheehan,686218,R,52.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",48.6,47.1,27.6,92.1,50.0,71.6,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 10.3% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.22,45.9,90.87,101.7121,0.4369,0.1967,0.3277,74.64,44.4,39.94,27.52,20.0,0.2046,10.31,39.85,89.23,0.3929,0.1668,28.33,,,UNIQLO Field at Dodger Stadium,
75,665862,Jazz Chisholm Jr.,NYY,MIN,2026-07-05T17:35:00Z,Pre-Game,6,Joe Ryan,657746,R,52.2,Longshot,Watch List,"Strong Barrel, Platoon Edge",41.9,51.2,53.7,76.2,80.0,4.5,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,20,0,"Last 7 games: 3/20, 0 HR","platoon edge; pitcher baseline 11.0% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.45,41.2,90.05,100.2954,0.3977,0.1819,0.3082,73.27,34.06,52.61,29.49,17.7,0.1921,11.01,42.74,89.92,0.376,0.1635,29.61,In From RF,85,Yankee Stadium,
76,695734,Daylen Lile,WSH,PIT,2026-07-05T17:00:00Z,Pre-Game,5,Bubba Chandler,696149,R,52.0,Longshot,Watch List,"Platoon Edge, Hot Hitter/Streak",29.2,37.5,68.7,86.4,80.0,74.2,Yes,No,6,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 5 vs RotoWire 6,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.7% barrel, 6.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.74,36.53,87.99,98.4908,0.4245,0.1537,0.327,70.32,7.33,41.15,31.5,9.7,0.1738,7.65,38.11,89.64,0.3863,0.1581,27.14,Out To CF,93,Nationals Park,
77,547180,Bryce Harper,PHI,KC,2026-07-05T19:00:00Z,Pre-Game,3,Luinder Avila,679883,R,51.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",56.2,19.3,38.2,92.1,80.0,57.6,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 5.7% barrel, 3.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.16,47.15,90.6,102.1929,0.5305,0.2464,0.3946,74.27,46.54,38.68,26.96,22.1,0.2463,5.7,32.13,87.32,0.3326,0.1193,24.57,In From LF,84,Kauffman Stadium,
78,642715,Willy Adames,SF,COL,2026-07-05T20:00:00Z,Scheduled,6,Tanner Gordon,685299,R,51.9,Longshot,Watch List,"Projected Lineup, Strong Barrel",40.6,66.5,38.7,71.7,50.0,44.1,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,1,"Last 7 games: 7/24, 1 HR","same-side matchup; pitcher baseline 12.4% barrel, 9.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.15,41.61,88.55,99.2906,0.4049,0.1851,0.299,72.17,22.95,47.21,34.83,18.8,0.1974,12.41,43.93,91.15,0.4901,0.2188,33.53,,,Coors Field,
79,665487,Fernando Tatis,SD,LAD,2026-07-05T23:20:00Z,Scheduled,1,Emmet Sheehan,686218,R,51.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",50.7,47.1,27.6,88.7,50.0,53.7,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,30,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.3% barrel, 12.6 HR allowed",EV profile; pitcher fly-ball pressure modest,11.14,52.64,92.32,104.2747,0.4509,0.1694,0.3581,75.19,55.93,31.51,21.45,11.0,0.1234,10.31,39.85,89.23,0.3929,0.1668,28.33,,,UNIQLO Field at Dodger Stadium,
80,701807,Carson Benge,NYM,ATL,2026-07-05T16:30:00Z,Pre-Game,5,Martín Pérez,527048,L,51.6,Longshot,Watch List,Good Environment,36.4,41.6,71.9,86.4,50.0,43.9,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,31,1,"Last 7 games: 9/31, 1 HR","same-side matchup; pitcher baseline 9.3% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.1,41.9,89.5,100.1503,0.449,0.164,0.345,71.1,17.9,29.8,27.0,10.0,0.139,9.26,37.58,87.99,0.4255,0.1737,25.18,Out To LF,84,Truist Park,
81,608348,Carson Kelly,CHC,STL,2026-07-05T18:30:00Z,Pre-Game,4,Matthew Liberatore,669461,L,51.6,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",29.5,59.3,42.8,94.9,78.0,17.7,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,0,"Last 7 games: 5/21, 0 HR","platoon edge; pitcher baseline 10.6% barrel, 17.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.15,38.97,88.59,99.2876,0.3914,0.1491,0.321,70.96,8.75,39.78,25.57,7.9,0.1307,10.6,42.36,90.95,0.4769,0.1976,28.59,In From LF,70,Wrigley Field,
82,687221,Dalton Rushing,LAD,SD,2026-07-05T23:20:00Z,Scheduled,9,JP Sears,676664,L,51.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Pitcher Vulnerable, Hot Hitter/Streak",46.1,76.1,27.6,40.2,50.0,77.4,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,23,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 12.8% barrel, 11.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,12.67,44.95,89.96,101.8245,0.4175,0.1781,0.325,72.61,18.03,47.05,27.55,8.2,0.197,12.83,44.86,90.46,0.5489,0.2582,44.02,,,UNIQLO Field at Dodger Stadium,
83,605170,Victor Caratini,MIN,NYY,2026-07-05T17:35:00Z,Pre-Game,6,Ryan Weathers,677960,L,51.4,Longshot,Watch List,Platoon Edge,33.4,53.7,53.7,76.2,75.0,39.5,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,1,"Last 7 games: 6/23, 1 HR","switch hitter; pitcher baseline 10.7% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.77,39.44,89.12,99.0091,0.4166,0.1665,0.3374,71.32,15.69,38.06,25.23,8.5,0.1359,10.72,42.62,89.74,0.446,0.196,28.21,In From RF,85,Yankee Stadium,
84,682848,Endy Rodríguez,PIT,WSH,2026-07-05T17:00:00Z,Pre-Game,7,Cade Cavalli,676917,R,51.3,Longshot,Watch List,"Strong Barrel, Platoon Edge",45.8,29.3,68.7,64.3,75.0,62.4,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 6.3% barrel, 7.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,10.16,46.87,92.48,100.7901,0.4013,0.161,0.3358,72.2,21.36,42.43,34.27,3.5,0.1764,6.32,40.12,88.68,0.3832,0.1326,20.7,Out To CF,93,Nationals Park,
85,691176,Jasson Domínguez,NYY,MIN,2026-07-05T17:35:00Z,Pre-Game,3,Joe Ryan,657746,R,51.3,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",29.2,49.6,53.7,96.6,75.0,29.2,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","switch hitter; pitcher baseline 11.0% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.6,43.79,90.11,101.1034,0.3714,0.1148,0.2983,73.89,32.34,44.93,23.01,5.8,0.1751,11.01,42.74,89.92,0.376,0.1635,29.61,In From RF,85,Yankee Stadium,
86,641355,Cody Bellinger,NYY,MIN,2026-07-05T17:35:00Z,Pre-Game,4,Joe Ryan,657746,R,51.3,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",31.8,51.2,53.7,94.9,80.0,0.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,27,0,"Last 7 games: 2/27, 0 HR","platoon edge; pitcher baseline 11.0% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.29,37.34,88.79,98.5826,0.4299,0.1596,0.3482,69.68,3.84,42.75,32.41,16.4,0.187,11.01,42.74,89.92,0.376,0.1635,29.61,In From RF,85,Yankee Stadium,
87,805808,Kevin McGonigle,DET,TEX,2026-07-05T19:30:00Z,Pre-Game,1,Kumar Rocker,677958,R,51.3,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",35.7,46.3,41.1,93.2,80.0,39.2,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,1,"Last 7 games: 7/27, 1 HR","platoon edge; pitcher baseline 8.8% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.1,37.8,88.2,98.6653,0.45,0.178,0.369,71.4,18.0,39.9,34.3,7.0,0.139,8.79,44.14,89.94,0.4388,0.1717,21.39,None,72,Globe Life Field,
88,656811,Ryan O'Hearn,PIT,WSH,2026-07-05T17:00:00Z,Pre-Game,5,Cade Cavalli,676917,R,51.2,Longshot,Watch List,Platoon Edge,33.8,30.1,68.7,86.4,80.0,65.2,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.3% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.83,43.34,89.54,99.5198,0.4155,0.1551,0.3246,71.1,12.2,37.47,27.87,14.2,0.1728,6.32,40.12,88.68,0.3832,0.1326,20.7,Out To CF,93,Nationals Park,
89,608324,Alex Bregman,CHC,STL,2026-07-05T18:30:00Z,Pre-Game,2,Matthew Liberatore,669461,L,51.2,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",24.4,59.3,42.8,100.0,78.0,29.2,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","platoon edge; pitcher baseline 10.6% barrel, 17.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.2,39.57,88.42,98.3202,0.3801,0.1341,0.3223,70.23,5.15,47.56,23.59,10.3,0.1288,10.6,42.36,90.95,0.4769,0.1976,28.59,In From LF,70,Wrigley Field,
90,666018,Jonathan Aranda,TB,HOU,2026-07-05T19:30:00Z,Scheduled,2,Peter Lambert,663567,R,51.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",47.4,36.4,27.6,95.5,80.0,42.3,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,1,"Last 7 games: 7/25, 1 HR","platoon edge; pitcher baseline 6.8% barrel, 10.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.52,47.15,91.39,101.3461,0.4709,0.196,0.3715,70.15,12.51,30.96,28.66,13.3,0.1695,6.8,39.3,89.0,0.363,0.153,34.5,,,Daikin Park,
91,668715,Spencer Steer,CIN,BAL,2026-07-05T17:05:00Z,Pre-Game,5,Kyle Bradish,680694,R,50.7,Longshot,Watch List,"Strong Barrel, Good Environment",40.3,36.3,76.8,86.4,50.0,12.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,0,"Last 7 games: 4/20, 0 HR","same-side matchup; pitcher baseline 9.0% barrel, 8.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.38,37.26,88.91,98.9632,0.4268,0.1896,0.3273,70.97,6.96,47.01,29.95,15.4,0.1744,9.01,37.71,88.82,0.3648,0.1422,22.1,Out To LF,83,Great American Ball Park,
92,657757,Gavin Sheets,SD,LAD,2026-07-05T23:20:00Z,Scheduled,4,Emmet Sheehan,686218,R,50.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",40.5,47.1,27.6,90.4,80.0,39.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,19,1,"Last 7 games: 5/19, 1 HR","platoon edge; pitcher baseline 10.3% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.83,44.33,89.48,100.2674,0.4341,0.1802,0.3379,74.45,47.56,40.45,23.63,15.5,0.2106,10.31,39.85,89.23,0.3929,0.1668,28.33,,,UNIQLO Field at Dodger Stadium,
93,678554,Curtis Mead,WSH,PIT,2026-07-05T17:00:00Z,Pre-Game,3,Bubba Chandler,696149,R,50.6,Longshot,Watch List,Premium Lineup Spot,37.2,37.5,68.7,96.6,50.0,20.9,Yes,No,3,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,0,"Last 7 games: 7/27, 0 HR","same-side matchup; pitcher baseline 7.7% barrel, 6.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.12,39.7,87.78,99.7618,0.4284,0.1775,0.3366,72.81,30.76,41.86,31.77,10.7,0.1923,7.65,38.11,89.64,0.3863,0.1581,27.14,Out To CF,93,Nationals Park,
94,671732,Lawrence Butler,ATH,MIA,2026-07-05T20:30:00Z,Scheduled,4,Eury Pérez,691587,R,50.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",32.6,59.6,30.9,90.4,80.0,21.5,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,19,0,"Last 7 games: 5/19, 0 HR","platoon edge; pitcher baseline 13.1% barrel, 12.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.38,44.89,89.52,102.1404,0.3748,0.1353,0.3096,73.87,38.15,34.19,19.55,9.8,0.121,13.06,41.88,89.1,0.4185,0.2043,31.43,,,Sutter Health Park,
95,701538,Jackson Merrill,SD,LAD,2026-07-05T23:20:00Z,Scheduled,6,Emmet Sheehan,686218,R,50.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",45.5,47.1,27.6,71.7,80.0,53.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.3% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.9,45.28,89.77,100.4931,0.4375,0.1934,0.3176,73.05,27.95,37.91,28.03,11.8,0.1587,10.31,39.85,89.23,0.3929,0.1668,28.33,,,UNIQLO Field at Dodger Stadium,
96,553993,Eugenio Suárez,CIN,BAL,2026-07-05T17:05:00Z,Pre-Game,4,Kyle Bradish,680694,R,50.3,Longshot,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot",32.7,36.3,76.8,94.9,50.0,30.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,1,"Last 7 games: 5/25, 1 HR","same-side matchup; pitcher baseline 9.0% barrel, 8.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.1,34.09,88.1,99.2082,0.3615,0.161,0.2808,71.74,20.48,47.68,31.03,20.3,0.2,9.01,37.71,88.82,0.3648,0.1422,22.1,Out To LF,83,Great American Ball Park,
97,677800,Wilyer Abreu,BOS,LAA,2026-07-06T01:30:00Z,Scheduled,3,Ryan Johnson,696270,R,50.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",49.4,37.9,28.2,92.1,80.0,12.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,0,"Last 7 games: 5/25, 0 HR","platoon edge; pitcher baseline 7.4% barrel, 5.4 HR allowed",fly-ball profile; pitcher allows elevated contact,11.6,42.1,90.1,100.9218,0.4568,0.2061,0.3357,73.82,37.96,37.83,37.31,13.6,0.1828,7.38,38.45,88.45,0.4094,0.1595,33.25,,,Angel Stadium,
98,677588,José Tena,WSH,PIT,2026-07-05T17:00:00Z,Pre-Game,7,Bubba Chandler,696149,R,50.0,Longshot,Watch List,Platoon Edge,37.7,37.5,68.7,64.3,80.0,40.3,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,15,1,"Last 7 games: 4/15, 1 HR","platoon edge; pitcher baseline 7.7% barrel, 6.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.24,48.83,91.3,102.3814,0.3857,0.1371,0.3076,72.97,32.72,29.48,17.08,2.8,0.1442,7.65,38.11,89.64,0.3863,0.1581,27.14,Out To CF,93,Nationals Park,
99,690993,Colt Keith,DET,TEX,2026-07-05T19:30:00Z,Pre-Game,6,Kumar Rocker,677958,R,49.8,Longshot,Watch List,Platoon Edge,36.0,46.3,41.1,76.2,80.0,56.2,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.8% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.94,42.58,89.09,100.1195,0.43,0.1667,0.3256,71.54,16.3,38.15,27.91,8.1,0.1381,8.79,44.14,89.94,0.4388,0.1717,21.39,None,72,Globe Life Field,
100,677942,Blaze Alexander,BAL,CIN,2026-07-05T17:05:00Z,Pre-Game,9,Nick Lodolo,666157,L,49.5,Longshot,Watch List,"Good Environment, Platoon Edge",39.1,44.5,76.8,44.8,78.0,22.9,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,0,"Last 7 games: 6/22, 0 HR","platoon edge; pitcher baseline 8.0% barrel, 12.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.53,45.86,91.46,100.52,0.4181,0.1514,0.3309,72.31,24.9,32.83,22.13,4.2,0.1334,7.99,39.17,89.78,0.4447,0.1757,26.75,Out To LF,83,Great American Ball Park,
101,663656,Kyle Tucker,LAD,SD,2026-07-05T23:20:00Z,Scheduled,6,JP Sears,676664,L,49.4,Longshot,Watch List,"Projected Lineup, Pitcher Vulnerable",33.2,76.1,27.6,71.7,50.0,29.7,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,22,0,"Last 7 games: 7/22, 0 HR","same-side matchup; pitcher baseline 12.8% barrel, 11.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.16,39.63,89.33,99.0007,0.413,0.1528,0.3461,71.44,21.85,44.36,31.93,11.5,0.1567,12.83,44.86,90.46,0.5489,0.2582,44.02,,,UNIQLO Field at Dodger Stadium,
102,701358,Cam Smith,HOU,TB,2026-07-05T19:30:00Z,Scheduled,5,,,,49.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Hot Hitter/Streak",44.4,41.2,27.6,81.9,60.0,71.6,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,3,Hot streak: 3 HR in last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.75,43.74,88.95,101.7983,0.4362,0.1886,0.3285,76.39,66.36,35.18,24.37,10.4,0.1486,,,,,,,,,Daikin Park,
103,687515,Colby Thomas,ATH,MIA,2026-07-05T20:30:00Z,Scheduled,8,Eury Pérez,691587,R,49.1,Longshot,Watch List,"Projected Lineup, Strong Barrel",48.8,59.6,30.9,47.9,50.0,57.8,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 13.1% barrel, 12.7 HR allowed",fly-ball profile; pitcher allows elevated contact,11.62,41.04,91.01,101.2195,0.4,0.2019,0.2752,75.22,52.7,39.14,36.66,4.6,0.1773,13.06,41.88,89.1,0.4185,0.2043,31.43,,,Sutter Health Park,
