rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
232,805367,Chase Meidroth,CWS,MIN,2026-09-05T23:10:00Z,Scheduled,7,Taj Bradley,671737,R,33.3,Longshot,Watch List,Projected Lineup,11.7,47.9,27.6,59.8,50.0,18.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","same-side matchup; pitcher baseline 8.8% barrel, 20.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.42,34.56,87.57,97.2711,0.3337,0.0926,0.2951,67.12,1.25,38.4,20.05,9.9,0.1083,8.8,43.33,90.32,0.3864,0.1578,29.19,,,Rate Field,
233,669720,Austin Hays,SD,NYY,2026-09-05T23:15:00Z,Scheduled,7,Carlos Rodón,607074,L,33.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",20.2,32.8,22.6,59.8,78.0,0.8,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,16,0,"Last 7 games: 2/16, 0 HR","platoon edge; pitcher baseline 7.0% barrel, 10.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.67,38.26,86.28,98.3437,0.3554,0.1088,0.2762,72.53,23.44,48.47,21.23,5.9,0.1268,6.97,37.64,89.44,0.3517,0.1317,27.74,,,Petco Park,
234,500743,Miguel Rojas,LAD,WSH,2026-09-06T01:10:00Z,Scheduled,6,Cade Cavalli,676917,R,33.3,Longshot,Watch List,Projected Lineup,16.9,33.5,27.6,71.7,50.0,19.5,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,12,0,"Last 7 games: 3/12, 0 HR","same-side matchup; pitcher baseline 6.6% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.8,34.28,87.11,97.8808,0.3804,0.1076,0.306,68.8,5.0,36.36,22.33,4.2,0.1252,6.6,41.45,88.75,0.3783,0.1347,21.89,,,UNIQLO Field at Dodger Stadium,
235,663968,Jake Mangum,PIT,LAA,2026-09-05T22:40:00Z,Scheduled,8,Yusei Kikuchi,579328,L,33.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",6.0,53.1,24.3,47.9,75.0,27.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,20,0,"Last 7 games: 6/20, 0 HR","switch hitter; pitcher baseline 9.8% barrel, 12.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.21,29.06,86.04,96.6953,0.3276,0.0801,0.2816,67.58,3.87,28.0,15.28,3.7,0.0818,9.75,44.72,91.14,0.4532,0.1906,24.31,,,PNC Park,
236,669392,Samad Taylor,SD,NYY,2026-09-05T23:15:00Z,Scheduled,2,Carlos Rodón,607074,L,33.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",1.5,32.8,22.6,95.5,78.0,21.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,19,0,"Last 7 games: 5/19, 0 HR","platoon edge; pitcher baseline 7.0% barrel, 10.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.03,19.78,81.58,93.5152,0.307,0.0633,0.2768,68.32,2.73,30.53,12.78,0.7,0.056,6.97,37.64,89.44,0.3517,0.1317,27.74,,,Petco Park,
237,643289,Mauricio Dubon,ATL,PHI,2026-09-05T22:05:00Z,Scheduled,5,Zack Wheeler,554430,R,32.5,Longshot,Watch List,Projected Lineup,10.3,26.0,34.3,81.9,50.0,34.9,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,1,"Last 7 games: 6/26, 1 HR","same-side matchup; pitcher baseline 6.5% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.09,28.68,85.9,96.2318,0.3632,0.1015,0.2962,68.87,3.96,31.54,25.65,9.8,0.1196,6.5,34.8,86.98,0.3228,0.1212,25.74,,,Citizens Bank Park,
238,677587,Brayan Rocchio,CLE,DET,2026-09-05T22:10:00Z,Scheduled,9,Framber Valdez,664285,L,32.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",14.6,35.4,27.6,40.2,75.0,51.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 6.3% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.23,32.56,87.23,97.3628,0.3517,0.1081,0.2929,69.93,7.01,43.92,25.86,9.9,0.121,6.28,44.34,90.52,0.3903,0.1325,18.39,,,Progressive Field,
239,665926,Andres Gimenez,TOR,KC,2026-09-05T23:10:00Z,Scheduled,9,Seth Lugo,607625,R,32.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",7.2,53.4,23.2,40.2,80.0,17.7,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,0,"Last 7 games: 5/21, 0 HR","platoon edge; pitcher baseline 8.7% barrel, 20.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.21,25.6,85.74,95.9309,0.3344,0.0978,0.28,68.53,5.14,38.45,23.44,7.7,0.1086,8.65,43.66,90.14,0.4632,0.1904,28.9,,,Kauffman Stadium,
240,595978,Austin Hedges,CLE,DET,2026-09-05T22:10:00Z,Scheduled,8,Framber Valdez,664285,L,32.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",12.6,37.0,27.6,47.9,78.0,26.4,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,1,"Last 7 games: 4/23, 1 HR","platoon edge; pitcher baseline 6.3% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.17,31.78,87.01,97.7014,0.3043,0.0944,0.2665,69.89,10.16,48.79,24.22,5.0,0.116,6.28,44.34,90.52,0.3903,0.1325,18.39,,,Progressive Field,
241,695490,Edwin Arroyo,CIN,MIL,2026-09-05T22:40:00Z,Scheduled,8,Dustin May,669160,R,32.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",9.2,41.1,39.3,47.9,75.0,0.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,21,0,"Last 7 games: 2/21, 0 HR","switch hitter; pitcher baseline 7.7% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.7,27.4,88.0,96.2898,0.348,0.08,0.291,69.2,5.7,42.5,19.5,0.0,0.041,7.73,44.43,90.04,0.3999,0.149,24.73,,,Great American Ball Park,
242,664728,Kyle Isbel,KC,TOR,2026-09-05T23:10:00Z,Scheduled,9,Max Scherzer,453286,R,32.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",12.4,47.6,23.2,40.2,80.0,8.1,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,0,"Last 7 games: 4/23, 0 HR","platoon edge; pitcher baseline 10.1% barrel, 14.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,2.65,34.14,88.22,98.9119,0.3082,0.0812,0.2608,71.1,13.48,33.09,19.57,5.4,0.112,10.09,35.47,88.02,0.4249,0.189,33.53,,,Kauffman Stadium,
243,694224,Gabriel Gonzalez,MIN,CWS,2026-09-05T23:10:00Z,Scheduled,6,Anthony Kay,641743,L,32.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",1.8,40.8,27.6,71.7,78.0,12.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,5,1,5,0,"Last 5 games: 1/5, 0 HR","platoon edge; pitcher baseline 8.5% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,0.0,71.9,78.1094,0.09,0.006,0.315,69.2,6.3,0.0,0.0,0.0,0.0,8.5,39.1,88.3,0.413,0.154,22.2,,,Rate Field,
244,672016,Denzel Clarke,ATH,SEA,2026-09-06T01:40:00Z,Scheduled,8,George Kirby,669923,R,32.1,Longshot,Watch List,Projected Lineup,21.3,40.7,25.4,47.9,50.0,7.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,12,0,"Last 7 games: 2/12, 0 HR","same-side matchup; pitcher baseline 7.3% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.9,42.28,89.44,102.3279,0.2359,0.0548,0.2185,76.05,61.86,49.15,10.79,0.9,0.0545,7.34,41.73,89.83,0.4004,0.1444,24.66,,,T-Mobile Park,
245,680757,Steven Kwan,CLE,DET,2026-09-05T22:10:00Z,Scheduled,1,Framber Valdez,664285,L,31.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",2.5,37.0,27.6,88.7,50.0,22.4,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,0,"Last 7 games: 7/26, 0 HR","same-side matchup; pitcher baseline 6.3% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.92,12.37,84.52,92.6366,0.3422,0.072,0.3184,62.8,0.31,28.37,23.09,4.7,0.0705,6.28,44.34,90.52,0.3903,0.1325,18.39,,,Progressive Field,
246,701162,Ben Malgeri,DET,CLE,2026-09-05T22:10:00Z,Scheduled,8,Parker Messick,800048,L,31.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",26.6,18.3,27.6,47.9,78.0,15.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,0,"Last 7 games: 4/18, 0 HR","platoon edge; pitcher baseline 5.0% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.1,45.8,90.8,100.9231,0.348,0.107,0.316,68.8,3.8,39.0,25.4,3.0,0.131,4.96,31.55,87.54,0.3379,0.1142,21.12,,,Progressive Field,
247,645305,Ali Sanchez,NYY,SD,2026-09-05T23:15:00Z,Scheduled,9,Robbie Ray,592662,L,31.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",11.7,49.7,22.6,40.2,78.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,9,0,"Last 7 games: 0/9, 0 HR","platoon edge; pitcher baseline 9.0% barrel, 20.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.75,29.86,84.31,96.1167,0.3183,0.0903,0.2487,70.21,8.61,37.14,19.84,0.7,0.0779,9.04,39.8,89.74,0.4088,0.1758,34.29,,,Petco Park,
248,691594,Javier Sanoja,MIA,CHC,2026-09-05T20:10:00Z,Pre-Game,9,Javier Assad,665871,R,31.5,Longshot,Watch List,No major boost,9.9,39.2,35.0,44.8,50.0,55.9,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,1,Contact streak: 10/27 over last 7 games,"same-side matchup; pitcher baseline 6.0% barrel, 11.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.94,31.78,87.24,97.3256,0.3427,0.0809,0.2862,68.86,6.46,37.8,19.11,6.7,0.1453,6.02,43.97,89.62,0.4253,0.1565,26.5,None,72,loanDepot park,
249,699115,Carlos Jorge,CIN,MIL,2026-09-05T22:40:00Z,Scheduled,9,Dustin May,669160,R,31.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",7.9,42.5,39.3,40.2,80.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,1,0,1,0,"Last 1 games: 0/1, 0 HR","platoon edge; pitcher baseline 7.7% barrel, 13.3 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,0.0,0.0,84.2,84.2,0.009,0.001,0.008,67.1,0.0,0.0,100.0,0.0,0.0,7.73,44.43,90.04,0.3999,0.149,24.73,,,Great American Ball Park,
250,666023,Freddy Fermin,SD,NYY,2026-09-05T23:15:00Z,Scheduled,8,Carlos Rodón,607074,L,30.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",15.7,32.8,22.6,47.9,78.0,12.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,0,"Last 7 games: 4/20, 0 HR","platoon edge; pitcher baseline 7.0% barrel, 10.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.13,30.95,88.05,97.3554,0.3273,0.1058,0.2735,69.78,6.35,36.85,27.65,4.3,0.1027,6.97,37.64,89.44,0.3517,0.1317,27.74,,,Petco Park,
251,670764,Taylor Walls,TB,TEX,2026-09-05T23:05:00Z,Scheduled,9,Jacob deGrom,594798,R,30.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",5.8,45.2,27.6,40.2,75.0,25.8,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,0,"Last 7 games: 7/24, 0 HR","switch hitter; pitcher baseline 8.5% barrel, 19.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.29,23.39,86.09,95.4693,0.274,0.078,0.2526,68.35,2.13,38.68,29.12,2.6,0.0822,8.46,43.58,90.31,0.3875,0.1588,29.53,,,Globe Life Field,
252,696285,Jacob Young,WSH,LAD,2026-09-06T01:10:00Z,Scheduled,8,Tyler Glasnow,607192,R,30.0,Longshot,Watch List,Projected Lineup,17.4,31.0,27.6,47.9,50.0,28.9,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,16,0,"Last 7 games: 5/16, 0 HR","same-side matchup; pitcher baseline 7.9% barrel, 6.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.84,31.96,87.67,97.8615,0.3724,0.1125,0.3124,69.21,2.16,35.42,24.14,7.6,0.1183,7.86,37.75,89.39,0.3135,0.1245,25.42,,,UNIQLO Field at Dodger Stadium,
253,672724,Oswald Peraza,LAA,PIT,2026-09-05T22:40:00Z,Scheduled,8,Braxton Ashcraft,677952,R,29.7,Longshot,Watch List,Projected Lineup,21.0,31.7,24.3,47.9,50.0,5.7,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,0,"Last 7 games: 3/19, 0 HR","same-side matchup; pitcher baseline 5.8% barrel, 15.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.56,36.35,87.1,99.408,0.3235,0.1106,0.2641,72.83,29.09,36.62,20.94,6.4,0.107,5.75,40.74,89.19,0.3629,0.1297,24.34,,,PNC Park,
254,675961,Alika Williams,ATH,SEA,2026-09-06T01:40:00Z,Scheduled,9,George Kirby,669923,R,29.7,Longshot,Watch List,Projected Lineup,7.9,40.7,25.4,40.2,50.0,68.7,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.3% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.8,34.1,85.0,97.2484,0.296,0.077,0.248,69.4,3.3,40.0,23.8,4.0,0.172,7.34,41.73,89.83,0.4004,0.1444,24.66,,,T-Mobile Park,
255,676391,Ernie Clement,TOR,KC,2026-09-05T23:10:00Z,Scheduled,8,Seth Lugo,607625,R,29.3,Longshot,Watch List,Projected Lineup,4.7,53.4,23.2,47.9,50.0,6.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","same-side matchup; pitcher baseline 8.7% barrel, 20.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.19,21.87,84.85,94.5721,0.3373,0.0846,0.2736,67.39,2.68,40.38,27.06,9.0,0.1147,8.65,43.66,90.14,0.4632,0.1904,28.9,,,Kauffman Stadium,
256,702332,Caleb Durbin,BOS,BAL,2026-09-05T23:05:00Z,Scheduled,7,Chris Bassitt,605135,R,26.3,Longshot,Watch List,Projected Lineup,3.6,30.4,32.1,59.8,50.0,3.4,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,21,0,"Last 7 games: 3/21, 0 HR","same-side matchup; pitcher baseline 6.2% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.02,25.99,83.94,95.61,0.3305,0.0888,0.2952,68.81,4.95,40.32,19.75,11.7,0.1324,6.19,36.25,87.7,0.414,0.1378,23.14,,,Oriole Park at Camden Yards,
257,703601,Max Clark,DET,CLE,2026-09-05T22:10:00Z,Scheduled,9,Parker Messick,800048,L,26.2,Longshot,Watch List,Projected Lineup,17.6,18.3,27.6,40.2,50.0,34.2,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,0,Contact streak: 8/23 over last 7 games,"same-side matchup; pitcher baseline 5.0% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.1,39.3,87.0,98.3319,0.376,0.088,0.321,73.4,27.9,38.2,23.6,2.0,0.169,4.96,31.55,87.54,0.3379,0.1142,21.12,,,Progressive Field,
258,630105,Jake Cronenworth,SD,NYY,2026-09-05T23:15:00Z,Scheduled,9,Carlos Rodón,607074,L,26.2,Longshot,Watch List,Projected Lineup,14.6,32.8,22.6,40.2,50.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,23,0,"Last 7 games: 1/23, 0 HR","same-side matchup; pitcher baseline 7.0% barrel, 10.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.03,32.14,87.66,97.7486,0.3145,0.0972,0.2875,71.32,17.39,31.75,23.84,6.1,0.0918,6.97,37.64,89.44,0.3517,0.1317,27.74,,,Petco Park,
259,683083,Nasim Nunez,WSH,LAD,2026-09-06T01:10:00Z,Scheduled,9,Tyler Glasnow,607192,R,25.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",5.6,30.3,27.6,40.2,75.0,5.7,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,0,"Last 7 games: 3/19, 0 HR","switch hitter; pitcher baseline 7.9% barrel, 6.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.04,27.99,86.15,96.1409,0.304,0.0762,0.2757,68.67,4.7,31.15,19.94,1.9,0.0755,7.86,37.75,89.39,0.3135,0.1245,25.42,,,UNIQLO Field at Dodger Stadium,
260,683227,Cody Freeman,TEX,TB,2026-09-05T23:05:00Z,Scheduled,8,Drew Rasmussen,656876,R,24.8,Longshot,Watch List,Projected Lineup,0.7,29.0,27.6,47.9,50.0,44.1,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,1,"Last 7 games: 7/24, 1 HR","same-side matchup; pitcher baseline 6.0% barrel, 14.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.38,21.95,83.71,94.3009,0.2644,0.0653,0.2437,66.95,0.45,40.48,20.91,1.6,0.0916,6.02,37.14,88.99,0.3568,0.125,23.03,,,Globe Life Field,
261,623168,Tyler Heineman,LAA,PIT,2026-09-05T22:40:00Z,Scheduled,9,Braxton Ashcraft,677952,R,23.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",0.4,30.0,24.3,40.2,75.0,7.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,12,0,"Last 7 games: 2/12, 0 HR","switch hitter; pitcher baseline 5.8% barrel, 15.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.45,14.91,82.23,92.3403,0.2741,0.0552,0.252,65.54,0.49,44.55,21.96,1.6,0.0745,5.75,40.74,89.19,0.3629,0.1297,24.34,,,PNC Park,
