rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
68,664023,Ian Happ,CHC,WSH,2026-08-12T22:45:00Z,Scheduled,5,Jackson Kent,800600,L,49.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",44.3,40.2,28.2,81.9,75.0,56.2,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.24,42.65,89.51,100.8917,0.4129,0.1958,0.3232,71.88,19.06,43.84,33.02,20.9,0.1959,,,,,,,,,Nationals Park,
69,682674,Victor Bericoto,SF,HOU,2026-08-12T19:45:00Z,Scheduled,5,,,,49.3,Longshot,Watch List,"Projected Lineup, Strong Barrel",53.7,41.2,19.3,81.9,60.0,39.2,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,1,"Last 7 games: 7/27, 1 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.0,46.5,88.5,99.9079,0.457,0.24,0.289,74.3,45.7,37.2,27.9,4.0,0.259,,,,,,,,,Oracle Park,
70,650490,Yandy Diaz,TB,ATH,2026-08-12T19:05:00Z,Scheduled,1,,,,49.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",41.4,41.2,30.9,88.7,60.0,64.1,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,33,2,Hot streak: 2 HR in last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.32,49.35,91.6,103.2765,0.452,0.1649,0.3565,73.71,38.21,22.62,20.21,18.7,0.1673,,,,,,,,,Sutter Health Park,
71,691781,Brady House,WSH,CHC,2026-08-12T22:45:00Z,Scheduled,3,David Peterson,656849,L,49.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",42.1,37.4,28.2,92.1,78.0,43.2,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,1,"Last 7 games: 6/21, 1 HR","platoon edge; pitcher baseline 6.7% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.83,46.86,89.73,101.906,0.4246,0.1679,0.3141,73.31,31.37,33.24,26.14,6.8,0.1433,6.68,42.85,89.76,0.4182,0.1454,19.71,,,Nationals Park,
72,702616,Jackson Holliday,BAL,MIN,2026-08-12T17:40:00Z,Scheduled,3,Zebby Matthews,805673,R,48.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",28.5,56.3,27.1,92.1,80.0,36.3,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,1,"Last 7 games: 6/25, 1 HR","platoon edge; pitcher baseline 11.6% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.01,38.0,87.75,98.3612,0.383,0.1448,0.3182,70.6,7.69,36.39,25.52,9.3,0.1414,11.58,40.06,90.11,0.4463,0.1872,27.66,,,Target Field,
73,668804,Bryan Reynolds,PIT,MIA,2026-08-12T22:40:00Z,Scheduled,3,Janson Junk,676083,R,48.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",45.6,43.3,21.5,92.1,75.0,10.8,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,0,"Last 7 games: 5/26, 0 HR","switch hitter; pitcher baseline 7.9% barrel, 10.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.8,46.21,90.78,101.8597,0.4358,0.1862,0.3471,72.55,28.16,40.36,25.25,15.3,0.1696,7.87,43.17,90.69,0.4257,0.1641,23.43,,,loanDepot park,
74,664983,Jake McCarthy,COL,AZ,2026-08-12T19:40:00Z,Scheduled,1,Merrill Kelly,518876,R,48.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",15.8,65.4,28.2,88.7,80.0,81.7,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,14,30,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 11.7% barrel, 23.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.23,27.39,85.05,96.8269,0.402,0.1371,0.3105,70.68,11.3,38.15,21.59,10.3,0.1893,11.68,43.99,90.2,0.5115,0.2265,26.29,,,Chase Field,
75,665862,Jazz Chisholm,NYY,SEA,2026-08-12T23:05:00Z,Scheduled,5,Bryce Miller,682243,R,48.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",43.7,37.3,38.2,81.9,80.0,20.8,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,1,"Last 7 games: 3/22, 1 HR","platoon edge; pitcher baseline 7.5% barrel, 14.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.87,42.6,90.33,100.5689,0.4005,0.1833,0.3061,73.41,34.35,53.1,29.35,21.2,0.1977,7.51,36.14,88.62,0.3804,0.1533,31.93,,,Yankee Stadium,
76,669003,Garrett Mitchell,MIL,SD,2026-08-12T20:10:00Z,Scheduled,3,Robbie Ray,592662,L,48.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",48.1,47.4,22.6,92.1,50.0,9.3,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,0,"Last 7 games: 4/22, 0 HR","same-side matchup; pitcher baseline 8.7% barrel, 17.8 HR allowed",EV profile; pitcher allows elevated contact,11.25,48.43,92.15,103.6018,0.411,0.1638,0.3307,77.08,77.02,33.02,17.83,5.6,0.1363,8.69,39.87,89.67,0.4046,0.1695,33.87,,,Petco Park,
77,592518,Manny Machado,SD,MIL,2026-08-12T20:10:00Z,Scheduled,3,Dustin May,669160,R,48.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",50.4,42.2,22.6,92.1,50.0,19.5,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,0,"Last 7 games: 6/24, 0 HR","same-side matchup; pitcher baseline 7.5% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.29,46.39,91.36,101.8738,0.4502,0.2002,0.3368,74.64,44.58,40.36,28.71,24.2,0.1997,7.52,45.34,90.25,0.3992,0.1476,24.52,,,Petco Park,
78,676475,Alec Burleson,STL,PHI,2026-08-12T18:15:00Z,Scheduled,4,Zack Wheeler,554430,R,48.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",53.8,23.9,22.1,90.4,80.0,34.4,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,1,"Last 7 games: 5/22, 1 HR","platoon edge; pitcher baseline 6.4% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.97,47.34,91.63,101.9356,0.5186,0.2298,0.373,73.14,32.88,44.17,27.82,18.7,0.1879,6.36,34.66,86.91,0.3151,0.1156,25.95,,,Busch Stadium,
79,671218,Heliot Ramos,NYY,SEA,2026-08-12T23:05:00Z,Scheduled,3,Bryce Miller,682243,R,48.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",49.6,37.3,38.2,92.1,50.0,0.0,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","same-side matchup; pitcher baseline 7.5% barrel, 14.2 HR allowed",EV profile; pitcher allows elevated contact,12.16,48.73,92.08,102.9607,0.438,0.182,0.3242,72.85,30.16,34.15,22.11,12.6,0.1531,7.51,36.14,88.62,0.3804,0.1533,31.93,,,Yankee Stadium,
80,664034,Ty France,SD,MIL,2026-08-12T20:10:00Z,Scheduled,4,Dustin May,669160,R,48.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",45.4,42.2,22.6,90.4,50.0,50.3,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,1,Contact streak: 8/24 over last 7 games,"same-side matchup; pitcher baseline 7.5% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.08,47.49,91.46,101.3291,0.4397,0.1835,0.3308,71.77,18.9,36.29,25.46,14.0,0.1961,7.52,45.34,90.25,0.3992,0.1476,24.52,,,Petco Park,
81,686611,Dylan Crews,WSH,CHC,2026-08-12T22:45:00Z,Scheduled,1,David Peterson,656849,L,48.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",42.8,37.4,28.2,88.7,78.0,24.5,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,31,1,"Last 7 games: 5/31, 1 HR","platoon edge; pitcher baseline 6.7% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.15,42.48,90.4,101.3197,0.4161,0.179,0.3182,73.69,35.55,34.08,28.54,9.3,0.1461,6.68,42.85,89.76,0.4182,0.1454,19.71,,,Nationals Park,
82,681715,Heriberto Hernandez,MIA,PIT,2026-08-12T22:40:00Z,Scheduled,4,Carmen Mlodzinski,669387,R,47.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",53.2,40.8,21.5,90.4,50.0,4.2,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,0,"Last 7 games: 4/27, 0 HR","same-side matchup; pitcher baseline 7.1% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.63,48.48,91.25,101.6432,0.4595,0.2145,0.3375,74.28,46.51,45.98,30.41,14.2,0.2063,7.08,44.72,90.48,0.4216,0.1448,23.67,,,loanDepot park,
83,683748,Victor Mesa,TB,ATH,2026-08-12T19:05:00Z,Scheduled,6,,,,47.6,Longshot,Watch List,"Projected Lineup, Strong Barrel",45.0,41.2,30.9,71.7,60.0,56.2,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,2,Hot streak: 2 HR in last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.02,40.87,89.84,100.2492,0.4297,0.1963,0.3242,73.58,31.34,43.81,32.16,6.6,0.2099,,,,,,,,,Sutter Health Park,
84,694249,Cole Carrigg,COL,AZ,2026-08-12T19:40:00Z,Scheduled,3,Merrill Kelly,518876,R,47.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",23.1,63.6,28.2,92.1,75.0,15.3,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,0,"Last 7 games: 6/27, 0 HR","switch hitter; pitcher baseline 11.7% barrel, 23.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.2,32.1,86.7,98.1842,0.399,0.14,0.332,73.8,38.9,45.5,28.4,5.0,0.201,11.68,43.99,90.2,0.5115,0.2265,26.29,,,Chase Field,
85,683737,Michael Busch,CHC,WSH,2026-08-12T22:45:00Z,Scheduled,3,Jackson Kent,800600,L,47.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",44.8,41.2,28.2,92.1,50.0,22.0,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,0,"Last 7 games: 8/30, 0 HR","same-side matchup; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.64,41.77,89.4,99.6519,0.45,0.2062,0.3486,68.83,5.57,40.42,34.48,20.0,0.1815,,,,,,,,,Nationals Park,
86,642350,Jose Siri,LAA,TEX,2026-08-13T02:10:00Z,Scheduled,7,Cal Quantrill,615698,R,47.4,Longshot,Watch List,"Projected Lineup, Strong Barrel",47.4,48.5,28.2,59.8,50.0,60.3,No,Yes,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,18,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.5% barrel, 12.9 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,15.17,39.18,87.28,99.7617,0.3802,0.1938,0.2799,73.22,35.22,31.69,42.27,4.9,0.1754,9.49,37.16,88.86,0.4547,0.1926,29.78,,,Angel Stadium,
87,701807,Carson Benge,NYM,ATL,2026-08-12T23:15:00Z,Scheduled,5,Tyler Mahle,641816,R,47.3,Longshot,Watch List,"Projected Lineup, Platoon Edge, Hot Hitter/Streak",34.4,37.0,30.9,81.9,80.0,75.6,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.3% barrel, 11.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.7,40.9,89.4,100.019,0.442,0.159,0.344,70.9,17.4,32.3,25.9,13.0,0.139,7.3,36.89,89.48,0.3948,0.1502,27.68,,,Truist Park,
88,641857,Ryan McMahon,NYY,SEA,2026-08-12T23:05:00Z,Scheduled,8,Bryce Miller,682243,R,47.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",49.3,37.3,38.2,47.9,80.0,47.7,No,Yes,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,19,1,"Last 7 games: 6/19, 1 HR","platoon edge; pitcher baseline 7.5% barrel, 14.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.98,49.31,91.9,102.2383,0.4071,0.1758,0.3122,74.49,46.55,40.29,31.47,13.0,0.1621,7.51,36.14,88.62,0.3804,0.1533,31.93,,,Yankee Stadium,
89,691023,Jordan Walker,STL,PHI,2026-08-12T18:15:00Z,Scheduled,3,Zack Wheeler,554430,R,47.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",55.6,23.9,22.1,92.1,50.0,46.9,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,1,"Last 7 games: 9/29, 1 HR","same-side matchup; pitcher baseline 6.4% barrel, 15.5 HR allowed",EV profile; pitcher fly-ball pressure modest,12.58,48.32,92.58,104.7741,0.4498,0.1942,0.3319,78.87,83.05,38.59,23.42,17.9,0.1708,6.36,34.66,86.91,0.3151,0.1156,25.95,,,Busch Stadium,
90,691720,Kyle Karros,COL,AZ,2026-08-12T19:40:00Z,Scheduled,2,Merrill Kelly,518876,R,47.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",24.2,65.4,28.2,95.5,50.0,26.4,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,1,"Last 7 games: 4/23, 1 HR","same-side matchup; pitcher baseline 11.7% barrel, 23.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.76,39.3,89.23,99.6185,0.3593,0.118,0.314,69.87,5.37,39.36,23.78,6.6,0.121,11.68,43.99,90.2,0.5115,0.2265,26.29,,,Chase Field,
91,668904,Royce Lewis,MIN,BAL,2026-08-12T17:40:00Z,Scheduled,5,Shane Baz,669358,R,47.0,Longshot,Watch List,"Projected Lineup, Strong Barrel",44.5,40.3,27.1,81.9,50.0,52.1,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,29,1,Contact streak: 10/29 over last 7 games,"same-side matchup; pitcher baseline 7.5% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.36,42.4,90.01,101.0663,0.4119,0.174,0.3131,74.65,49.89,46.51,30.71,13.0,0.1762,7.47,41.36,89.98,0.3951,0.1483,24.94,,,Target Field,
92,682626,Francisco Alvarez,NYM,ATL,2026-08-12T23:15:00Z,Scheduled,7,Tyler Mahle,641816,R,47.0,Longshot,Watch List,"Projected Lineup, Strong Barrel",56.7,37.0,30.9,59.8,50.0,37.8,No,Yes,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,1,"Last 7 games: 6/24, 1 HR","same-side matchup; pitcher baseline 7.3% barrel, 11.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.39,47.3,91.0,102.796,0.4573,0.2157,0.3414,74.11,42.81,39.78,24.89,12.4,0.1868,7.3,36.89,89.48,0.3948,0.1502,27.68,,,Truist Park,
93,663586,Austin Riley,ATL,NYM,2026-08-12T23:15:00Z,Scheduled,8,Zac Thornton,804267,L,47.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",51.2,42.0,30.9,47.9,78.0,32.9,No,Yes,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,1,"Last 7 games: 5/23, 1 HR","platoon edge; pitcher baseline 8.8% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.54,46.07,91.32,102.7844,0.409,0.1893,0.3062,75.83,59.15,39.52,30.59,14.6,0.1512,8.8,39.8,89.3,0.423,0.155,29.2,,,Truist Park,
94,695670,Harry Ford,WSH,CHC,2026-08-12T22:45:00Z,Scheduled,5,David Peterson,656849,L,46.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",41.0,37.4,28.2,81.9,78.0,31.9,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,1,"Last 7 games: 4/19, 1 HR","platoon edge; pitcher baseline 6.7% barrel, 11.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,15.9,34.6,86.27,97.6761,0.3231,0.1801,0.2646,69.27,4.44,29.9,45.8,1.4,0.1799,6.68,42.85,89.76,0.4182,0.1454,19.71,,,Nationals Park,
95,661388,William Contreras,MIL,SD,2026-08-12T20:10:00Z,Scheduled,5,Robbie Ray,592662,L,46.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",36.9,47.4,22.6,81.9,78.0,24.3,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,1,"Last 7 games: 4/25, 1 HR","platoon edge; pitcher baseline 8.7% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.17,44.51,90.19,101.4734,0.4224,0.1646,0.3301,73.2,34.97,36.25,24.01,12.8,0.1278,8.69,39.87,89.67,0.4046,0.1695,33.87,,,Petco Park,
96,694671,Wyatt Langford,TEX,LAA,2026-08-13T02:10:00Z,Scheduled,2,George Klassen,691946,R,46.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",40.9,45.7,28.2,95.5,50.0,0.0,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,21,0,"Last 7 games: 2/21, 0 HR","same-side matchup; pitcher baseline 13.8% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.87,41.19,90.0,100.7557,0.413,0.1785,0.3187,72.75,25.82,42.05,29.76,15.7,0.2082,13.8,31.0,86.5,0.441,0.168,24.1,,,Angel Stadium,
97,682928,CJ Abrams,WSH,CHC,2026-08-12T22:45:00Z,Scheduled,4,David Peterson,656849,L,46.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",41.1,37.4,28.2,90.4,50.0,47.2,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,32,1,"Last 7 games: 10/32, 1 HR","same-side matchup; pitcher baseline 6.7% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.7,41.37,89.47,100.0782,0.4423,0.1854,0.3363,72.75,27.61,43.38,28.52,25.3,0.2327,6.68,42.85,89.76,0.4182,0.1454,19.71,,,Nationals Park,
98,806146,George Lombard,NYY,SEA,2026-08-12T23:05:00Z,Scheduled,6,Bryce Miller,682243,R,46.3,Longshot,Watch List,"Projected Lineup, Strong Barrel",42.5,37.3,38.2,71.7,50.0,61.5,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,6,6,21,2,Hot streak: 2 HR in last 6 games,"same-side matchup; pitcher baseline 7.5% barrel, 14.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,16.7,41.7,84.7,98.8973,0.435,0.17,0.359,70.9,11.8,33.3,25.0,2.0,0.353,7.51,36.14,88.62,0.3804,0.1533,31.93,,,Yankee Stadium,
99,680777,Ryan Jeffers,MIN,BAL,2026-08-12T17:40:00Z,Scheduled,2,Shane Baz,669358,R,46.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",40.4,40.3,27.1,95.5,50.0,21.1,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,0,"Last 7 games: 6/23, 0 HR","same-side matchup; pitcher baseline 7.5% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.66,41.12,89.37,100.9724,0.4378,0.1829,0.3537,72.93,35.49,36.83,27.47,9.7,0.1912,7.47,41.36,89.98,0.3951,0.1483,24.94,,,Target Field,
100,642715,Willy Adames,SF,HOU,2026-08-12T19:45:00Z,Scheduled,2,,,,45.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",37.4,41.2,19.3,95.5,60.0,37.8,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,1,"Last 7 games: 6/24, 1 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.73,39.72,87.85,99.063,0.3958,0.1767,0.3011,72.21,24.04,48.12,34.83,22.3,0.1911,,,,,,,,,Oracle Park,
101,668930,Brice Turang,MIL,SD,2026-08-12T20:10:00Z,Scheduled,1,Robbie Ray,592662,L,45.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",38.6,47.4,22.6,88.7,50.0,24.9,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,0,"Last 7 games: 8/28, 0 HR","same-side matchup; pitcher baseline 8.7% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.14,44.25,90.75,100.5481,0.4353,0.1768,0.342,70.25,13.13,27.09,24.34,16.6,0.1729,8.69,39.87,89.67,0.4046,0.1695,33.87,,,Petco Park,
102,607208,Trea Turner,PHI,STL,2026-08-12T18:15:00Z,Scheduled,2,Kyle Leahy,681517,R,45.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",28.1,54.3,22.1,95.5,50.0,40.3,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,1,"Last 7 games: 8/30, 1 HR","same-side matchup; pitcher baseline 10.4% barrel, 9.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.29,40.91,88.74,99.4736,0.3876,0.1316,0.3056,71.52,19.21,35.17,25.06,16.4,0.1523,10.43,47.18,90.78,0.4492,0.1754,21.84,,,Busch Stadium,
