rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
209,680776,Jarren Duran,BOS,ATH,2026-07-29T01:40:00Z,Scheduled,8,Gage Jump,695611,L,38.6,Longshot,Watch List,"Projected Lineup, Strong Barrel",38.2,37.3,30.9,47.9,50.0,24.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,0,"Last 7 games: 7/25, 0 HR","same-side matchup; pitcher baseline 6.3% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.12,41.06,90.19,101.8827,0.3834,0.1501,0.3029,74.94,49.53,39.25,22.37,13.9,0.1573,6.3,43.1,90.3,0.4,0.144,26.9,,,Sutter Health Park,
210,701305,Zach Dezenzo,HOU,LAA,2026-07-29T01:38:00Z,Scheduled,8,Reid Detmers,672282,L,38.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",29.6,36.9,28.2,47.9,78.0,32.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,18,0,Contact streak: 6/18 over last 7 games,"platoon edge; pitcher baseline 7.8% barrel, 10.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.57,34.0,85.94,98.2148,0.3462,0.1345,0.2803,74.62,44.85,41.96,22.15,1.3,0.1073,7.78,39.3,89.89,0.3567,0.1341,27.64,,,Angel Stadium,
211,694384,Nolan Schanuel,LAA,HOU,2026-07-29T01:38:00Z,Scheduled,3,Peter Lambert,663567,R,37.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",12.6,34.0,28.2,92.1,80.0,25.8,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,0,"Last 7 games: 7/24, 0 HR","platoon edge; pitcher baseline 6.8% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.17,31.17,87.29,96.9406,0.3845,0.1064,0.3305,67.85,6.03,40.24,20.8,7.8,0.1152,6.8,37.6,89.0,0.348,0.142,33.5,,,Angel Stadium,
212,642215,Weston Wilson,SEA,LAD,2026-07-29T02:10:00Z,Scheduled,8,Justin Wrobleski,680736,L,37.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",25.7,37.9,27.6,47.9,78.0,43.2,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,14,1,"Last 7 games: 4/14, 1 HR","platoon edge; pitcher baseline 6.4% barrel, 7.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.57,34.21,87.23,98.236,0.3325,0.1312,0.2761,72.98,29.66,47.06,31.38,3.6,0.1598,6.39,44.09,90.39,0.3961,0.1388,27.3,,,UNIQLO Field at Dodger Stadium,
213,669701,Josh Smith,TEX,TB,2026-07-28T22:40:00Z,Pre-Game,8,Griffin Jax,643377,R,37.5,Longshot,Watch List,Platoon Edge,16.4,46.5,41.1,52.4,80.0,4.2,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,0,"Last 7 games: 4/27, 0 HR","platoon edge; pitcher baseline 10.0% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.49,30.68,86.85,97.3362,0.3296,0.1106,0.282,69.1,3.42,34.9,29.21,3.7,0.0765,10.03,41.16,88.92,0.422,0.1674,23.72,None,72,Tropicana Field,
214,661388,William Contreras,MIL,SF,2026-07-29T01:45:00Z,Scheduled,4,Landen Roupp,694738,R,37.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",37.2,19.9,19.3,90.4,50.0,4.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,0,"Last 7 games: 4/27, 0 HR","same-side matchup; pitcher baseline 5.5% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.1,44.72,90.4,101.5425,0.4266,0.1646,0.3322,73.2,35.14,36.18,23.73,12.1,0.1243,5.54,32.02,87.14,0.3499,0.1183,21.68,,,Oracle Park,
215,683734,Andrew Vaughn,MIL,SF,2026-07-29T01:45:00Z,Scheduled,6,Landen Roupp,694738,R,37.2,Longshot,Watch List,Projected Lineup,35.4,19.9,19.3,71.7,50.0,66.4,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,22,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 5.5% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.38,43.92,90.69,99.8777,0.4272,0.1507,0.3455,70.42,11.08,34.77,25.46,7.0,0.1738,5.54,32.02,87.14,0.3499,0.1183,21.68,,,Oracle Park,
216,702284,Cole Young,SEA,LAD,2026-07-29T02:10:00Z,Scheduled,6,Justin Wrobleski,680736,L,37.0,Longshot,Watch List,Projected Lineup,26.0,37.9,27.6,71.7,50.0,14.1,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","same-side matchup; pitcher baseline 6.4% barrel, 7.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.39,36.21,88.23,98.9786,0.4047,0.1429,0.3222,71.61,22.3,43.31,27.57,10.3,0.1311,6.39,44.09,90.39,0.3961,0.1388,27.3,,,UNIQLO Field at Dodger Stadium,
217,695490,Edwin Arroyo,CIN,CLE,2026-07-28T23:10:00Z,Scheduled,8,Gavin Williams,668909,R,36.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",8.5,55.2,39.3,47.9,75.0,24.9,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed; order MLB 8 vs RotoWire 9,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,0,"Last 7 games: 6/21, 0 HR","switch hitter; pitcher baseline 10.8% barrel, 20.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.0,25.3,87.5,95.8739,0.374,0.076,0.316,69.3,5.6,43.4,17.2,0.0,0.041,10.75,47.38,90.68,0.4162,0.181,25.09,,,Great American Ball Park,
218,665926,Andrés Giménez,TOR,WSH,2026-07-28T22:45:00Z,Pre-Game,8,Cade Cavalli,676917,R,36.3,Longshot,Watch List,Platoon Edge,8.0,29.7,68.2,52.4,80.0,35.6,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,14,0,Contact streak: 5/14 over last 7 games,"platoon edge; pitcher baseline 6.0% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.7,24.62,86.16,95.8614,0.3365,0.0971,0.2807,68.39,4.65,38.17,22.88,7.0,0.1184,5.97,41.03,88.82,0.3769,0.1284,21.05,Out To RF,80,Nationals Park,
219,688363,Graham Pauley,MIA,PHI,2026-07-28T22:40:00Z,Pre-Game,8,Aaron Nola,605400,R,36.1,Longshot,Watch List,Platoon Edge,10.1,51.0,35.0,52.4,80.0,14.1,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,14,0,"Last 7 games: 3/14, 0 HR","platoon edge; pitcher baseline 10.0% barrel, 22.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.59,26.16,84.71,95.7379,0.2814,0.0969,0.2346,71.14,14.4,45.84,31.11,1.9,0.1238,10.01,41.34,88.84,0.4282,0.1808,28.02,None,72,loanDepot park,
220,670032,Nicky Lopez,TEX,TB,2026-07-28T22:40:00Z,Pre-Game,7,Griffin Jax,643377,R,35.9,Longshot,Watch List,Platoon Edge,3.0,46.5,41.1,64.3,80.0,27.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,20,0,"Last 7 games: 6/20, 0 HR","platoon edge; pitcher baseline 10.0% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,28.17,85.01,95.5342,0.2718,0.0405,0.2596,66.72,0.75,33.94,11.16,0.7,0.0287,10.03,41.16,88.92,0.422,0.1674,23.72,None,72,Tropicana Field,
221,649966,Luis Urías,TOR,WSH,2026-07-28T22:45:00Z,Pre-Game,9,Cade Cavalli,676917,R,35.8,Longshot,Watch List,No major boost,17.0,29.7,68.2,44.8,50.0,40.1,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,14,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.0% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.9,27.12,85.22,95.9506,0.3313,0.113,0.2902,70.52,14.2,57.15,27.41,4.5,0.2165,5.97,41.03,88.82,0.3769,0.1284,21.05,Out To RF,80,Nationals Park,
222,642851,Austin Wynns,TEX,TB,2026-07-28T22:40:00Z,Pre-Game,9,Griffin Jax,643377,R,35.6,Longshot,Watch List,No major boost,22.9,46.5,41.1,44.8,50.0,0.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,19,0,"Last 7 games: 2/19, 0 HR","same-side matchup; pitcher baseline 10.0% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.17,35.12,86.85,98.4659,0.3535,0.1345,0.2656,71.25,16.27,39.18,28.98,1.8,0.0759,10.03,41.16,88.92,0.422,0.1674,23.72,None,72,Tropicana Field,
223,670770,TJ Friedl,CIN,CLE,2026-07-28T23:10:00Z,Scheduled,9,Gavin Williams,668909,R,35.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",9.2,57.2,39.3,40.2,80.0,0.0,No,Yes,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,19,0,"Last 7 games: 2/19, 0 HR","platoon edge; pitcher baseline 10.8% barrel, 20.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.77,29.09,87.31,97.1083,0.268,0.0739,0.2587,70.6,9.54,39.04,23.63,6.3,0.0946,10.75,47.38,90.68,0.4162,0.181,25.09,,,Great American Ball Park,
224,670764,Taylor Walls,TB,TEX,2026-07-28T22:40:00Z,Pre-Game,8,Cal Quantrill,615698,R,35.5,Longshot,Watch List,Platoon Edge,5.4,49.9,41.1,52.4,75.0,28.9,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,16,0,"Last 7 games: 5/16, 0 HR","switch hitter; pitcher baseline 10.1% barrel, 12.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,2.85,23.67,85.81,95.3705,0.2719,0.0773,0.2533,68.38,2.34,36.44,29.12,1.2,0.0808,10.12,37.16,88.37,0.4729,0.2066,30.34,None,72,Tropicana Field,
225,695720,Tommy White,ATH,BOS,2026-07-29T01:40:00Z,Scheduled,6,Jake Bennett,687562,L,35.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",19.4,24.9,30.9,71.7,78.0,28.6,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,0,"Last 7 games: 9/29, 0 HR","platoon edge; pitcher baseline 5.7% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.3,34.4,86.0,98.0327,0.413,0.108,0.33,70.8,19.6,31.3,15.6,0.0,0.057,5.7,36.9,87.4,0.369,0.137,24.4,,,Sutter Health Park,
226,665877,José Fermín,STL,CHC,2026-07-28T23:45:00Z,Pre-Game,8,Colin Rea,607067,R,35.4,Longshot,Watch List,No major boost,9.8,54.2,41.6,52.4,50.0,21.8,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,14,1,"Last 7 games: 2/14, 1 HR","same-side matchup; pitcher baseline 10.4% barrel, 17.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.75,30.1,86.26,96.3434,0.3481,0.0962,0.3033,68.07,3.3,47.62,24.94,3.8,0.1326,10.37,40.02,89.59,0.4667,0.1945,26.05,In From LF,91,Busch Stadium,
227,672275,Patrick Bailey,CLE,CIN,2026-07-28T23:10:00Z,Scheduled,8,Caleb Ferguson,657571,L,35.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",30.8,11.8,39.3,47.9,75.0,56.2,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 4.3% barrel, 2.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.93,39.27,89.6,99.3629,0.3722,0.1468,0.285,72.58,29.1,31.73,25.43,5.3,0.1079,4.32,31.62,85.71,0.3507,0.1116,17.74,,,Great American Ball Park,
228,808982,Jung Hoo Lee,SF,MIL,2026-07-29T01:45:00Z,Scheduled,5,Logan Henderson,701656,R,35.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",11.0,34.1,19.3,81.9,80.0,34.9,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,1,"Last 7 games: 6/26, 1 HR","platoon edge; pitcher baseline 8.6% barrel, 4.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,2.86,29.76,87.03,96.5974,0.3829,0.094,0.3168,68.37,2.77,39.72,22.1,6.6,0.1354,8.6,35.46,88.1,0.359,0.14,30.65,,,Oracle Park,
229,650968,Yohel Pozo,BAL,DET,2026-07-28T22:40:00Z,Pre-Game,9,Troy Melton,675512,R,35.0,Longshot,Watch List,Good Environment,9.3,33.3,73.1,44.8,50.0,45.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,11,0,Contact streak: 5/11 over last 7 games,"same-side matchup; pitcher baseline 7.0% barrel, 7.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.66,29.28,87.63,97.2061,0.322,0.0711,0.2536,69.99,9.82,33.3,14.71,1.5,0.0649,6.99,39.68,89.33,0.3577,0.1428,24.84,Out To RF,75,Comerica Park,
230,703607,Henry Bolte,ATH,BOS,2026-07-29T01:40:00Z,Scheduled,8,Jake Bennett,687562,L,34.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",31.3,24.9,30.9,47.9,78.0,0.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,19,0,"Last 7 games: 1/19, 0 HR","platoon edge; pitcher baseline 5.7% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.4,46.0,89.8,103.6689,0.338,0.117,0.29,76.9,73.5,31.4,17.9,3.0,0.079,5.7,36.9,87.4,0.369,0.137,24.4,,,Sutter Health Park,
231,650333,Luis Arraez,SF,MIL,2026-07-29T01:45:00Z,Scheduled,1,Logan Henderson,701656,R,34.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",6.8,34.1,19.3,88.7,80.0,28.6,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,0,"Last 7 games: 9/29, 0 HR","platoon edge; pitcher baseline 8.6% barrel, 4.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,0.68,19.43,86.66,94.0353,0.3665,0.0823,0.3023,63.09,0.12,29.96,27.19,5.2,0.1161,8.6,35.46,88.1,0.359,0.14,30.65,,,Oracle Park,
232,676391,Ernie Clement,TOR,WSH,2026-07-28T22:45:00Z,Pre-Game,7,Cade Cavalli,676917,R,34.2,Longshot,Watch List,No major boost,6.5,29.7,68.2,64.3,50.0,23.4,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,0,"Last 7 games: 8/29, 0 HR","same-side matchup; pitcher baseline 6.0% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.47,23.55,85.55,95.0097,0.3464,0.0895,0.2778,67.53,2.75,43.32,28.53,8.3,0.1266,5.97,41.03,88.82,0.3769,0.1284,21.05,Out To RF,80,Nationals Park,
233,702332,Caleb Durbin,BOS,ATH,2026-07-29T01:40:00Z,Scheduled,6,Gage Jump,695611,L,34.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",5.1,37.3,30.9,71.7,78.0,37.8,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,1,"Last 7 games: 6/24, 1 HR","platoon edge; pitcher baseline 6.3% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.95,27.39,84.36,96.0101,0.3347,0.0944,0.291,68.81,4.98,41.23,18.91,10.3,0.1492,6.3,43.1,90.3,0.4,0.144,26.9,,,Sutter Health Park,
234,683953,Travis Bazzana,CLE,CIN,2026-07-28T23:10:00Z,Scheduled,4,Caleb Ferguson,657571,L,33.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",21.0,12.0,39.3,90.4,50.0,9.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed; order MLB 4 vs RotoWire 5,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,0,"Last 7 games: 4/22, 0 HR","same-side matchup; pitcher baseline 4.3% barrel, 2.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.7,35.5,88.0,98.4191,0.35,0.126,0.302,69.8,13.0,39.0,30.0,9.0,0.161,4.32,31.62,85.71,0.3507,0.1116,17.74,,,Great American Ball Park,
235,702222,Justin Crawford,PHI,MIA,2026-07-28T22:40:00Z,Pre-Game,7,Sandy Alcantara,645261,R,33.1,Longshot,Watch List,Platoon Edge,8.5,34.8,35.0,64.3,80.0,10.1,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,16,0,"Last 7 games: 3/16, 0 HR","platoon edge; pitcher baseline 6.6% barrel, 18.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.9,32.6,86.6,97.5783,0.312,0.06,0.275,68.9,5.2,27.3,16.7,2.0,0.084,6.57,38.28,89.02,0.3905,0.1358,24.45,None,72,loanDepot park,
236,805779,Jacob Wilson,ATH,BOS,2026-07-29T01:40:00Z,Scheduled,1,Jake Bennett,687562,L,32.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",2.8,24.9,30.9,88.7,78.0,39.4,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 5.7% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.41,26.52,84.04,95.5037,0.3535,0.0856,0.2907,64.25,0.58,33.44,20.74,8.8,0.1267,5.7,36.9,87.4,0.369,0.137,24.4,,,Sutter Health Park,
237,682657,Angel Martinez,CLE,CIN,2026-07-28T23:10:00Z,Scheduled,7,Caleb Ferguson,657571,L,32.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",23.6,11.8,39.3,59.8,75.0,18.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed; order MLB 7 vs RotoWire 6,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,1,"Last 7 games: 3/25, 1 HR","switch hitter; pitcher baseline 4.3% barrel, 2.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.3,34.41,87.45,98.9017,0.3732,0.1361,0.2844,70.83,14.65,45.86,27.22,11.0,0.1763,4.32,31.62,85.71,0.3507,0.1116,17.74,,,Great American Ball Park,
238,677587,Brayan Rocchio,CLE,CIN,2026-07-28T23:10:00Z,Scheduled,5,Caleb Ferguson,657571,L,32.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",13.7,11.8,39.3,81.9,75.0,18.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed; order MLB 5 vs RotoWire 4,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,0,"Last 7 games: 7/29, 0 HR","switch hitter; pitcher baseline 4.3% barrel, 2.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.02,32.98,86.95,97.4836,0.3552,0.106,0.2971,70.07,7.22,44.76,23.9,7.8,0.1231,4.32,31.62,85.71,0.3507,0.1116,17.74,,,Great American Ball Park,
239,828599,Lucas Spence,HOU,LAA,2026-07-29T01:38:00Z,Scheduled,9,Reid Detmers,672282,L,32.2,Longshot,Watch List,Projected Lineup,27.1,36.9,28.2,40.2,50.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,25,0,"Last 7 games: 2/25, 0 HR","same-side matchup; pitcher baseline 7.8% barrel, 10.9 HR allowed",EV profile; pitcher fly-ball pressure modest,5.0,45.0,92.8,102.0716,0.283,0.086,0.249,73.3,32.2,50.0,20.0,0.0,0.032,7.78,39.3,89.89,0.3567,0.1341,27.64,,,Angel Stadium,
240,694203,Denzer Guzman,LAA,HOU,2026-07-29T01:38:00Z,Scheduled,8,Peter Lambert,663567,R,32.2,Longshot,Watch List,Projected Lineup,25.5,34.0,28.2,47.9,50.0,3.4,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,21,0,"Last 7 games: 3/21, 0 HR","same-side matchup; pitcher baseline 6.8% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.21,37.79,86.85,98.2483,0.3286,0.1162,0.2553,73.36,32.81,44.38,25.24,3.4,0.1348,6.8,37.6,89.0,0.348,0.142,33.5,,,Angel Stadium,
241,643446,Jeff McNeil,ATH,BOS,2026-07-29T01:40:00Z,Scheduled,7,Jake Bennett,687562,L,30.5,Longshot,Watch List,Projected Lineup,12.0,24.9,30.9,59.8,50.0,60.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,20,1,Contact streak: 8/20 over last 7 games,"same-side matchup; pitcher baseline 5.7% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.37,32.2,86.5,96.6064,0.3698,0.0978,0.3146,69.02,5.23,42.93,23.75,6.4,0.1106,5.7,36.9,87.4,0.369,0.137,24.4,,,Sutter Health Park,
242,687551,Drew Gilbert,SF,MIL,2026-07-29T01:45:00Z,Scheduled,8,Logan Henderson,701656,R,30.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",12.9,34.1,19.3,47.9,80.0,19.5,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,20,0,"Last 7 games: 5/20, 0 HR","platoon edge; pitcher baseline 8.6% barrel, 4.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.43,34.47,86.11,97.6231,0.3415,0.1041,0.2912,70.52,10.09,39.51,18.78,3.7,0.1313,8.6,35.46,88.1,0.359,0.14,30.65,,,Oracle Park,
243,806198,Cooper Pratt,MIL,SF,2026-07-29T01:45:00Z,Scheduled,8,Landen Roupp,694738,R,29.4,Longshot,Watch List,"Projected Lineup, Hot Hitter/Streak",19.4,19.9,19.3,47.9,50.0,81.7,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,20,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 5.5% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.8,32.9,88.2,97.6425,0.398,0.112,0.344,70.4,8.8,34.1,22.4,2.0,0.118,5.54,32.02,87.14,0.3499,0.1183,21.68,,,Oracle Park,
