rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
70,662139,Daulton Varsho,HOU,ATL,2026-09-19T00:10:00Z,Scheduled,6,Tyler Mahle,641816,R,43.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",35.6,37.3,27.6,71.7,80.0,18.3,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,1,"Last 7 games: 3/25, 1 HR","platoon edge; pitcher baseline 7.0% barrel, 14.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.46,37.78,87.73,99.4425,0.3974,0.1676,0.2976,73.71,36.6,41.57,31.41,13.7,0.1847,7.02,37.59,89.48,0.4004,0.1495,26.7,,,Daikin Park,
71,666211,Taylor Trammell,HOU,ATL,2026-09-19T00:10:00Z,Scheduled,7,Tyler Mahle,641816,R,42.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",38.6,37.3,27.6,59.8,80.0,30.3,No,Yes,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,1,"Last 7 games: 4/20, 1 HR","platoon edge; pitcher baseline 7.0% barrel, 14.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.95,38.27,89.11,101.0072,0.3539,0.1613,0.2836,75.93,60.32,47.17,28.2,5.8,0.1451,7.02,37.59,89.48,0.4004,0.1495,26.7,,,Daikin Park,
72,691720,Kyle Karros,COL,SEA,2026-09-19T00:10:00Z,Scheduled,5,Bryan Woo,693433,R,42.8,Longshot,Watch List,Projected Lineup,25.1,41.6,38.7,81.9,50.0,56.2,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.7% barrel, 20.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.32,38.39,88.95,99.5299,0.3684,0.1257,0.3168,69.8,5.51,38.8,23.85,8.7,0.1322,7.7,41.94,89.24,0.3786,0.1506,27.85,,,Coors Field,
73,664983,Jake McCarthy,COL,SEA,2026-09-19T00:10:00Z,Scheduled,1,Bryan Woo,693433,R,42.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",16.9,41.6,38.7,88.7,80.0,32.0,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,0,Contact streak: 9/27 over last 7 games,"platoon edge; pitcher baseline 7.7% barrel, 20.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.37,28.37,85.33,96.8988,0.4034,0.1371,0.314,70.89,13.12,37.59,21.73,11.7,0.1732,7.7,41.94,89.24,0.3786,0.1506,27.85,,,Coors Field,
74,596115,Trevor Story,BOS,TB,2026-09-18T23:10:00Z,Scheduled,6,Ian Seymour,693855,L,42.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",25.2,43.1,27.6,71.7,78.0,52.3,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,1,Contact streak: 9/26 over last 7 games,"platoon edge; pitcher baseline 9.1% barrel, 17.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.19,40.49,88.39,99.696,0.3496,0.124,0.2669,70.96,13.61,42.3,24.46,9.6,0.1231,9.13,37.52,88.35,0.3903,0.1663,29.45,,,Tropicana Field,
75,683146,Brett Baty,NYM,PHI,2026-09-18T23:15:00Z,Scheduled,8,,,,42.5,Longshot,Watch List,"Projected Lineup, Strong Barrel",44.2,41.2,24.8,47.9,60.0,44.5,No,Yes,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,17,1,"Last 7 games: 5/17, 1 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.8,43.26,90.42,101.7196,0.415,0.1749,0.3172,75.08,54.07,35.33,26.87,12.4,0.1481,,,,,,,,,Citi Field,
76,605170,Victor Caratini,MIN,LAA,2026-09-19T01:38:00Z,Scheduled,7,Grayson Rodriguez,680570,R,42.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",30.1,52.3,28.2,59.8,75.0,13.6,No,Yes,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,0,"Last 7 games: 4/19, 0 HR","switch hitter; pitcher baseline 8.9% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.93,40.07,89.33,99.0212,0.3865,0.1483,0.3192,71.32,16.36,38.06,23.2,8.5,0.1114,8.9,45.6,90.4,0.465,0.191,28.1,,,Angel Stadium,
77,805999,A.J. Ewing,NYM,PHI,2026-09-18T23:15:00Z,Scheduled,6,,,,42.4,Longshot,Watch List,Projected Lineup,31.1,41.2,24.8,71.7,60.0,60.7,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,2,Hot streak: 2 HR in last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.1,41.9,89.4,100.062,0.402,0.143,0.322,70.5,12.8,31.8,24.7,10.0,0.127,,,,,,,,,Citi Field,
78,650490,Yandy Diaz,TB,BOS,2026-09-18T23:10:00Z,Scheduled,1,Ranger Suarez,624133,L,42.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",41.8,20.7,27.6,88.7,78.0,0.0,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,30,0,"Last 7 games: 3/30, 0 HR","platoon edge; pitcher baseline 5.6% barrel, 10.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.6,49.7,91.6,103.2926,0.4502,0.1656,0.3512,73.57,37.58,23.6,19.58,22.9,0.1666,5.57,32.71,86.78,0.3552,0.1145,23.54,,,Tropicana Field,
79,673237,Yainer Diaz,HOU,ATL,2026-09-19T00:10:00Z,Scheduled,5,Tyler Mahle,641816,R,42.2,Longshot,Watch List,Projected Lineup,31.5,37.3,27.6,81.9,50.0,54.9,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,22,1,Contact streak: 8/22 over last 7 games,"same-side matchup; pitcher baseline 7.0% barrel, 14.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.29,39.4,89.34,99.9889,0.4174,0.1515,0.3106,72.48,22.65,36.07,18.26,14.4,0.1617,7.02,37.59,89.48,0.4004,0.1495,26.7,,,Daikin Park,
80,800325,Luis Lara,MIL,BAL,2026-09-18T23:05:00Z,Scheduled,2,,,,41.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",19.2,40.2,32.1,95.5,75.0,14.1,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","switch hitter; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.9,43.3,88.6,99.2401,0.34,0.078,0.3,71.5,18.5,29.1,15.7,1.0,0.091,,,,,,,,,Oriole Park at Camden Yards,
81,681198,TJ Rumfield,COL,SEA,2026-09-19T00:10:00Z,Scheduled,4,Bryan Woo,693433,R,41.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",12.8,41.6,38.7,90.4,80.0,33.9,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,0,Contact streak: 9/26 over last 7 games,"platoon edge; pitcher baseline 7.7% barrel, 20.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.8,27.2,84.1,96.0531,0.389,0.126,0.336,68.4,7.7,41.2,28.6,15.0,0.155,7.7,41.94,89.24,0.3786,0.1506,27.85,,,Coors Field,
82,673962,Josh Jung,TEX,TOR,2026-09-19T00:05:00Z,Scheduled,3,Dylan Cease,656302,R,41.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",36.0,21.5,27.6,92.1,50.0,55.9,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,1,Contact streak: 10/27 over last 7 games,"same-side matchup; pitcher baseline 6.4% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.11,47.61,90.21,100.3762,0.4294,0.155,0.3341,70.41,7.62,37.62,23.43,10.5,0.1439,6.36,33.58,86.59,0.3079,0.1107,25.19,,,Globe Life Field,
83,694203,Denzer Guzman,LAA,MIN,2026-09-19T01:38:00Z,Scheduled,5,Connor Prielipp,687570,L,41.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",24.5,39.0,28.2,81.9,78.0,22.4,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,0,"Last 7 games: 7/26, 0 HR","platoon edge; pitcher baseline 6.8% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.42,37.23,86.57,98.6955,0.323,0.1127,0.249,73.5,36.04,40.46,23.42,5.5,0.1348,6.8,41.5,90.2,0.39,0.149,26.0,,,Angel Stadium,
84,805346,Ben Ross,MIN,LAA,2026-09-19T01:38:00Z,Scheduled,9,Grayson Rodriguez,680570,R,40.9,Longshot,Watch List,"Projected Lineup, Strong Barrel",39.0,53.8,28.2,40.2,50.0,15.3,No,Yes,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,5,2,9,0,"Last 5 games: 2/9, 0 HR","same-side matchup; pitcher baseline 8.9% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,33.3,33.3,83.8,99.9749,0.263,0.145,0.16,71.2,0.0,33.3,33.3,0.0,0.166,8.9,45.6,90.4,0.465,0.191,28.1,,,Angel Stadium,
85,680776,Jarren Duran,BOS,TB,2026-09-18T23:10:00Z,Scheduled,7,Ian Seymour,693855,L,40.8,Longshot,Watch List,Projected Lineup,39.4,43.1,27.6,59.8,50.0,8.5,No,Yes,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,0,"Last 7 games: 3/17, 0 HR","same-side matchup; pitcher baseline 9.1% barrel, 17.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.63,42.25,90.33,101.999,0.3946,0.1571,0.3057,74.98,50.17,38.13,23.84,18.8,0.165,9.13,37.52,88.35,0.3903,0.1663,29.45,,,Tropicana Field,
86,669394,Jake Burger,TEX,TOR,2026-09-19T00:05:00Z,Scheduled,6,Dylan Cease,656302,R,40.8,Longshot,Watch List,"Projected Lineup, Strong Barrel",51.3,21.5,27.6,71.7,50.0,0.8,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,0,"Last 7 games: 3/24, 0 HR","same-side matchup; pitcher baseline 6.4% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.78,46.68,90.12,102.7369,0.4374,0.2019,0.3177,75.44,58.21,41.18,28.18,23.0,0.1893,6.36,33.58,86.59,0.3079,0.1107,25.19,,,Globe Life Field,
87,521692,Salvador Perez,KC,PIT,2026-09-18T22:40:00Z,Scheduled,6,Paul Skenes,694973,R,40.7,Longshot,Watch List,"Projected Lineup, Strong Barrel",46.7,28.4,24.3,71.7,50.0,7.0,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,0,"Last 7 games: 4/24, 0 HR","same-side matchup; pitcher baseline 6.6% barrel, 15.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.44,43.76,89.3,100.7796,0.4591,0.2065,0.3241,72.06,22.49,41.77,30.99,22.3,0.1673,6.57,38.56,87.81,0.3371,0.1246,22.73,,,PNC Park,
88,666139,Josh Lowe,LAA,MIN,2026-09-19T01:38:00Z,Scheduled,6,Connor Prielipp,687570,L,40.7,Longshot,Watch List,Projected Lineup,32.5,39.0,28.2,71.7,50.0,37.8,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,16,1,"Last 7 games: 4/16, 1 HR","same-side matchup; pitcher baseline 6.8% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.86,37.92,88.67,99.2529,0.3737,0.1559,0.2898,73.38,34.26,35.64,30.38,11.7,0.1523,6.8,41.5,90.2,0.39,0.149,26.0,,,Angel Stadium,
89,686681,Michael Massey,KC,PIT,2026-09-18T22:40:00Z,Scheduled,5,Paul Skenes,694973,R,40.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",27.3,28.4,24.3,81.9,80.0,44.8,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,1,"Last 7 games: 8/27, 1 HR","platoon edge; pitcher baseline 6.6% barrel, 15.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.12,38.18,88.9,98.7239,0.3936,0.1416,0.2958,71.43,12.12,49.01,30.38,9.3,0.1334,6.57,38.56,87.81,0.3371,0.1246,22.73,,,PNC Park,
90,669016,Brandon Marsh,PHI,NYM,2026-09-18T23:15:00Z,Scheduled,7,Zac Thornton,804267,L,40.3,Longshot,Watch List,Projected Lineup,36.2,48.8,24.8,59.8,50.0,0.0,No,Yes,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,18,0,"Last 7 games: 2/18, 0 HR","same-side matchup; pitcher baseline 9.1% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.19,43.95,89.77,99.9963,0.4117,0.1564,0.3104,71.54,15.65,38.33,26.24,15.2,0.1525,9.1,41.4,89.3,0.448,0.18,29.5,,,Citi Field,
91,682877,Juan Brito,CIN,CHC,2026-09-18T22:40:00Z,Scheduled,5,Clay Holmes,605280,R,40.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",18.7,27.4,39.3,81.9,75.0,63.3,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,21,1,Contact streak: 9/21 over last 7 games,"switch hitter; pitcher baseline 5.2% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.5,32.3,85.5,97.1033,0.37,0.134,0.292,69.6,5.3,48.4,22.6,2.0,0.145,5.19,41.95,89.63,0.3702,0.1206,18.76,,,Great American Ball Park,
92,669242,Tommy Edman,LAD,SF,2026-09-19T02:15:00Z,Scheduled,1,Cesar Perdomo,702885,L,40.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",20.1,41.9,27.6,88.7,75.0,0.0,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,23,0,"Last 7 games: 1/23, 0 HR","switch hitter; pitcher baseline 6.5% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.85,35.56,87.67,98.8538,0.3662,0.1132,0.3105,70.59,13.44,43.3,26.71,8.1,0.136,6.5,47.8,92.0,0.418,0.152,23.9,,,UNIQLO Field at Dodger Stadium,
93,687859,Troy Johnston,COL,SEA,2026-09-19T00:10:00Z,Scheduled,7,Bryan Woo,693433,R,39.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",24.7,41.6,38.7,59.8,80.0,8.8,No,Yes,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,0,"Last 7 games: 5/28, 0 HR","platoon edge; pitcher baseline 7.7% barrel, 20.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.43,38.39,89.74,98.9133,0.4027,0.1275,0.3289,70.25,5.3,39.93,23.93,4.0,0.1248,7.7,41.94,89.24,0.3786,0.1506,27.85,,,Coors Field,
94,668723,Ryan Vilade,TB,BOS,2026-09-18T23:10:00Z,Scheduled,7,Ranger Suarez,624133,L,39.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",45.5,20.7,27.6,59.8,78.0,5.1,No,Yes,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,13,0,"Last 7 games: 2/13, 0 HR","platoon edge; pitcher baseline 5.6% barrel, 10.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.86,50.92,91.84,102.7272,0.4082,0.1646,0.3202,75.84,58.42,24.43,24.82,7.7,0.1442,5.57,32.71,86.78,0.3552,0.1145,23.54,,,Tropicana Field,
95,807712,Luke Keaschall,MIN,LAA,2026-09-19T01:38:00Z,Scheduled,1,Grayson Rodriguez,680570,R,39.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",12.7,53.8,28.2,88.7,50.0,32.0,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,0,Contact streak: 9/27 over last 7 games,"same-side matchup; pitcher baseline 8.9% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.87,29.66,85.71,96.7324,0.3654,0.1132,0.3205,68.57,7.1,38.68,27.25,7.5,0.1199,8.9,45.6,90.4,0.465,0.191,28.1,,,Angel Stadium,
96,593428,Xander Bogaerts,SD,MIA,2026-09-19T01:40:00Z,Scheduled,6,Tyler Phillips,663969,R,39.8,Longshot,Watch List,Projected Lineup,28.3,40.9,22.6,71.7,50.0,53.9,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,28,1,Contact streak: 10/28 over last 7 games,"same-side matchup; pitcher baseline 7.2% barrel, 14.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.99,41.02,89.28,100.1995,0.3815,0.1306,0.3221,72.31,28.08,43.24,23.55,11.0,0.1077,7.2,42.91,89.55,0.4043,0.1534,26.5,,,Petco Park,
97,694671,Wyatt Langford,TEX,TOR,2026-09-19T00:05:00Z,Scheduled,5,Dylan Cease,656302,R,39.6,Longshot,Watch List,Projected Lineup,39.3,21.5,27.6,81.9,50.0,26.4,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,1,"Last 7 games: 4/23, 1 HR","same-side matchup; pitcher baseline 6.4% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.38,40.21,89.65,100.3833,0.4102,0.1757,0.325,72.89,27.92,42.61,30.67,18.5,0.1935,6.36,33.58,86.59,0.3079,0.1107,25.19,,,Globe Life Field,
98,667472,Dane Myers,CIN,CHC,2026-09-18T22:40:00Z,Scheduled,1,Clay Holmes,605280,R,39.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",25.9,28.3,39.3,88.7,50.0,25.3,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,1,"Last 7 games: 4/24, 1 HR","same-side matchup; pitcher baseline 5.2% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.56,38.36,89.79,99.2052,0.3691,0.1274,0.3106,71.04,17.98,28.7,24.26,6.7,0.1092,5.19,41.95,89.63,0.3702,0.1206,18.76,,,Great American Ball Park,
99,804606,Konnor Griffin,PIT,KC,2026-09-18T22:40:00Z,Scheduled,1,Randy Dobnak,677976,R,39.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",27.6,35.6,24.3,88.7,50.0,15.9,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,31,0,"Last 7 games: 7/31, 0 HR","same-side matchup; pitcher baseline 5.1% barrel, 4.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.2,36.0,87.5,100.3971,0.383,0.14,0.3,75.6,56.9,40.1,17.3,5.0,0.122,5.11,44.96,91.46,0.4171,0.1345,23.32,,,PNC Park,
100,687401,Joey Ortiz,MIL,BAL,2026-09-18T23:05:00Z,Scheduled,6,,,,39.0,Longshot,Watch List,Projected Lineup,17.3,41.2,32.1,71.7,60.0,63.3,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,24,1,Contact streak: 11/24 over last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.91,35.74,87.7,99.1128,0.3452,0.0995,0.2925,72.93,30.15,32.33,19.82,8.4,0.1213,,,,,,,,,Oriole Park at Camden Yards,
101,681082,Bryson Stott,PHI,NYM,2026-09-18T23:15:00Z,Scheduled,6,Zac Thornton,804267,L,38.9,Longshot,Watch List,Projected Lineup,24.7,48.8,24.8,71.7,50.0,16.1,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,0,"Last 7 games: 5/22, 0 HR","same-side matchup; pitcher baseline 9.1% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.66,34.75,88.72,98.2707,0.3965,0.1376,0.3228,69.72,6.61,34.45,27.66,10.9,0.1375,9.1,41.4,89.3,0.448,0.18,29.5,,,Citi Field,
102,701358,Cam Smith,HOU,ATL,2026-09-19T00:10:00Z,Scheduled,8,Tyler Mahle,641816,R,38.8,Longshot,Watch List,Projected Lineup,40.9,37.3,27.6,47.9,50.0,19.9,No,Yes,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,1,"Last 7 games: 3/23, 1 HR","same-side matchup; pitcher baseline 7.0% barrel, 14.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.91,42.97,88.6,101.3692,0.4117,0.1739,0.3145,76.88,68.74,37.42,24.79,16.7,0.1654,7.02,37.59,89.48,0.4004,0.1495,26.7,,,Daikin Park,
103,670623,Isaac Paredes,HOU,ATL,2026-09-19T00:10:00Z,Scheduled,3,Tyler Mahle,641816,R,38.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",17.5,37.3,27.6,92.1,50.0,48.7,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.0% barrel, 14.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.18,30.52,86.49,97.0449,0.3688,0.1285,0.3193,67.74,7.64,51.79,31.08,20.7,0.1823,7.02,37.59,89.48,0.4004,0.1495,26.7,,,Daikin Park,
104,690976,Alex Freeland,LAD,SF,2026-09-19T02:15:00Z,Scheduled,8,Cesar Perdomo,702885,L,38.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",25.8,41.9,27.6,47.9,75.0,50.3,No,Yes,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,18,1,Contact streak: 6/18 over last 7 games,"switch hitter; pitcher baseline 6.5% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.39,39.05,89.93,99.0767,0.3242,0.1196,0.2838,70.77,10.1,35.48,25.34,3.4,0.1004,6.5,47.8,92.0,0.418,0.152,23.9,,,UNIQLO Field at Dodger Stadium,
