rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
35,660821,Jesús Sánchez,TOR,NYY,2026-06-13T19:07:00Z,Pre-Game,4,Cam Schlittler,693645,R,58.2,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",51.0,33.1,67.9,94.9,80.0,54.9,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,22,1,Contact streak: 8/22 over last 7 games,"platoon edge; pitcher baseline 7.4% barrel, 5.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.66,46.62,91.51,102.2076,0.4788,0.2,0.3433,74.43,49.28,35.43,24.16,9.1,0.1734,7.36,40.97,88.58,0.3567,0.1344,27.02,Out To RF,71,Rogers Centre,
36,665487,Fernando Tatis Jr.,SD,BAL,2026-06-13T20:05:00Z,Pre-Game,1,Trey Gibson,694346,R,58.2,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",46.8,64.3,47.6,93.2,50.0,51.9,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,32,1,Contact streak: 11/32 over last 7 games,"same-side matchup; pitcher baseline 11.5% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.51,51.73,91.55,103.8921,0.439,0.1561,0.356,74.98,53.13,30.18,20.68,8.9,0.0996,11.5,44.3,91.7,0.566,0.235,19.7,In From LF,85,Oriole Park at Camden Yards,
37,666182,Bo Bichette,NYM,ATL,2026-06-13T20:10:00Z,Pre-Game,2,Martín Pérez,527048,L,58.2,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",39.2,45.1,62.8,100.0,78.0,79.9,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 9.9% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.9,47.82,91.21,101.8237,0.445,0.1615,0.3362,69.73,13.6,24.25,24.7,11.0,0.1377,9.89,39.61,88.76,0.4199,0.1737,27.07,Out To RF,84,Citi Field,
38,518692,Freddie Freeman,LAD,CWS,2026-06-13T20:10:00Z,Pre-Game,3,Sean Burke,680732,R,58.1,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",48.7,39.6,59.6,96.6,80.0,56.6,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,24,1,Contact streak: 9/24 over last 7 games,"platoon edge; pitcher baseline 7.8% barrel, 11.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.24,45.84,90.9,100.9862,0.4873,0.2098,0.3696,70.04,7.42,35.7,28.68,14.2,0.1972,7.77,38.15,89.32,0.3961,0.1557,29.3,L To R,81,Rate Field,
39,545361,Mike Trout,LAA,TB,2026-06-14T02:07:00Z,Scheduled,2,Griffin Jax,643377,R,58.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",74.6,43.7,28.2,95.5,50.0,18.3,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,27,1,"Last 7 games: 3/27, 1 HR","same-side matchup; pitcher baseline 9.8% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,19.44,51.05,91.53,103.6392,0.5356,0.2845,0.3979,74.77,48.85,38.82,34.92,18.3,0.2203,9.82,39.97,88.43,0.4262,0.1709,22.67,,,Angel Stadium,
40,678554,Curtis Mead,WSH,SEA,2026-06-13T20:05:00Z,Pre-Game,3,Luis Castillo,622491,R,57.7,Longshot,Watch List,Premium Lineup Spot,40.1,57.8,67.2,96.6,50.0,49.9,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.8% barrel, 12.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.26,41.24,88.69,99.9371,0.4368,0.1824,0.345,72.95,32.23,43.75,33.1,7.9,0.193,10.82,47.03,91.0,0.439,0.18,28.21,Out To RF,86,Nationals Park,
41,671739,Michael Harris II,ATL,NYM,2026-06-13T20:10:00Z,Pre-Game,2,Sean Manaea,640455,L,57.6,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",57.5,39.4,62.8,100.0,50.0,24.9,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,0,"Last 7 games: 8/28, 0 HR","same-side matchup; pitcher baseline 8.8% barrel, 7.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.23,49.49,91.95,104.2287,0.5122,0.2187,0.3605,74.79,47.56,32.72,23.54,15.1,0.1894,8.83,38.89,88.4,0.4045,0.1589,24.69,Out To RF,84,Citi Field,
42,696100,Hunter Goodman,COL,ATH,2026-06-14T02:05:00Z,Scheduled,4,Joey Estes,683155,R,57.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",56.9,58.2,27.6,90.4,50.0,67.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 11.9% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,14.58,46.55,90.87,102.7301,0.4499,0.2168,0.3226,75.03,49.77,50.8,32.27,21.9,0.2602,11.9,33.3,88.5,0.49,0.224,45.2,,,Las Vegas Ballpark,
43,687515,Colby Thomas,ATH,COL,2026-06-14T02:05:00Z,Scheduled,3,Kyle Freeland,607536,L,57.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",52.1,59.2,27.6,92.1,78.0,37.8,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,12,1,"Last 7 games: 3/12, 1 HR","platoon edge; pitcher baseline 9.6% barrel, 15.7 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,10.99,42.79,91.85,101.8265,0.4369,0.2187,0.3062,75.5,55.57,38.51,36.66,3.2,0.1612,9.61,45.06,90.89,0.5038,0.2001,28.66,,,Las Vegas Ballpark,
44,701398,Sal Stewart,CIN,AZ,2026-06-13T20:10:00Z,Pre-Game,3,Michael Soroka,647336,R,57.1,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",61.7,33.9,61.3,96.6,50.0,28.1,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,1,"Last 7 games: 5/27, 1 HR","same-side matchup; pitcher baseline 7.6% barrel, 7.8 HR allowed",EV profile; pitcher fly-ball pressure modest,15.66,44.17,92.04,101.5658,0.5189,0.253,0.3714,72.24,26.65,36.68,30.83,10.6,0.2291,7.61,35.43,88.15,0.3895,0.1497,27.8,L To R,81,Great American Ball Park,
45,682987,Spencer Jones,NYY,TOR,2026-06-13T19:07:00Z,Pre-Game,6,Kevin Gausman,592332,R,57.0,Longshot,Watch List,Platoon Edge,49.9,39.7,67.9,76.2,80.0,58.7,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,18,1,Contact streak: 7/18 over last 7 games,"platoon edge; pitcher baseline 8.4% barrel, 12.6 HR allowed",EV profile; pitcher fly-ball pressure modest,5.0,75.0,98.3,105.6184,0.35,0.159,0.283,77.7,77.7,20.0,35.0,1.0,0.105,8.36,38.81,88.46,0.3993,0.1592,25.88,Out To RF,71,Rogers Centre,
46,668904,Royce Lewis,MIN,STL,2026-06-13T18:10:00Z,Warmup,4,Matthew Liberatore,669461,L,56.8,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",39.1,55.9,45.6,94.9,78.0,66.7,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.8% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.36,40.72,88.82,100.5575,0.3783,0.1544,0.3012,73.95,42.39,47.91,28.89,7.4,0.151,9.76,43.2,91.3,0.4664,0.1864,29.01,In From LF,69,Target Field,
47,682985,Riley Greene,DET,CLE,2026-06-13T20:10:00Z,Pre-Game,4,Joey Cantillo,676282,L,56.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",58.6,42.0,53.6,90.4,50.0,43.7,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.7% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,14.51,49.07,90.95,102.6895,0.4714,0.2186,0.3523,75.46,56.78,37.86,30.65,16.4,0.1811,8.74,38.93,88.52,0.3994,0.1634,30.87,L To R,81,Progressive Field,
48,695734,Daylen Lile,WSH,SEA,2026-06-13T20:05:00Z,Pre-Game,5,Luis Castillo,622491,R,56.6,Longshot,Watch List,Platoon Edge,31.6,57.8,67.2,86.4,80.0,58.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,26,1,Contact streak: 10/26 over last 7 games,"platoon edge; pitcher baseline 10.8% barrel, 12.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.16,38.0,88.2,98.6975,0.4364,0.16,0.3354,70.25,6.63,40.73,31.92,8.3,0.1696,10.82,47.03,91.0,0.439,0.18,28.21,Out To RF,86,Nationals Park,
49,686611,Dylan Crews,WSH,SEA,2026-06-13T20:05:00Z,Pre-Game,6,Luis Castillo,622491,R,56.5,Longshot,Watch List,Strong Barrel,46.2,57.8,67.2,76.2,50.0,41.7,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.8% barrel, 12.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.08,44.86,91.03,101.8356,0.4476,0.1916,0.3287,73.86,36.93,34.5,27.63,5.1,0.1377,10.82,47.03,91.0,0.439,0.18,28.21,Out To RF,86,Nationals Park,
50,606466,Ketel Marte,AZ,CIN,2026-06-13T20:10:00Z,Pre-Game,1,Rhett Lowder,695076,R,56.3,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",52.7,40.0,61.3,93.2,75.0,7.0,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,30,0,"Last 7 games: 5/30, 0 HR","switch hitter; pitcher baseline 8.1% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.68,45.74,90.8,102.8404,0.5144,0.2203,0.3746,74.39,43.82,50.31,26.17,16.1,0.206,8.1,40.2,90.5,0.419,0.149,25.2,L To R,81,Great American Ball Park,
51,695506,Jac Caglianone,KC,HOU,2026-06-13T23:10:00Z,Scheduled,6,Mike Burrows,681347,R,56.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge, Hot Hitter/Streak",60.5,47.9,23.2,71.7,80.0,81.7,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,24,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.8% barrel, 15.8 HR allowed",EV profile; pitcher fly-ball pressure modest,14.38,52.83,92.41,105.2324,0.4695,0.2094,0.3476,76.98,71.68,39.59,23.24,7.7,0.1632,9.82,39.41,88.43,0.4355,0.1773,27.54,,,Kauffman Stadium,
52,805811,Bryce Eldridge,SF,CHC,2026-06-14T02:05:00Z,Scheduled,7,Ben Brown,676962,R,56.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge, Hot Hitter/Streak",72.7,37.8,19.3,59.8,80.0,95.9,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,28,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 7.8% barrel, 6.1 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,15.06,61.31,93.36,103.4563,0.5317,0.2666,0.3867,72.9,27.53,41.49,39.57,3.5,0.1931,7.83,43.87,90.93,0.3506,0.1284,23.55,,,Oracle Park,
53,668901,Mark Vientos,NYM,ATL,2026-06-13T20:10:00Z,Pre-Game,4,Martín Pérez,527048,L,56.2,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",47.3,45.1,62.8,94.9,78.0,0.0,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,16,0,"Last 7 games: 1/16, 0 HR","platoon edge; pitcher baseline 9.9% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.52,46.65,90.35,101.3798,0.4474,0.2031,0.3144,72.53,22.71,37.63,29.79,10.0,0.1625,9.89,39.61,88.76,0.4199,0.1737,27.07,Out To RF,84,Citi Field,
54,669065,Kyle Stowers,MIA,PIT,2026-06-13T20:05:00Z,Pre-Game,4,Bubba Chandler,696149,R,56.1,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",51.9,40.9,47.3,94.9,80.0,31.6,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,1,"Last 7 games: 5/24, 1 HR","platoon edge; pitcher baseline 8.4% barrel, 6.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.68,50.6,90.75,102.3344,0.4439,0.202,0.3344,74.79,49.32,47.04,28.0,11.0,0.1902,8.42,36.99,89.85,0.3989,0.1714,28.26,L To R,81,PNC Park,
55,668709,JJ Bleday,CIN,AZ,2026-06-13T20:10:00Z,Pre-Game,2,Michael Soroka,647336,R,56.1,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",48.9,33.9,61.3,100.0,80.0,29.4,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,31,1,"Last 7 games: 6/31, 1 HR","platoon edge; pitcher baseline 7.6% barrel, 7.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.09,45.14,89.68,101.0421,0.4703,0.2159,0.3565,73.45,33.42,49.94,30.4,11.9,0.2648,7.61,35.43,88.15,0.3895,0.1497,27.8,L To R,81,Great American Ball Park,
56,679529,Spencer Torkelson,DET,CLE,2026-06-13T20:10:00Z,Pre-Game,6,Joey Cantillo,676282,L,56.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",53.1,42.0,53.6,71.7,78.0,68.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 8.7% barrel, 10.7 HR allowed",fly-ball profile; pitcher allows elevated contact,13.78,45.38,90.48,100.5707,0.421,0.2062,0.3221,73.0,23.95,47.84,38.0,17.0,0.2076,8.74,38.93,88.52,0.3994,0.1634,30.87,L To R,81,Progressive Field,
57,657757,Gavin Sheets,SD,BAL,2026-06-13T20:05:00Z,Pre-Game,5,Trey Gibson,694346,R,56.0,Longshot,Watch List,Platoon Edge,41.9,64.3,47.6,86.4,80.0,5.1,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,0,"Last 7 games: 4/26, 0 HR","platoon edge; pitcher baseline 11.5% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.18,45.8,89.48,100.3515,0.4278,0.1802,0.3316,74.73,49.17,40.17,25.17,12.7,0.2064,11.5,44.3,91.7,0.566,0.235,19.7,In From LF,85,Oriole Park at Camden Yards,
58,695657,Colson Montgomery,CWS,LAD,2026-06-13T20:10:00Z,Pre-Game,4,Yoshinobu Yamamoto,808967,R,56.0,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",56.1,29.8,59.6,94.9,80.0,18.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,27,1,"Last 7 games: 3/27, 1 HR","platoon edge; pitcher baseline 6.8% barrel, 10.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.8,45.2,89.68,102.3085,0.452,0.2346,0.3277,76.37,66.66,50.49,33.58,17.5,0.262,6.82,37.88,88.3,0.3565,0.1298,23.71,L To R,81,Rate Field,
59,592518,Manny Machado,SD,BAL,2026-06-13T20:05:00Z,Pre-Game,3,Trey Gibson,694346,R,55.9,Longshot,Watch List,Premium Lineup Spot,44.4,64.3,47.6,96.6,50.0,13.0,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,0,"Last 7 games: 6/29, 0 HR","same-side matchup; pitcher baseline 11.5% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.89,45.2,90.8,101.7132,0.4229,0.1827,0.32,74.43,41.53,40.78,25.7,15.8,0.1794,11.5,44.3,91.7,0.566,0.235,19.7,In From LF,85,Oriole Park at Camden Yards,
60,694249,Cole Carrigg,COL,ATH,2026-06-14T02:05:00Z,Scheduled,7,Joey Estes,683155,R,55.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",60.2,57.7,27.6,59.8,75.0,58.7,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,4,4,15,2,Hot streak: 2 HR in last 4 games,"switch hitter; pitcher baseline 11.9% barrel, 4.0 HR allowed",fly-ball profile; pitcher allows elevated contact,18.2,45.5,87.1,98.831,0.379,0.226,0.253,75.1,45.8,54.5,54.5,2.0,0.533,11.9,33.3,88.5,0.49,0.224,45.2,,,Las Vegas Ballpark,
61,663586,Austin Riley,ATL,NYM,2026-06-13T20:10:00Z,Pre-Game,5,Sean Manaea,640455,L,55.6,Longshot,Watch List,"Strong Barrel, Platoon Edge",51.2,39.4,62.8,86.4,78.0,14.6,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,0,"Last 7 games: 5/23, 0 HR","platoon edge; pitcher baseline 8.8% barrel, 7.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.91,46.14,91.32,102.494,0.4181,0.1963,0.3132,75.62,56.79,43.51,31.99,10.4,0.154,8.83,38.89,88.4,0.4045,0.1589,24.69,Out To RF,84,Citi Field,
62,641355,Cody Bellinger,NYY,TOR,2026-06-13T19:07:00Z,Pre-Game,3,Kevin Gausman,592332,R,55.3,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",36.2,39.7,67.9,96.6,80.0,57.6,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.4% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.2,38.67,89.07,98.7987,0.4509,0.1743,0.3594,69.75,3.77,41.98,34.72,15.7,0.2059,8.36,38.81,88.46,0.3993,0.1592,25.88,Out To RF,71,Rogers Centre,
63,676475,Alec Burleson,STL,MIN,2026-06-13T18:10:00Z,Warmup,5,Connor Prielipp,687570,L,55.2,Longshot,Watch List,"Strong Barrel, Hot Hitter/Streak",54.7,39.9,45.6,86.4,50.0,83.6,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,5,Hot streak: 5 HR in last 7 games,"same-side matchup; pitcher baseline 9.2% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.97,46.57,91.49,101.7138,0.5319,0.2438,0.3772,72.54,25.84,42.84,29.36,13.8,0.1935,9.2,36.4,89.7,0.384,0.162,26.4,In From LF,69,Target Field,
64,678246,Miguel Vargas,CWS,LAD,2026-06-13T20:10:00Z,Pre-Game,2,Yoshinobu Yamamoto,808967,R,55.1,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",54.4,29.8,59.6,100.0,50.0,50.3,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,1,Contact streak: 9/27 over last 7 games,"same-side matchup; pitcher baseline 6.8% barrel, 10.5 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.83,43.93,89.91,100.5795,0.4966,0.2389,0.3757,72.98,34.66,41.06,35.52,16.0,0.2258,6.82,37.88,88.3,0.3565,0.1298,23.71,L To R,81,Rate Field,
65,702616,Jackson Holliday,BAL,SD,2026-06-13T20:05:00Z,Pre-Game,8,Randy Vásquez,681190,R,54.8,Longshot,Watch List,"Strong Barrel, Platoon Edge",45.6,69.5,47.6,52.4,80.0,28.9,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,21,1,"Last 7 games: 4/21, 1 HR","platoon edge; pitcher baseline 12.7% barrel, 11.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.98,42.69,88.87,99.7498,0.4341,0.1952,0.3336,70.46,8.6,36.04,31.89,7.2,0.1694,12.72,44.69,90.64,0.5286,0.2378,29.51,In From LF,85,Oriole Park at Camden Yards,
66,691016,Tyler Soderstrom,ATH,COL,2026-06-14T02:05:00Z,Scheduled,4,Kyle Freeland,607536,L,54.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",46.7,59.2,27.6,90.4,50.0,77.9,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 9.6% barrel, 15.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.05,46.51,90.41,101.9879,0.4332,0.1827,0.3361,74.14,40.63,36.07,27.7,15.2,0.2148,9.61,45.06,90.89,0.5038,0.2001,28.66,,,Las Vegas Ballpark,
67,680776,Jarren Duran,BOS,TEX,2026-06-13T20:10:00Z,Pre-Game,5,Jacob deGrom,594798,R,54.7,Longshot,Watch List,"Strong Barrel, Platoon Edge",41.1,55.3,56.2,86.4,80.0,2.7,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,29,0,"Last 7 games: 4/29, 0 HR","platoon edge; pitcher baseline 10.1% barrel, 16.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.68,41.97,90.82,102.2729,0.3904,0.1564,0.3029,75.15,52.4,40.58,22.51,11.8,0.1748,10.07,43.93,90.87,0.4134,0.1826,32.12,L To R,84,Fenway Park,
68,665862,Jazz Chisholm Jr.,NYY,TOR,2026-06-13T19:07:00Z,Pre-Game,5,Kevin Gausman,592332,R,54.6,Longshot,Watch List,"Strong Barrel, Platoon Edge",40.8,39.7,67.9,86.4,80.0,43.7,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.4% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.1,40.92,89.63,100.103,0.3984,0.1791,0.3096,73.2,32.59,52.05,31.03,15.6,0.1928,8.36,38.81,88.46,0.3993,0.1592,25.88,Out To RF,71,Rogers Centre,
69,663993,Nathaniel Lowe,CIN,AZ,2026-06-13T20:10:00Z,Pre-Game,4,Michael Soroka,647336,R,54.4,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",46.8,33.9,61.3,94.9,80.0,22.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,15,0,"Last 7 games: 4/15, 0 HR","platoon edge; pitcher baseline 7.6% barrel, 7.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.62,42.27,89.21,101.2721,0.471,0.2101,0.3541,73.82,35.22,39.3,26.2,11.7,0.2174,7.61,35.43,88.15,0.3895,0.1497,27.8,L To R,81,Great American Ball Park,
