rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
35,691723,Coby Mayo,BAL,NYM,2026-09-15T23:10:00Z,Scheduled,3,Sean Manaea,640455,L,57.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",50.8,54.2,24.8,92.1,78.0,74.5,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 10.4% barrel, 18.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.06,44.4,90.17,102.5496,0.4316,0.2097,0.3143,75.47,56.0,48.92,33.55,19.4,0.2172,10.37,41.76,89.38,0.4444,0.1897,28.61,,,Citi Field,
36,641355,Cody Bellinger,NYY,MIN,2026-09-15T23:40:00Z,Pre-Game,2,Bailey Ober,641927,R,57.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",30.4,53.6,61.6,95.5,80.0,87.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 10.1% barrel, 21.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.87,37.69,88.86,98.529,0.4173,0.1512,0.3335,69.89,4.47,44.08,31.85,19.2,0.1786,10.13,37.07,88.9,0.455,0.2056,32.53,Out To RF,69,Target Field,
37,669127,Shea Langeliers,ATH,TB,2026-09-15T22:40:00Z,Pre-Game,3,Griffin Jax,643377,R,57.0,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",58.2,44.6,41.1,96.6,50.0,59.0,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,23,1,Contact streak: 9/23 over last 7 games,"same-side matchup; pitcher baseline 9.5% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.68,45.39,91.6,102.5756,0.499,0.2347,0.3535,74.78,49.24,40.3,30.33,25.4,0.2397,9.47,42.0,89.13,0.4056,0.1576,23.44,None,72,Tropicana Field,
38,691406,Junior Caminero,TB,ATH,2026-09-15T22:40:00Z,Pre-Game,3,Jack Perkins,678022,R,57.0,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",61.8,40.3,41.1,96.6,50.0,54.7,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.0% barrel, 15.2 HR allowed",EV profile; pitcher allows elevated contact,13.3,50.28,92.68,105.0825,0.4961,0.2292,0.3572,79.27,83.92,45.31,23.42,41.5,0.2584,9.04,36.79,87.87,0.3741,0.1482,33.61,None,72,Tropicana Field,
39,672960,Kazuma Okamoto,TOR,DET,2026-09-15T23:07:00Z,Pre-Game,6,Drew Anderson,623454,R,56.9,Longshot,Watch List,"Strong Barrel, Hot Hitter/Streak",54.9,39.1,65.4,76.2,50.0,89.2,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,5,Hot streak: 5 HR in last 7 games,"same-side matchup; pitcher baseline 8.4% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.9,44.2,90.6,101.4277,0.455,0.23,0.33,73.1,34.3,51.4,33.9,33.0,0.232,8.4,39.2,89.9,0.367,0.141,24.0,Out To CF,70,Rogers Centre,
40,665833,Oneil Cruz,PIT,MIL,2026-09-15T22:40:00Z,Pre-Game,4,Jacob Misiorowski,694819,R,56.5,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",70.0,19.2,37.3,94.9,80.0,54.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,25,1,Contact streak: 9/25 over last 7 games,"platoon edge; pitcher baseline 5.1% barrel, 12.2 HR allowed",EV profile; pitcher fly-ball pressure modest,16.74,55.41,95.1,106.5841,0.4649,0.2224,0.3478,78.31,76.1,40.02,23.17,18.6,0.1969,5.1,34.56,87.67,0.281,0.101,25.85,In From RF,80,PNC Park,
41,666018,Jonathan Aranda,TB,ATH,2026-09-15T22:40:00Z,Pre-Game,2,Jack Perkins,678022,R,56.4,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",49.2,40.3,41.1,100.0,80.0,62.4,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.0% barrel, 15.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.8,48.48,91.74,101.2353,0.466,0.1974,0.3582,70.36,13.04,33.41,30.27,18.9,0.1639,9.04,36.79,87.87,0.3741,0.1482,33.61,None,72,Tropicana Field,
42,669003,Garrett Mitchell,MIL,PIT,2026-09-15T22:40:00Z,Pre-Game,1,Lake Bachar,669199,R,56.1,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",48.1,43.3,37.3,93.2,80.0,81.2,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,24,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.1% barrel, 12.1 HR allowed",EV profile; pitcher allows elevated contact,10.41,49.83,92.43,103.9042,0.4208,0.1631,0.3356,77.15,77.44,33.65,17.2,7.7,0.1405,9.09,36.6,89.32,0.3794,0.1731,32.06,In From RF,80,PNC Park,
43,673548,Seiya Suzuki,CHC,ATL,2026-09-15T23:40:00Z,Pre-Game,2,Martín Pérez,527048,L,55.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",47.7,38.2,65.8,95.5,78.0,13.3,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,0,"Last 7 games: 5/24, 0 HR","platoon edge; pitcher baseline 8.1% barrel, 10.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.47,41.98,89.34,101.0238,0.4464,0.2008,0.3436,73.37,37.67,41.48,32.18,26.4,0.2141,8.07,37.51,87.99,0.4234,0.1639,24.13,Out To RF,78,Wrigley Field,
44,518692,Freddie Freeman,LAD,CIN,2026-09-15T22:40:00Z,Pre-Game,2,Rhett Lowder,695076,R,55.7,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",39.5,53.3,57.8,100.0,80.0,0.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,26,0,"Last 7 games: 1/26, 0 HR","platoon edge; pitcher baseline 9.9% barrel, 17.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.72,42.48,89.85,100.2125,0.4698,0.1846,0.3626,70.08,8.05,36.47,27.0,18.4,0.1699,9.9,39.0,90.1,0.464,0.192,28.1,In From RF,91,Great American Ball Park,
45,686527,Dominic Canzone,SEA,LAA,2026-09-16T01:38:00Z,Scheduled,3,Ryan Johnson,696270,R,55.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",54.8,46.1,28.2,92.1,80.0,43.9,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,31,1,"Last 7 games: 9/31, 1 HR","platoon edge; pitcher baseline 9.4% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,12.75,46.34,91.53,102.553,0.4959,0.222,0.3585,73.94,41.22,39.83,26.02,18.7,0.2097,9.41,36.49,87.75,0.4353,0.1833,33.88,,,Angel Stadium,
46,547180,Bryce Harper,PHI,WSH,2026-09-15T22:45:00Z,Pre-Game,3,Jackson Kent,800600,L,55.6,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",51.8,36.5,64.7,96.6,50.0,40.7,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,1,"Last 7 games: 7/26, 1 HR","same-side matchup; pitcher baseline 8.1% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.39,45.47,90.74,101.8797,0.4962,0.2226,0.3827,74.1,45.01,38.75,27.17,27.7,0.2281,8.1,41.9,88.2,0.419,0.154,20.9,Out To LF,77,Nationals Park,
47,545361,Mike Trout,LAA,SEA,2026-09-16T01:38:00Z,Scheduled,2,Logan Gilbert,669302,R,55.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",60.0,48.7,28.2,95.5,50.0,39.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,1,"Last 7 games: 6/23, 1 HR","same-side matchup; pitcher baseline 9.7% barrel, 24.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.8,46.78,90.34,102.9073,0.4838,0.2355,0.372,74.56,47.0,35.74,31.35,22.5,0.1916,9.72,41.49,90.03,0.3831,0.161,28.47,,,Angel Stadium,
48,691023,Jordan Walker,STL,SF,2026-09-15T23:45:00Z,Pre-Game,4,Blade Tidwell,694918,R,55.4,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",54.2,36.8,68.6,94.9,50.0,12.0,Yes,No,4,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,0,"Last 7 games: 4/20, 0 HR","same-side matchup; pitcher baseline 8.9% barrel, 5.4 HR allowed",EV profile; pitcher fly-ball pressure modest,12.23,49.09,92.37,104.5275,0.4351,0.1858,0.3235,78.87,83.05,38.24,23.91,21.4,0.1715,8.89,34.05,87.92,0.4087,0.1579,27.26,Out To LF,91,Busch Stadium,
49,663728,Cal Raleigh,SEA,LAA,2026-09-16T01:38:00Z,Scheduled,4,Ryan Johnson,696270,R,55.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",60.6,44.6,28.2,90.4,75.0,21.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,28,1,"Last 7 games: 4/28, 1 HR","switch hitter; pitcher baseline 9.4% barrel, 13.8 HR allowed",fly-ball profile; pitcher allows elevated contact,16.07,42.53,90.39,101.2199,0.4448,0.2425,0.3311,75.06,52.11,53.03,42.71,33.4,0.2356,9.41,36.49,87.75,0.4353,0.1833,33.88,,,Angel Stadium,
50,677800,Wilyer Abreu,BOS,TEX,2026-09-16T00:05:00Z,Scheduled,3,Jacob deGrom,594798,R,55.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",53.7,47.0,27.6,92.1,80.0,40.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,1,"Last 7 games: 7/26, 1 HR","platoon edge; pitcher baseline 8.5% barrel, 21.1 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.51,44.2,90.17,101.3726,0.4778,0.225,0.3469,73.89,38.45,38.04,37.45,23.4,0.2129,8.53,43.93,90.31,0.3805,0.1546,29.25,,,Globe Life Field,
51,694192,Jackson Chourio,MIL,PIT,2026-09-15T22:40:00Z,Pre-Game,2,Lake Bachar,669199,R,55.2,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",50.3,43.3,37.3,100.0,50.0,81.6,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,13,31,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.1% barrel, 12.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.52,45.94,90.98,101.9277,0.4603,0.2014,0.3315,74.25,44.8,31.36,29.13,22.4,0.1986,9.09,36.6,89.32,0.3794,0.1731,32.06,In From RF,80,PNC Park,
52,701350,Roman Anthony,BOS,TEX,2026-09-16T00:05:00Z,Scheduled,1,Jacob deGrom,594798,R,55.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",56.0,47.0,27.6,88.7,80.0,30.3,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,30,1,"Last 7 games: 6/30, 1 HR","platoon edge; pitcher baseline 8.5% barrel, 21.1 HR allowed",EV profile; pitcher fly-ball pressure modest,13.15,52.18,93.03,102.999,0.4476,0.1854,0.3559,75.42,54.07,40.07,23.63,5.2,0.1458,8.53,43.93,90.31,0.3805,0.1546,29.25,,,Globe Life Field,
53,683748,Victor Mesa Jr.,TB,ATH,2026-09-15T22:40:00Z,Pre-Game,5,Jack Perkins,678022,R,54.8,Longshot,Watch List,"Strong Barrel, Platoon Edge, Hot Hitter/Streak",44.4,40.3,41.1,86.4,80.0,100.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,22,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 9.0% barrel, 15.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.11,41.22,89.84,100.1376,0.4395,0.1942,0.334,73.72,32.53,41.36,34.4,9.4,0.2267,9.04,36.79,87.87,0.3741,0.1482,33.61,None,72,Tropicana Field,
54,663586,Austin Riley,ATL,CHC,2026-09-15T23:40:00Z,Pre-Game,6,Kevin Gausman,592332,R,54.3,Longshot,Watch List,Strong Barrel,53.1,41.9,65.8,76.2,50.0,32.9,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,1,"Last 7 games: 5/23, 1 HR","same-side matchup; pitcher baseline 7.7% barrel, 23.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.96,46.35,91.6,102.7308,0.4188,0.1956,0.309,75.83,59.85,40.08,30.94,16.7,0.1505,7.73,39.93,88.95,0.4077,0.1613,26.16,Out To RF,78,Wrigley Field,
55,608369,Corey Seager,TEX,BOS,2026-09-16T00:05:00Z,Scheduled,2,Patrick Sandoval,663776,L,54.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",62.6,32.3,27.6,95.5,50.0,77.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,4,Hot streak: 4 HR in last 7 games,"same-side matchup; pitcher baseline 6.5% barrel, 6.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,15.02,50.1,92.13,102.5632,0.5095,0.249,0.3671,71.8,15.16,40.92,30.92,18.9,0.209,6.5,35.7,87.6,0.441,0.161,24.4,,,Globe Life Field,
56,701398,Sal Stewart,CIN,LAD,2026-09-15T22:40:00Z,Pre-Game,3,Yoshinobu Yamamoto,808967,R,54.2,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",59.4,28.1,57.8,96.6,50.0,22.4,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,0,"Last 7 games: 7/26, 0 HR","same-side matchup; pitcher baseline 6.5% barrel, 17.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.26,43.82,91.76,101.5114,0.5215,0.2533,0.3639,72.1,26.58,37.8,32.02,23.2,0.2305,6.47,37.6,88.09,0.3306,0.1207,22.94,In From RF,91,Great American Ball Park,
57,605141,Mookie Betts,LAD,CIN,2026-09-15T22:40:00Z,Pre-Game,3,Rhett Lowder,695076,R,54.0,Longshot,Watch List,"Premium Lineup Spot, Hot Hitter/Streak",32.6,53.3,57.8,96.6,50.0,75.9,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 9.9% barrel, 17.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.11,37.55,89.87,98.4741,0.4276,0.1553,0.3328,69.46,8.32,40.38,33.31,20.0,0.1725,9.9,39.0,90.1,0.464,0.192,28.1,In From RF,91,Great American Ball Park,
58,696100,Hunter Goodman,COL,SD,2026-09-16T00:40:00Z,Scheduled,4,Walker Buehler,621111,R,54.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",56.1,43.2,38.7,90.4,50.0,42.7,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.7% barrel, 19.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.37,45.29,90.31,102.4929,0.4567,0.2259,0.3213,74.86,48.11,48.49,32.34,35.9,0.2714,8.73,38.29,88.95,0.4136,0.1631,23.3,,,Coors Field,
59,683737,Michael Busch,CHC,ATL,2026-09-15T23:40:00Z,Pre-Game,3,Martín Pérez,527048,L,53.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",45.0,38.2,65.8,92.1,50.0,45.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,20,1,"Last 7 games: 6/20, 1 HR","same-side matchup; pitcher baseline 8.1% barrel, 10.9 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,11.57,42.12,89.54,99.7311,0.4451,0.2055,0.3444,68.9,5.78,40.28,35.25,23.5,0.1885,8.07,37.51,87.99,0.4234,0.1639,24.13,Out To RF,78,Wrigley Field,
60,543807,George Springer,TOR,DET,2026-09-15T23:07:00Z,Pre-Game,2,Drew Anderson,623454,R,53.5,Longshot,Watch List,Premium Lineup Spot,40.2,39.1,65.4,100.0,50.0,50.3,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,1,Contact streak: 8/24 over last 7 games,"same-side matchup; pitcher baseline 8.4% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.48,41.58,89.02,100.399,0.438,0.1848,0.3368,73.31,36.0,41.09,26.93,20.1,0.1908,8.4,39.2,89.9,0.367,0.141,24.0,Out To CF,70,Rogers Centre,
61,687952,Christian Encarnacion-Strand,BAL,NYM,2026-09-15T23:10:00Z,Scheduled,5,Sean Manaea,640455,L,53.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",52.6,54.2,24.8,81.9,78.0,16.1,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,0,"Last 7 games: 5/22, 0 HR","platoon edge; pitcher baseline 10.4% barrel, 18.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.48,40.71,90.07,101.241,0.4708,0.2325,0.3203,73.6,36.69,45.18,31.75,7.4,0.1963,10.37,41.76,89.38,0.4444,0.1897,28.61,,,Citi Field,
62,805808,Kevin McGonigle,DET,TOR,2026-09-15T23:07:00Z,Pre-Game,1,Braydon Fisher,680755,R,53.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",33.5,36.1,65.4,88.7,80.0,83.6,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 9.2% barrel, 6.8 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,7.2,37.0,87.9,98.3466,0.44,0.177,0.354,71.3,16.0,37.3,35.7,17.0,0.152,9.21,37.87,87.82,0.3566,0.1398,27.99,Out To CF,70,Rogers Centre,
63,669065,Kyle Stowers,MIA,AZ,2026-09-16T01:40:00Z,Scheduled,1,Michael Soroka,647336,R,53.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",63.0,34.7,28.2,88.7,80.0,4.2,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,0,"Last 7 games: 4/27, 0 HR","platoon edge; pitcher baseline 7.7% barrel, 8.5 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,14.41,55.43,92.01,103.3884,0.4628,0.2244,0.3407,75.28,54.18,45.71,32.34,20.8,0.2287,7.68,35.92,88.22,0.3937,0.1483,27.94,,,Chase Field,
64,665489,Vladimir Guerrero Jr.,TOR,DET,2026-09-15T23:07:00Z,Pre-Game,3,Drew Anderson,623454,R,53.1,Longshot,Watch List,Premium Lineup Spot,40.8,39.1,65.4,96.6,50.0,48.5,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,1,Contact streak: 9/28 over last 7 games,"same-side matchup; pitcher baseline 8.4% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.56,46.36,90.95,103.392,0.4353,0.1465,0.3497,76.42,64.1,35.25,19.38,13.2,0.1218,8.4,39.2,89.9,0.367,0.141,24.0,Out To CF,70,Rogers Centre,
65,671732,Lawrence Butler,ATH,TB,2026-09-15T22:40:00Z,Pre-Game,4,Griffin Jax,643377,R,52.9,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",37.2,44.6,41.1,94.9,80.0,64.8,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 9.5% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.57,45.17,89.94,101.8928,0.3947,0.1549,0.319,73.63,37.6,35.17,21.86,17.5,0.1602,9.47,42.0,89.13,0.4056,0.1576,23.44,None,72,Tropicana Field,
66,687263,Zach Neto,LAA,SEA,2026-09-16T01:38:00Z,Scheduled,1,Logan Gilbert,669302,R,52.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",48.2,48.7,28.2,88.7,50.0,83.6,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 9.7% barrel, 24.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.25,42.61,90.09,100.3164,0.4362,0.2104,0.3202,71.4,15.02,47.48,34.19,26.0,0.2065,9.72,41.49,90.03,0.3831,0.161,28.47,,,Angel Stadium,
67,668930,Brice Turang,MIL,PIT,2026-09-15T22:40:00Z,Pre-Game,3,Lake Bachar,669199,R,52.8,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",36.4,43.3,37.3,96.6,80.0,81.7,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,22,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.1% barrel, 12.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.79,42.99,90.4,100.3018,0.4297,0.1719,0.342,70.25,13.27,27.93,23.57,18.7,0.1687,9.09,36.6,89.32,0.3794,0.1731,32.06,In From RF,80,PNC Park,
68,641857,Ryan McMahon,NYY,MIN,2026-09-15T23:40:00Z,Pre-Game,7,Bailey Ober,641927,R,52.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",44.6,53.6,61.6,59.8,80.0,7.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,0,"Last 7 games: 4/24, 0 HR","platoon edge; pitcher baseline 10.1% barrel, 21.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.93,46.37,91.27,101.732,0.3938,0.166,0.3059,74.42,45.57,40.5,31.47,13.0,0.1474,10.13,37.07,88.9,0.455,0.2056,32.53,Out To RF,69,Target Field,
