rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
217,805367,Chase Meidroth,CWS,CLE,2026-06-23T23:40:00Z,Pre-Game,3,Parker Messick,800048,L,36.4,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",13.3,22.7,37.1,96.6,78.0,9.8,Yes,No,3,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,0,"Last 7 games: 5/27, 0 HR","platoon edge; pitcher baseline 5.8% barrel, 6.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.84,35.96,87.92,97.5922,0.3281,0.0933,0.2881,67.12,1.39,38.05,20.19,5.7,0.0999,5.8,33.23,87.96,0.3554,0.1219,22.73,In From LF,69,Rate Field,
218,803011,Sam Antonacci,CWS,CLE,2026-06-23T23:40:00Z,Pre-Game,8,Parker Messick,800048,L,36.2,Longshot,Watch List,Hot Hitter/Streak,28.7,22.7,37.1,52.4,50.0,77.4,Yes,No,6,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 8 vs RotoWire 6,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,23,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 5.8% barrel, 6.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.0,36.6,88.0,98.4064,0.448,0.143,0.378,70.2,10.2,32.7,20.6,4.0,0.131,5.8,33.23,87.96,0.3554,0.1219,22.73,In From LF,69,Rate Field,
219,573262,Mike Yastrzemski,ATL,SD,2026-06-24T01:40:00Z,Scheduled,8,,,,36.2,Longshot,Watch List,Projected Lineup,28.6,41.2,22.6,47.9,60.0,26.8,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,1,"Last 7 games: 3/17, 1 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.07,43.02,90.66,99.6128,0.3518,0.1211,0.301,71.13,7.6,44.08,30.21,7.9,0.1357,,,,,,,,,Petco Park,
220,656577,Alex Jackson,MIN,LAD,2026-06-23T23:40:00Z,Scheduled,9,Justin Wrobleski,680736,L,36.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",23.6,39.5,27.1,40.2,78.0,40.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,18,0,Contact streak: 7/18 over last 7 games,"platoon edge; pitcher baseline 6.2% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.44,42.24,89.49,100.3367,0.2766,0.0919,0.2287,73.86,40.75,40.83,29.47,1.5,0.127,6.25,45.42,90.95,0.4059,0.1458,27.02,,,Target Field,
221,663656,Kyle Tucker,LAD,MIN,2026-06-23T23:40:00Z,Scheduled,6,Kendry Rojas,696070,L,35.6,Longshot,Watch List,Projected Lineup,31.7,19.9,27.1,71.7,50.0,34.4,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,1,"Last 7 games: 5/22, 1 HR","same-side matchup; pitcher baseline 8.3% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.88,39.63,89.26,98.961,0.4018,0.1472,0.3377,71.44,22.2,44.71,31.02,10.8,0.1574,8.3,36.1,84.9,0.302,0.103,22.2,,,Target Field,
222,687551,Drew Gilbert,SF,ATH,2026-06-24T01:45:00Z,Scheduled,8,Aaron Civale,650644,R,35.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",10.5,58.1,19.3,47.9,80.0,27.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,20,0,"Last 7 games: 6/20, 0 HR","platoon edge; pitcher baseline 9.8% barrel, 13.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.15,33.49,85.69,97.3684,0.3234,0.0971,0.2777,70.59,10.86,39.09,17.8,3.0,0.1411,9.8,45.33,90.18,0.4741,0.204,32.88,,,Oracle Park,
223,663968,Jake Mangum,PIT,SEA,2026-06-23T22:40:00Z,Pre-Game,8,George Kirby,669923,R,35.5,Longshot,Watch List,Platoon Edge,3.3,35.5,66.3,52.4,75.0,36.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,25,0,Contact streak: 9/25 over last 7 games,"switch hitter; pitcher baseline 6.9% barrel, 10.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.37,28.15,84.57,95.9733,0.3311,0.0675,0.2844,66.67,2.92,29.68,12.62,1.6,0.0657,6.92,42.43,89.9,0.3857,0.1332,24.17,Out To RF,76,PNC Park,
224,643289,Mauricio Dubon,ATL,SD,2026-06-24T01:40:00Z,Scheduled,6,,,,35.4,Longshot,Watch List,Projected Lineup,13.8,41.2,22.6,71.7,60.0,43.2,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,1,"Last 7 games: 8/28, 1 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.42,28.26,85.83,96.2815,0.3828,0.1183,0.3074,68.76,2.91,31.05,26.0,7.0,0.135,,,,,,,,,Petco Park,
225,649966,Luis Urías,TOR,HOU,2026-06-23T20:07:00Z,Pre-Game,7,Peter Lambert,663567,R,35.3,Longshot,Watch List,No major boost,12.4,31.9,49.9,64.3,50.0,50.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,0,0,0,0,Recent form unavailable,"same-side matchup; pitcher baseline 6.3% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.7,30.2,86.2,96.7705,0.346,0.113,0.3,69.4,7.9,40.0,23.7,8.0,0.108,6.3,39.1,88.6,0.351,0.139,34.5,In From CF,75,Rogers Centre,
226,669707,Jared Triolo,PIT,SEA,2026-06-23T22:40:00Z,Pre-Game,9,George Kirby,669923,R,35.3,Longshot,Watch List,No major boost,14.5,36.7,66.3,44.8,50.0,19.5,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,0,"Last 7 games: 6/24, 0 HR","same-side matchup; pitcher baseline 6.9% barrel, 10.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.56,36.94,88.02,98.5524,0.3179,0.0831,0.2834,71.04,9.47,32.46,23.76,2.1,0.0695,6.92,42.43,89.9,0.3857,0.1332,24.17,Out To RF,76,PNC Park,
227,682668,Luisangel Acuña,CWS,CLE,2026-06-23T23:40:00Z,Pre-Game,7,Parker Messick,800048,L,35.3,Longshot,Watch List,Platoon Edge,16.3,22.7,37.1,64.3,78.0,58.7,Yes,No,8,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 7 vs RotoWire 8,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,18,1,Contact streak: 7/18 over last 7 games,"platoon edge; pitcher baseline 5.8% barrel, 6.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.64,37.6,88.95,99.6974,0.3179,0.0742,0.2745,71.75,25.41,32.08,18.12,0.7,0.0393,5.8,33.23,87.96,0.3554,0.1219,22.73,In From LF,69,Rate Field,
228,680700,Richie Palacios,TB,KC,2026-06-23T22:40:00Z,Pre-Game,5,Luinder Avila,679883,R,35.1,Longshot,Watch List,Platoon Edge,13.2,18.4,41.1,86.4,80.0,17.7,Yes,No,5,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,0,"Last 7 games: 5/21, 0 HR","platoon edge; pitcher baseline 6.0% barrel, 2.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.22,31.92,87.59,97.0613,0.3506,0.0927,0.3187,68.66,3.17,34.43,17.34,1.0,0.0952,6.05,30.66,86.97,0.3305,0.12,23.66,None,72,Tropicana Field,
229,693459,Kyler Fedko,MIN,LAD,2026-06-23T23:40:00Z,Scheduled,6,Justin Wrobleski,680736,L,35.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",13.5,39.5,27.1,71.7,78.0,0.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,6,0,7,0,"Last 6 games: 0/7, 0 HR","platoon edge; pitcher baseline 6.2% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,33.3,87.1,96.5674,0.127,0.006,0.178,71.9,20.0,50.0,33.3,0.0,0.0,6.25,45.42,90.95,0.4059,0.1458,27.02,,,Target Field,
230,624431,Jose Trevino,CIN,MIL,2026-06-23T23:10:00Z,Pre-Game,8,Brandon Sproat,687075,R,34.9,Longshot,Watch List,Good Environment,6.6,39.6,75.3,52.4,50.0,2.5,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,0,"Last 7 games: 3/22, 0 HR","same-side matchup; pitcher baseline 7.6% barrel, 9.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.35,31.11,85.38,96.6747,0.3039,0.0731,0.2472,69.67,5.61,31.59,18.0,1.2,0.0514,7.6,41.47,89.44,0.4116,0.1577,23.74,Out To RF,78,Great American Ball Park,
231,686475,Tyler Tolbert,KC,TB,2026-06-23T22:40:00Z,Pre-Game,8,Shane McClanahan,663556,L,34.4,Longshot,Watch List,Platoon Edge,12.1,39.5,41.1,52.4,78.0,7.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,12,0,"Last 7 games: 2/12, 0 HR","platoon edge; pitcher baseline 8.5% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.11,38.38,83.33,98.1553,0.2667,0.041,0.3032,69.21,3.5,41.64,13.25,0.3,0.03,8.5,42.0,90.0,0.38,0.142,26.1,None,72,Tropicana Field,
232,676609,Jose Caballero,NYY,DET,2026-06-23T22:40:00Z,Pre-Game,7,Casey Mize,663554,R,34.3,Longshot,Watch List,Projected Lineup,7.2,36.3,50.1,59.8,50.0,56.2,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.3% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.87,26.75,84.46,96.568,0.3383,0.1052,0.292,68.82,7.73,39.15,20.12,6.4,0.1355,8.29,37.74,88.25,0.3679,0.1448,30.25,L To R,70,Comerica Park,
233,702332,Caleb Durbin,BOS,COL,2026-06-24T00:40:00Z,Pre-Game,7,Sean Sullivan,807743,L,34.3,Longshot,Watch List,"Projected Lineup, Platoon Edge, Hot Hitter/Streak",8.1,16.6,54.7,59.8,78.0,81.2,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,24,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 0.0% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.44,29.7,85.27,96.448,0.3431,0.0972,0.2931,68.32,2.6,42.84,18.63,6.8,0.1429,0.0,28.6,86.3,0.231,0.092,57.1,In From RF,82,Coors Field,
234,660688,Keibert Ruiz,WSH,PHI,2026-06-23T22:45:00Z,Pre-Game,9,Jesús Luzardo,666200,L,34.0,Longshot,Watch List,Platoon Edge,19.6,21.0,45.2,44.8,75.0,54.3,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,25,1,Contact streak: 9/25 over last 7 games,"switch hitter; pitcher baseline 6.5% barrel, 11.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.65,37.06,88.23,97.9128,0.3615,0.1178,0.2765,67.08,0.58,57.83,27.47,4.8,0.1662,6.49,31.36,86.96,0.3459,0.1193,22.22,In From CF,72,Nationals Park,
235,687221,Dalton Rushing,LAD,MIN,2026-06-23T23:40:00Z,Scheduled,8,Kendry Rojas,696070,L,34.0,Longshot,Watch List,"Projected Lineup, Strong Barrel",41.4,19.9,27.1,47.9,50.0,4.5,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,20,0,"Last 7 games: 3/20, 0 HR","same-side matchup; pitcher baseline 8.3% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.85,43.06,89.47,101.3165,0.414,0.1746,0.3236,72.61,17.89,47.4,26.36,6.8,0.1963,8.3,36.1,84.9,0.302,0.103,22.2,,,Target Field,
236,807712,Luke Keaschall,MIN,LAD,2026-06-23T23:40:00Z,Scheduled,7,Justin Wrobleski,680736,L,34.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",10.6,39.5,27.1,59.8,78.0,30.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,0,Contact streak: 8/25 over last 7 games,"platoon edge; pitcher baseline 6.2% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.8,29.38,85.01,96.5948,0.3542,0.1104,0.3051,68.58,7.52,36.86,25.29,2.6,0.0961,6.25,45.42,90.95,0.4059,0.1458,27.02,,,Target Field,
237,665926,Andrés Giménez,TOR,HOU,2026-06-23T20:07:00Z,Pre-Game,9,Peter Lambert,663567,R,33.9,Longshot,Watch List,Platoon Edge,8.1,31.9,49.9,44.8,80.0,52.5,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,1,Contact streak: 8/23 over last 7 games,"platoon edge; pitcher baseline 6.3% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.77,24.83,86.37,95.943,0.3302,0.0971,0.2779,68.32,4.79,37.75,22.88,7.0,0.1282,6.3,39.1,88.6,0.351,0.139,34.5,In From CF,75,Rogers Centre,
238,702222,Justin Crawford,PHI,WSH,2026-06-23T22:45:00Z,Pre-Game,9,PJ Poulin,676571,L,33.8,Longshot,Watch List,Projected Lineup,8.9,50.4,45.2,40.2,50.0,37.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,19,0,Contact streak: 7/19 over last 7 games,"same-side matchup; pitcher baseline 8.7% barrel, 3.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.2,33.9,86.8,97.6963,0.297,0.061,0.266,68.7,4.5,28.5,17.0,2.0,0.093,8.7,46.59,91.33,0.4353,0.1797,28.7,In From CF,72,Nationals Park,
239,645302,Victor Robles,SEA,PIT,2026-06-23T22:40:00Z,Pre-Game,8,Mitch Keller,656605,R,33.6,Longshot,Watch List,No major boost,7.5,37.2,66.3,52.4,50.0,9.3,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,0,"Last 7 games: 4/22, 0 HR","same-side matchup; pitcher baseline 6.8% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.34,21.24,84.07,94.3604,0.3319,0.1079,0.2566,68.47,1.95,51.02,25.19,0.3,0.05,6.82,41.84,89.05,0.4251,0.1486,21.53,Out To RF,76,PNC Park,
240,676356,Jonny DeLuca,TB,KC,2026-06-23T22:40:00Z,Pre-Game,6,Luinder Avila,679883,R,33.5,Longshot,Watch List,No major boost,15.6,18.4,41.1,76.2,50.0,52.8,Yes,No,7,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 6 vs RotoWire 7,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.0% barrel, 2.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.19,31.03,85.81,97.8127,0.3626,0.1117,0.2796,73.03,30.69,44.83,24.16,2.8,0.1664,6.05,30.66,86.97,0.3305,0.12,23.66,None,72,Tropicana Field,
241,669242,Tommy Edman,LAD,MIN,2026-06-23T23:40:00Z,Scheduled,7,Kendry Rojas,696070,L,33.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",20.9,19.9,27.1,59.8,75.0,43.8,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,5,7,17,0,Contact streak: 7/17 over last 5 games,"switch hitter; pitcher baseline 8.3% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.35,35.28,90.33,98.9198,0.4334,0.1013,0.3525,71.11,16.76,45.47,21.32,3.9,0.0884,8.3,36.1,84.9,0.302,0.103,22.2,,,Target Field,
242,642201,Eli White,ATL,SD,2026-06-24T01:40:00Z,Scheduled,9,,,,33.0,Longshot,Watch List,Projected Lineup,26.3,41.2,22.6,40.2,60.0,0.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,17,0,"Last 7 games: 2/17, 0 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.42,35.43,87.49,99.1683,0.3797,0.136,0.2939,72.9,29.95,37.45,23.24,5.1,0.1622,,,,,,,,,Petco Park,
243,676439,Hunter Feduccia,TB,KC,2026-06-23T22:40:00Z,Pre-Game,9,Luinder Avila,679883,R,32.9,Longshot,Watch List,Platoon Edge,25.3,18.4,41.1,44.8,80.0,10.1,Yes,No,8,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 9 vs RotoWire 8,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,16,0,"Last 7 games: 3/16, 0 HR","platoon edge; pitcher baseline 6.0% barrel, 2.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.36,35.6,89.77,98.4702,0.3307,0.1157,0.2981,70.29,8.22,29.16,25.91,0.7,0.0668,6.05,30.66,86.97,0.3305,0.12,23.66,None,72,Tropicana Field,
244,701162,Ben Malgeri,DET,NYY,2026-06-23T22:40:00Z,Pre-Game,9,Carlos Rodón,607074,L,32.9,Longshot,Watch List,Platoon Edge,6.4,31.2,50.1,44.8,78.0,50.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H: P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,0,0,0,0,Recent form unavailable,"platoon edge; pitcher baseline 6.2% barrel, 8.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,,,,,,,,,,,,,,6.2,38.41,90.21,0.3363,0.1303,27.95,L To R,70,Comerica Park,
245,663538,Nico Hoerner,CHC,NYM,2026-06-23T23:10:00Z,Pre-Game,7,Kodai Senga,673540,R,32.7,Longshot,Watch List,Projected Lineup,8.2,48.3,36.3,59.8,50.0,1.4,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,31,0,"Last 7 games: 4/31, 0 HR","same-side matchup; pitcher baseline 10.7% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,1.49,28.76,86.07,96.2559,0.3756,0.0843,0.3255,68.36,1.83,33.29,21.07,4.9,0.0942,10.66,38.92,89.18,0.4073,0.1711,31.22,In From LF,71,Citi Field,
246,691740,Daniel Susac,SF,ATH,2026-06-24T01:45:00Z,Scheduled,9,Aaron Civale,650644,R,32.2,Longshot,Watch List,Projected Lineup,14.2,58.1,19.3,40.2,50.0,12.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,0,"Last 7 games: 4/20, 0 HR","same-side matchup; pitcher baseline 9.8% barrel, 13.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.1,29.5,86.6,96.9775,0.35,0.088,0.301,69.0,4.3,42.3,30.8,0.0,0.073,9.8,45.33,90.18,0.4741,0.204,32.88,,,Oracle Park,
247,691594,Javier Sanoja,MIA,TEX,2026-06-23T22:40:00Z,Pre-Game,9,Cal Quantrill,615698,R,32.0,Longshot,Watch List,No major boost,8.6,53.6,35.0,44.8,50.0,5.7,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,0,"Last 7 games: 3/19, 0 HR","same-side matchup; pitcher baseline 10.6% barrel, 8.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.45,30.8,87.24,97.2564,0.3084,0.0704,0.2631,69.21,7.3,43.47,16.94,3.2,0.1187,10.61,40.66,88.72,0.4827,0.2073,27.54,None,72,loanDepot park,
248,670224,Kameron Misner,KC,TB,2026-06-23T22:40:00Z,Pre-Game,9,Shane McClanahan,663556,L,31.5,Longshot,Watch List,No major boost,10.1,39.5,41.1,44.8,50.0,34.5,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,20,0,Contact streak: 7/20 over last 7 games,"same-side matchup; pitcher baseline 8.5% barrel, 3.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,1.59,23.92,81.93,93.511,0.3067,0.0919,0.2519,73.83,36.39,21.68,43.01,1.5,0.0396,8.5,42.0,90.0,0.38,0.142,26.1,None,72,Tropicana Field,
249,669899,Ryan Ward,LAD,MIN,2026-06-23T23:40:00Z,Scheduled,9,Kendry Rojas,696070,L,31.2,Longshot,Watch List,Projected Lineup,35.5,19.9,27.1,40.2,50.0,10.1,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,16,0,"Last 7 games: 3/16, 0 HR","same-side matchup; pitcher baseline 8.3% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.4,30.3,89.6,99.7825,0.432,0.188,0.325,71.3,6.5,51.5,30.3,3.0,0.26,8.3,36.1,84.9,0.302,0.103,22.2,,,Target Field,
250,691785,Marcelo Mayer,BOS,COL,2026-06-24T00:40:00Z,Pre-Game,9,Sean Sullivan,807743,L,31.1,Longshot,Watch List,Projected Lineup,24.0,16.6,54.7,40.2,50.0,16.1,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,0,"Last 7 games: 5/22, 0 HR","same-side matchup; pitcher baseline 0.0% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.75,40.43,87.2,98.8933,0.3067,0.1037,0.2588,74.52,45.37,36.29,25.42,3.3,0.1159,0.0,28.6,86.3,0.231,0.092,57.1,In From RF,82,Coors Field,
251,664702,Myles Straw,TOR,HOU,2026-06-23T20:07:00Z,Pre-Game,8,Peter Lambert,663567,R,30.9,Longshot,Watch List,No major boost,10.4,31.9,49.9,52.4,50.0,9.3,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,11,0,"Last 7 games: 2/11, 0 HR","same-side matchup; pitcher baseline 6.3% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.9,25.77,86.29,96.0916,0.3594,0.0983,0.3041,68.5,5.31,36.85,26.9,2.6,0.0952,6.3,39.1,88.6,0.351,0.139,34.5,In From CF,75,Rogers Centre,
252,695238,Will Wagner,SD,ATL,2026-06-24T01:40:00Z,Scheduled,7,JR Ritchie,702275,R,30.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",5.3,38.6,22.6,59.8,80.0,15.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,0,"Last 7 games: 4/18, 0 HR","platoon edge; pitcher baseline 7.0% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,0.6,29.02,85.05,95.3836,0.312,0.0436,0.3285,69.35,4.9,19.73,15.02,0.0,0.0421,7.0,40.0,89.3,0.408,0.163,30.0,,,Petco Park,
