rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
72,694374,Tim Tawa,AZ,KC,2026-09-07T18:10:00Z,Warmup,7,Noah Cameron,702070,L,47.5,Longshot,Watch List,Platoon Edge,40.1,38.9,56.7,64.3,78.0,8.1,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,0,"Last 7 games: 4/23, 0 HR","platoon edge; pitcher baseline 7.4% barrel, 16.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.86,43.78,90.32,100.8583,0.3848,0.1585,0.2991,73.73,35.37,39.68,26.82,8.4,0.1481,7.42,38.1,88.6,0.4068,0.1604,26.59,R To L,90,Kauffman Stadium,
73,663586,Austin Riley,ATL,PHI,2026-09-07T17:05:00Z,In Progress,8,Jesús Luzardo,666200,L,47.4,Longshot,Watch List,"Strong Barrel, Platoon Edge",53.9,24.1,47.8,52.4,78.0,46.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,1,"Last 7 games: 7/23, 1 HR","platoon edge; pitcher baseline 6.3% barrel, 15.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.17,46.56,91.74,102.8517,0.4209,0.1963,0.309,75.83,59.36,40.08,31.5,16.0,0.1512,6.28,34.58,87.87,0.3235,0.1095,22.85,In From LF,77,Citizens Bank Park,
74,553993,Eugenio Suarez,CIN,LAD,2026-09-08T01:10:00Z,Scheduled,5,,,,47.4,Longshot,Watch List,"Projected Lineup, Strong Barrel",42.1,41.2,27.6,81.9,60.0,52.8,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,2,Hot streak: 2 HR in last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.2,38.99,88.87,100.0252,0.3846,0.1848,0.299,72.09,22.51,47.61,34.32,29.4,0.2357,,,,,,,,,UNIQLO Field at Dodger Stadium,
75,805999,A.J. Ewing,NYM,MIA,2026-09-07T17:10:00Z,In Progress,6,Eury Pérez,691587,R,47.3,Longshot,Watch List,Platoon Edge,30.7,48.1,35.0,76.2,80.0,50.3,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,21,1,Contact streak: 7/21 over last 7 games,"platoon edge; pitcher baseline 9.8% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.1,42.3,89.3,100.0429,0.398,0.14,0.322,70.4,12.2,31.1,24.3,8.0,0.117,9.84,41.39,89.24,0.3814,0.17,31.71,None,72,loanDepot park,
76,691023,Jordan Walker,STL,SF,2026-09-08T00:10:00Z,Scheduled,4,Logan Webb,657277,R,47.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",55.1,30.2,19.3,90.4,50.0,34.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,31,1,"Last 7 games: 7/31, 1 HR","same-side matchup; pitcher baseline 6.4% barrel, 11.9 HR allowed",EV profile; pitcher fly-ball pressure modest,12.51,49.02,92.3,104.5592,0.4421,0.1907,0.3263,78.87,82.91,38.03,23.98,21.4,0.175,6.41,38.87,88.58,0.3833,0.1275,19.14,,,Oracle Park,
77,650402,Gleyber Torres,DET,MIN,2026-09-07T19:10:00Z,Pre-Game,3,Joe Ryan,657746,R,47.1,Longshot,Watch List,Premium Lineup Spot,25.0,53.2,41.1,96.6,50.0,38.3,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,24,0,Contact streak: 9/24 over last 7 games,"same-side matchup; pitcher baseline 10.8% barrel, 19.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.01,35.22,87.48,97.9105,0.4011,0.1419,0.3378,68.77,5.89,27.18,26.75,10.4,0.1191,10.8,42.11,89.92,0.3921,0.1726,30.1,In From LF,77,Comerica Park,
78,607208,Trea Turner,PHI,ATL,2026-09-07T17:05:00Z,In Progress,2,Grant Holmes,656550,R,47.0,Longshot,Watch List,Premium Lineup Spot,27.1,50.7,47.8,100.0,50.0,5.1,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,0,"Last 7 games: 4/26, 0 HR","same-side matchup; pitcher baseline 9.0% barrel, 18.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.22,40.14,88.67,99.2764,0.3799,0.1288,0.3014,71.45,18.72,35.59,25.2,16.4,0.1425,8.98,43.09,90.8,0.4238,0.174,26.55,In From LF,77,Citizens Bank Park,
79,687093,Vaughn Grissom,LAA,BOS,2026-09-07T17:35:00Z,In Progress,4,Brayan Bello,678394,R,46.5,Longshot,Watch List,Premium Lineup Spot,28.0,41.6,49.7,94.9,50.0,40.7,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,1,"Last 7 games: 7/26, 1 HR","same-side matchup; pitcher baseline 7.5% barrel, 12.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.3,37.8,87.9,99.1072,0.393,0.142,0.314,71.1,17.1,39.9,25.7,10.0,0.141,7.52,40.63,89.36,0.4496,0.1643,21.97,L To R,77,Fenway Park,
80,593428,Xander Bogaerts,SD,WSH,2026-09-07T21:10:00Z,Scheduled,2,Jake Irvin,663623,R,46.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",28.5,61.6,22.6,95.5,50.0,18.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","same-side matchup; pitcher baseline 11.4% barrel, 21.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.2,40.53,89.14,100.0768,0.3843,0.1334,0.3221,72.31,28.01,42.61,23.9,11.0,0.1098,11.37,45.7,89.49,0.4651,0.2106,28.46,,,Petco Park,
81,681082,Bryson Stott,PHI,ATL,2026-09-07T17:05:00Z,In Progress,6,Grant Holmes,656550,R,46.3,Longshot,Watch List,Platoon Edge,24.5,50.7,47.8,76.2,80.0,19.9,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,1,"Last 7 games: 3/23, 1 HR","platoon edge; pitcher baseline 9.0% barrel, 18.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.52,35.03,88.65,98.3322,0.3972,0.1369,0.3228,69.72,6.68,34.66,27.66,10.9,0.1424,8.98,43.09,90.8,0.4238,0.174,26.55,In From LF,77,Citizens Bank Park,
82,669257,Will Smith,LAD,CIN,2026-09-08T01:10:00Z,Scheduled,5,Chase Burns,695505,R,46.3,Longshot,Watch List,"Projected Lineup, Strong Barrel",50.1,40.3,27.6,81.9,50.0,0.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,19,0,"Last 7 games: 2/19, 0 HR","same-side matchup; pitcher baseline 8.4% barrel, 12.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.2,41.92,90.25,100.2621,0.4876,0.2179,0.3794,69.91,7.08,31.37,38.38,9.3,0.1485,8.45,40.45,89.64,0.3581,0.1467,28.94,,,UNIQLO Field at Dodger Stadium,
83,691777,Max Muncy,LAD,CIN,2026-09-08T01:10:00Z,Scheduled,4,Chase Burns,695505,R,46.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",36.1,40.3,27.6,90.4,50.0,64.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.4% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.01,39.82,88.43,100.8844,0.367,0.1535,0.2838,73.87,43.16,43.31,22.65,9.0,0.1664,8.45,40.45,89.64,0.3581,0.1467,28.94,,,UNIQLO Field at Dodger Stadium,
84,668904,Royce Lewis,MIN,DET,2026-09-07T19:10:00Z,Pre-Game,6,Troy Melton,675512,R,46.0,Longshot,Watch List,Strong Barrel,41.6,36.9,41.1,76.2,50.0,40.7,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,1,"Last 7 games: 7/26, 1 HR","same-side matchup; pitcher baseline 7.2% barrel, 10.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.52,40.79,89.8,100.6674,0.407,0.1656,0.3096,74.72,50.45,46.16,30.78,13.7,0.1615,7.2,40.59,89.4,0.3787,0.1526,25.33,In From LF,77,Comerica Park,
85,669003,Garrett Mitchell,MIL,CHC,2026-09-07T18:10:00Z,Pre-Game,8,Matthew Boyd,571510,L,45.8,Longshot,Watch List,Strong Barrel,47.1,44.6,43.6,52.4,50.0,22.9,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,0,"Last 7 games: 6/22, 0 HR","same-side matchup; pitcher baseline 9.3% barrel, 16.2 HR allowed",EV profile; pitcher fly-ball pressure modest,10.34,49.55,92.29,103.7661,0.4124,0.1589,0.3314,77.15,77.16,33.65,17.34,6.3,0.1342,9.35,38.14,88.22,0.4274,0.1699,26.06,In From CF,78,American Family Field,
86,682657,Angel Martínez,CLE,BAL,2026-09-07T17:35:00Z,In Progress,4,Trevor Rogers,669432,L,45.7,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",23.0,35.5,45.1,94.9,75.0,56.2,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,20,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 7.2% barrel, 13.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.16,33.99,87.38,98.5405,0.3746,0.1326,0.2886,71.01,15.67,45.51,26.8,13.1,0.17,7.18,40.98,88.93,0.3872,0.1489,24.25,In From LF,78,Oriole Park at Camden Yards,
87,665489,Vladimir Guerrero,TOR,ATH,2026-09-08T02:05:00Z,Scheduled,3,Jacob Lopez,682052,L,45.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",40.0,24.5,30.9,92.1,78.0,41.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,1,"Last 7 games: 8/29, 1 HR","platoon edge; pitcher baseline 6.1% barrel, 16.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.28,46.15,90.95,103.3637,0.4325,0.1437,0.3476,76.42,63.82,35.11,19.17,12.5,0.119,6.11,31.38,85.08,0.3459,0.1387,34.23,,,Sutter Health Park,
88,671739,Michael Harris II,ATL,PHI,2026-09-07T17:05:00Z,In Progress,6,Jesús Luzardo,666200,L,45.6,Longshot,Watch List,Strong Barrel,45.9,24.1,47.8,76.2,50.0,45.9,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.3% barrel, 15.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.15,46.9,90.41,103.2177,0.4667,0.1844,0.3339,74.79,47.54,36.01,22.28,22.8,0.1908,6.28,34.58,87.87,0.3235,0.1095,22.85,In From LF,77,Citizens Bank Park,
89,683357,Owen Caissie,MIA,NYM,2026-09-07T17:10:00Z,In Progress,7,Jonah Tong,804636,R,45.4,Longshot,Watch List,"Strong Barrel, Platoon Edge",43.3,39.8,35.0,64.3,80.0,2.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,15,0,"Last 7 games: 2/15, 0 HR","platoon edge; pitcher baseline 8.6% barrel, 1.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,13.44,37.29,89.89,100.1448,0.3677,0.1664,0.2754,74.88,55.0,31.88,29.43,9.4,0.1778,8.56,34.08,89.72,0.3898,0.1673,35.62,None,72,loanDepot park,
90,666139,Josh Lowe,LAA,BOS,2026-09-07T17:35:00Z,In Progress,7,Brayan Bello,678394,R,45.2,Longshot,Watch List,Platoon Edge,31.7,41.6,49.7,64.3,80.0,21.8,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,14,1,"Last 7 games: 2/14, 1 HR","platoon edge; pitcher baseline 7.5% barrel, 12.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.37,37.71,88.6,99.22,0.3763,0.1548,0.2931,73.38,34.61,36.41,30.8,11.0,0.1481,7.52,40.63,89.36,0.4496,0.1643,21.97,L To R,77,Fenway Park,
91,807726,John Peck,DET,MIN,2026-09-07T19:10:00Z,Pre-Game,9,Joe Ryan,657746,R,45.2,Longshot,Watch List,Strong Barrel,45.1,53.2,41.1,44.8,50.0,13.6,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,0,"Last 7 games: 4/19, 0 HR","same-side matchup; pitcher baseline 10.8% barrel, 19.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,15.4,42.9,88.1,99.4489,0.419,0.178,0.325,71.9,14.3,21.4,14.3,0.0,0.052,10.8,42.11,89.92,0.3921,0.1726,30.1,In From LF,77,Comerica Park,
92,605141,Mookie Betts,LAD,CIN,2026-09-08T01:10:00Z,Scheduled,3,Chase Burns,695505,R,45.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",31.9,40.3,27.6,92.1,50.0,68.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,30,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.4% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.83,37.48,89.8,98.4329,0.4248,0.1525,0.33,69.46,8.46,39.82,33.59,18.6,0.1683,8.45,40.45,89.64,0.3581,0.1467,28.94,,,UNIQLO Field at Dodger Stadium,
93,571448,Nolan Arenado,AZ,KC,2026-09-07T18:10:00Z,Warmup,4,Noah Cameron,702070,L,45.0,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",17.2,38.9,56.7,94.9,78.0,23.4,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,1,"Last 7 games: 4/26, 1 HR","platoon edge; pitcher baseline 7.4% barrel, 16.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.61,30.99,85.33,96.8116,0.3492,0.122,0.2848,71.33,15.75,46.51,27.86,19.0,0.175,7.42,38.1,88.6,0.4068,0.1604,26.59,R To L,90,Kauffman Stadium,
94,686797,Brooks Lee,MIN,DET,2026-09-07T19:10:00Z,Pre-Game,2,Troy Melton,675512,R,45.0,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",21.7,35.8,41.1,100.0,75.0,46.9,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,1,"Last 7 games: 9/29, 1 HR","switch hitter; pitcher baseline 7.2% barrel, 10.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.68,35.35,88.39,97.7265,0.3565,0.1281,0.2799,69.92,8.77,41.57,29.49,20.9,0.1725,7.2,40.59,89.4,0.3787,0.1526,25.33,In From LF,77,Comerica Park,
95,543807,George Springer,TOR,ATH,2026-09-08T02:05:00Z,Scheduled,2,Jacob Lopez,682052,L,44.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",39.6,24.5,30.9,95.5,78.0,18.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","platoon edge; pitcher baseline 6.1% barrel, 16.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.55,41.02,88.95,100.2261,0.4352,0.1834,0.3354,73.24,35.02,41.09,26.51,19.4,0.1901,6.11,31.38,85.08,0.3459,0.1387,34.23,,,Sutter Health Park,
96,608070,José Ramírez,CLE,BAL,2026-09-07T17:35:00Z,In Progress,3,Trevor Rogers,669432,L,44.7,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",27.5,35.5,45.1,96.6,75.0,0.8,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,0,"Last 7 games: 3/24, 0 HR","switch hitter; pitcher baseline 7.2% barrel, 13.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.11,38.96,89.04,99.349,0.4166,0.1417,0.3371,70.27,13.05,50.9,28.78,16.7,0.1647,7.18,40.98,88.93,0.3872,0.1489,24.25,In From LF,78,Oriole Park at Camden Yards,
97,694212,Samuel Basallo,BAL,CLE,2026-09-07T17:35:00Z,In Progress,7,Joey Cantillo,676282,L,44.5,Longshot,Watch List,Strong Barrel,47.2,35.9,45.1,64.3,50.0,2.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,15,0,"Last 7 games: 2/15, 0 HR","same-side matchup; pitcher baseline 7.5% barrel, 14.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.63,43.0,90.08,101.9857,0.4247,0.1973,0.3106,74.8,49.0,41.97,29.54,13.1,0.1839,7.55,40.12,88.59,0.3672,0.1368,26.18,In From LF,78,Oriole Park at Camden Yards,
98,680869,Zack Gelof,ATH,TOR,2026-09-08T02:05:00Z,Scheduled,3,Dylan Cease,656302,R,44.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",41.0,21.0,30.9,92.1,50.0,78.4,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 6.2% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.54,44.26,88.87,99.757,0.3837,0.1788,0.2848,73.29,27.57,39.18,28.57,12.5,0.1771,6.15,33.72,86.73,0.3065,0.11,25.05,,,Sutter Health Park,
99,683002,Gunnar Henderson,BAL,CLE,2026-09-07T17:35:00Z,In Progress,5,Joey Cantillo,676282,L,44.2,Longshot,Watch List,No major boost,36.5,35.9,45.1,86.4,50.0,3.4,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,21,0,"Last 7 games: 3/21, 0 HR","same-side matchup; pitcher baseline 7.5% barrel, 14.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.48,45.07,90.21,101.2325,0.4012,0.1497,0.3228,74.6,46.54,40.59,23.1,20.5,0.1745,7.55,40.12,88.59,0.3672,0.1368,26.18,In From LF,78,Oriole Park at Camden Yards,
100,685133,Wade Meckler,LAA,BOS,2026-09-07T17:35:00Z,In Progress,3,Brayan Bello,678394,R,44.0,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",11.9,41.6,49.7,96.6,80.0,38.3,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,24,0,Contact streak: 9/24 over last 7 games,"platoon edge; pitcher baseline 7.5% barrel, 12.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.2,33.0,86.7,96.6143,0.358,0.1,0.311,68.9,2.1,34.0,18.6,3.0,0.092,7.52,40.63,89.36,0.4496,0.1643,21.97,L To R,77,Fenway Park,
101,694197,Angel Genao,CLE,BAL,2026-09-07T17:35:00Z,In Progress,6,Trevor Rogers,669432,L,44.0,Longshot,Watch List,Platoon Edge,29.5,35.5,45.1,76.2,75.0,31.6,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,1,"Last 7 games: 5/24, 1 HR","switch hitter; pitcher baseline 7.2% barrel, 13.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.8,51.2,91.0,100.2929,0.35,0.104,0.29,72.4,27.0,36.9,14.3,2.0,0.102,7.18,40.98,88.93,0.3872,0.1489,24.25,In From LF,78,Oriole Park at Camden Yards,
102,667472,Dane Myers,CIN,LAD,2026-09-08T01:10:00Z,Scheduled,3,,,,44.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",25.6,41.2,27.6,92.1,60.0,63.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,21,1,Contact streak: 9/21 over last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.42,37.94,89.72,99.1007,0.3691,0.1281,0.3113,71.11,18.19,28.42,24.54,6.0,0.1071,,,,,,,,,UNIQLO Field at Dodger Stadium,
103,650333,Luis Arraez,PHI,ATL,2026-09-07T17:05:00Z,In Progress,4,Grant Holmes,656550,R,43.7,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",7.0,50.7,47.8,94.9,80.0,32.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,0,Contact streak: 8/24 over last 7 games,"platoon edge; pitcher baseline 9.0% barrel, 18.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.1,18.17,86.24,93.9058,0.3742,0.0851,0.3051,62.92,0.12,30.45,28.38,6.6,0.1091,8.98,43.09,90.8,0.4238,0.174,26.55,In From LF,77,Citizens Bank Park,
104,666971,Lourdes Gurriel Jr.,AZ,KC,2026-09-07T18:10:00Z,Warmup,5,Noah Cameron,702070,L,43.6,Longshot,Watch List,Platoon Edge,19.3,38.9,56.7,86.4,78.0,5.1,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,0,"Last 7 games: 4/26, 0 HR","platoon edge; pitcher baseline 7.4% barrel, 16.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.59,35.5,87.45,97.9653,0.3465,0.1066,0.2884,70.67,10.23,39.99,23.38,7.1,0.107,7.42,38.1,88.6,0.4068,0.1604,26.59,R To L,90,Kauffman Stadium,
105,695734,Daylen Lile,WSH,SD,2026-09-07T21:10:00Z,Scheduled,4,Nick Pivetta,601713,R,43.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",35.8,20.7,22.6,90.4,80.0,70.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 5.2% barrel, 6.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.0,38.84,88.76,99.0838,0.4476,0.174,0.3354,70.71,9.78,41.01,33.32,16.7,0.1899,5.23,34.92,87.43,0.2868,0.1106,33.3,,,Petco Park,
106,671732,Lawrence Butler,ATH,TOR,2026-09-08T02:05:00Z,Scheduled,4,Dylan Cease,656302,R,43.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",36.7,21.0,30.9,90.4,80.0,39.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,1,"Last 7 games: 7/27, 1 HR","platoon edge; pitcher baseline 6.2% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.22,46.43,90.15,102.0597,0.3863,0.1472,0.3169,73.63,37.74,34.75,21.58,15.4,0.1497,6.15,33.72,86.73,0.3065,0.11,25.05,,,Sutter Health Park,
